"","gs","gene","symbol"
"ENSMUSG00000036452","NP","ENSMUSG00000036452","Arhgap26"
"ENSMUSG00000039954","NP","ENSMUSG00000039954","Stk32a"
"ENSMUSG00000033949","NP","ENSMUSG00000033949","Trim36"
"ENSMUSG00000032905","NP","ENSMUSG00000032905","Atg12"
"ENSMUSG00000062210","NP","ENSMUSG00000062210","Tnfaip8"
"ENSMUSG00000053644","NP","ENSMUSG00000053644","Aldh7a1"
"ENSMUSG00000069372","NP","ENSMUSG00000069372","Ctxn3"
"ENSMUSG00000058925","NP","ENSMUSG00000058925","Ccdc192"
"ENSMUSG00000024604","NP","ENSMUSG00000024604","Rbm22"
"ENSMUSG00000024608","NP","ENSMUSG00000024608","Rps14"
"ENSMUSG00000024620","NP","ENSMUSG00000024620","Pdgfrb"
"ENSMUSG00000026322","NP","ENSMUSG00000026322","Htr4"
"ENSMUSG00000056812","NP","ENSMUSG00000056812","St8sia3"
"ENSMUSG00000024524","NP","ENSMUSG00000024524","Gnal"
"ENSMUSG00000024537","NP","ENSMUSG00000024537","Psmg2"
"ENSMUSG00000024544","NP","ENSMUSG00000024544","Ldlrad4"
"ENSMUSG00000038903","NP","ENSMUSG00000038903","Ccdc68"
"ENSMUSG00000086824","NP","ENSMUSG00000086824","4930448D08Rik"
"ENSMUSG00000024511","NP","ENSMUSG00000024511","Rab27b"
"ENSMUSG00000062328","NP","ENSMUSG00000062328","Rpl17"
"ENSMUSG00000036299","NP","ENSMUSG00000036299","BC031181"
"ENSMUSG00000041840","NP","ENSMUSG00000041840","Haus1"
"ENSMUSG00000025429","NP","ENSMUSG00000025429","Pstpip2"
"ENSMUSG00000059336","NP","ENSMUSG00000059336","Slc14a1"
"ENSMUSG00000024571","NP","ENSMUSG00000024571","Naa12"
"ENSMUSG00000059852","NP","ENSMUSG00000059852","Kcng2"
"ENSMUSG00000058881","NP","ENSMUSG00000058881","Zfp516"
"ENSMUSG00000049090","NP","ENSMUSG00000049090","Ptgr3"
"ENSMUSG00000024644","NP","ENSMUSG00000024644","Cndp2"
"ENSMUSG00000024646","NP","ENSMUSG00000024646","Cyb5a"
"ENSMUSG00000024843","NP","ENSMUSG00000024843","Chka"
"ENSMUSG00000024885","NP","ENSMUSG00000024885","Aldh3b1"
"ENSMUSG00000036908","NP","ENSMUSG00000036908","Unc93b1"
"ENSMUSG00000075296","NP","ENSMUSG00000075296","Aldh3b2"
"ENSMUSG00000024869","NP","ENSMUSG00000024869","Gm49405"
"ENSMUSG00000024847","NP","ENSMUSG00000024847","Aip"
"ENSMUSG00000024845","NP","ENSMUSG00000024845","Tmem134"
"ENSMUSG00000024835","NP","ENSMUSG00000024835","Coro1b"
"ENSMUSG00000005986","NP","ENSMUSG00000005986","Ankrd13d"
"ENSMUSG00000042041","NP","ENSMUSG00000042041","2010003K11Rik"
"ENSMUSG00000024889","NP","ENSMUSG00000024889","Rce1"
"ENSMUSG00000006463","NP","ENSMUSG00000006463","Zdhhc24"
"ENSMUSG00000024912","NP","ENSMUSG00000024912","Fosl1"
"ENSMUSG00000024927","NP","ENSMUSG00000024927","Rela"
"ENSMUSG00000024936","NP","ENSMUSG00000024936","Kcnk7"
"ENSMUSG00000024816","NP","ENSMUSG00000024816","Frmd8"
"ENSMUSG00000024772","NP","ENSMUSG00000024772","Ehd1"
"ENSMUSG00000024949","NP","ENSMUSG00000024949","Sf1"
"ENSMUSG00000024959","NP","ENSMUSG00000024959","Bad"
"ENSMUSG00000056612","NP","ENSMUSG00000056612","Ppp1r14b"
"ENSMUSG00000024767","NP","ENSMUSG00000024767","Otub1"
"ENSMUSG00000053080","NP","ENSMUSG00000053080","Zfta"
"ENSMUSG00000071653","NP","ENSMUSG00000071653","1810009A15Rik"
"ENSMUSG00000010663","NP","ENSMUSG00000010663","Fads1"
"ENSMUSG00000024743","NP","ENSMUSG00000024743","Syt7"
"ENSMUSG00000024740","NP","ENSMUSG00000024740","Ddb1"
"ENSMUSG00000024681","NP","ENSMUSG00000024681","Ms4a3"
"ENSMUSG00000024697","NP","ENSMUSG00000024697","Gna14"
"ENSMUSG00000046388","NP","ENSMUSG00000046388",NA
"ENSMUSG00000098739","NP","ENSMUSG00000098739","Gm27151"
"ENSMUSG00000016495","NP","ENSMUSG00000016495","Plgrkt"
"ENSMUSG00000062456","NP","ENSMUSG00000062456","Rpl9-ps6"
"ENSMUSG00000013663","NP","ENSMUSG00000013663","Pten"
"ENSMUSG00000045932","NP","ENSMUSG00000045932","Ifit2"
"ENSMUSG00000074896","NP","ENSMUSG00000074896","Ifit3"
"ENSMUSG00000034459","NP","ENSMUSG00000034459","Ifit1"
"ENSMUSG00000009378","NP","ENSMUSG00000009378","Slc16a12"
"ENSMUSG00000097591","NP","ENSMUSG00000097591","A330032B11Rik"
"ENSMUSG00000097792","NP","ENSMUSG00000097792","Gm27042"
"ENSMUSG00000011752","NP","ENSMUSG00000011752","Pgam1"
"ENSMUSG00000025196","NP","ENSMUSG00000025196","Cpn1"
"ENSMUSG00000057506","NP","ENSMUSG00000057506","Bloc1s2"
"ENSMUSG00000025203","NP","ENSMUSG00000025203","Scd2"
"ENSMUSG00000037071","NP","ENSMUSG00000037071","Scd1"
"ENSMUSG00000004231","NP","ENSMUSG00000004231","Pax2"
"ENSMUSG00000025226","NP","ENSMUSG00000025226","Fbxl15"
"ENSMUSG00000025227","NP","ENSMUSG00000025227","Mfsd13a"
"ENSMUSG00000025228","NP","ENSMUSG00000025228","Actr1a"
"ENSMUSG00000025069","NP","ENSMUSG00000025069","Gsto2"
"ENSMUSG00000025086","NP","ENSMUSG00000025086","Trub1"
"ENSMUSG00000033417","NP","ENSMUSG00000033417","Cacul1"
"ENSMUSG00000061654","NP","ENSMUSG00000061654",NA
"ENSMUSG00000095742","NP","ENSMUSG00000095742",NA
"ENSMUSG00000025905","PEP","ENSMUSG00000025905","Oprk1"
"ENSMUSG00000025777","PEP","ENSMUSG00000025777","Gdap1"
"ENSMUSG00000073730","PEP","ENSMUSG00000073730","Ppp1r14bl"
"ENSMUSG00000026156","PEP","ENSMUSG00000026156","B3gat2"
"ENSMUSG00000091318","PEP","ENSMUSG00000091318","Semp2l1"
"ENSMUSG00000042197","PEP","ENSMUSG00000042197","Zfp451"
"ENSMUSG00000037138","PEP","ENSMUSG00000037138","Aff3"
"ENSMUSG00000050967","PEP","ENSMUSG00000050967","Creg2"
"ENSMUSG00000025986","PEP","ENSMUSG00000025986","Slc39a10"
"ENSMUSG00000018417","PEP","ENSMUSG00000018417","Myo1b"
"ENSMUSG00000026094","PEP","ENSMUSG00000026094","Stk17b"
"ENSMUSG00000026782","PEP","ENSMUSG00000026782","Abi2"
"ENSMUSG00000052062","PEP","ENSMUSG00000052062","Pard3b"
"ENSMUSG00000026005","PEP","ENSMUSG00000026005","Rpe"
"ENSMUSG00000006301","PEP","ENSMUSG00000006301","Tmbim1"
"ENSMUSG00000033364","PEP","ENSMUSG00000033364","Usp37"
"ENSMUSG00000032883","PEP","ENSMUSG00000032883","Acsl3"
"ENSMUSG00000079470","PEP","ENSMUSG00000079470","Utp14b"
"ENSMUSG00000050711","PEP","ENSMUSG00000050711","Scg2"
"ENSMUSG00000054702","PEP","ENSMUSG00000054702","Ap1s3"
"ENSMUSG00000026247","PEP","ENSMUSG00000026247","Ecel1"
"ENSMUSG00000026259","PEP","ENSMUSG00000026259","Ngef"
"ENSMUSG00000055013","PEP","ENSMUSG00000055013","Agap1"
"ENSMUSG00000026315","PEP","ENSMUSG00000026315","Serpinb8"
"ENSMUSG00000097648","PEP","ENSMUSG00000097648","9330185C12Rik"
"ENSMUSG00000026383","PEP","ENSMUSG00000026383","Epb41l5"
"ENSMUSG00000026389","PEP","ENSMUSG00000026389","Steap3"
"ENSMUSG00000026353","PEP","ENSMUSG00000026353","Ubxn4"
"ENSMUSG00000079330","PEP","ENSMUSG00000079330","Lemd1"
"ENSMUSG00000042066","PEP","ENSMUSG00000042066","Tmcc2"
"ENSMUSG00000042046","PEP","ENSMUSG00000042046","Dstyk"
"ENSMUSG00000041757","PEP","ENSMUSG00000041757","Plekha6"
"ENSMUSG00000026463","PEP","ENSMUSG00000026463","Atp2b4"
"ENSMUSG00000087721","PEP","ENSMUSG00000087721",NA
"ENSMUSG00000026414","PEP","ENSMUSG00000026414","Tnnt2"
"ENSMUSG00000052726","PEP","ENSMUSG00000052726","Kcnt2"
"ENSMUSG00000004110","PEP","ENSMUSG00000004110","Cacna1e"
"ENSMUSG00000033671","PEP","ENSMUSG00000033671","Cep350"
"ENSMUSG00000026594","PEP","ENSMUSG00000026594","Ralgps2"
"ENSMUSG00000087093","PEP","ENSMUSG00000087093","Gm15486"
"ENSMUSG00000026587","PEP","ENSMUSG00000026587","Astn1"
"ENSMUSG00000044835","PEP","ENSMUSG00000044835","Ankrd45"
"ENSMUSG00000015843","PEP","ENSMUSG00000015843","Rxrg"
"ENSMUSG00000057335","PEP","ENSMUSG00000057335","Cep170"
"ENSMUSG00000089713","PEP","ENSMUSG00000089713","Gm16564"
"ENSMUSG00000055067","PEP","ENSMUSG00000055067","Smyd3"
"ENSMUSG00000026491","PEP","ENSMUSG00000026491","Ahctf1"
"ENSMUSG00000060743","PEP","ENSMUSG00000060743","H3f3a"
"ENSMUSG00000038806","PEP","ENSMUSG00000038806","Sde2"
"ENSMUSG00000026514","PEP","ENSMUSG00000026514","Cnih3"
"ENSMUSG00000026510","PEP","ENSMUSG00000026510","Trp53bp2"
"ENSMUSG00000056050","PEP","ENSMUSG00000056050","Mia3"
"ENSMUSG00000010175","PEP","ENSMUSG00000010175","Prox1"
"ENSMUSG00000026628","PEP","ENSMUSG00000026628","Atf3"
"ENSMUSG00000016262","PEP","ENSMUSG00000016262","Sertad4"
"ENSMUSG00000026638","PEP","ENSMUSG00000026638","Irf6"
"ENSMUSG00000037318","PEP","ENSMUSG00000037318","Traf3ip3"
"ENSMUSG00000039496","PEP","ENSMUSG00000039496","Cdnf"
"ENSMUSG00000026672","PEP","ENSMUSG00000026672","Optn"
"ENSMUSG00000002107","PEP","ENSMUSG00000002107","Celf2"
"ENSMUSG00000026743","PEP","ENSMUSG00000026743","Mllt10"
"ENSMUSG00000026740","PEP","ENSMUSG00000026740","Dnajc1"
"ENSMUSG00000082307","PEP","ENSMUSG00000082307","Gm13418"
"ENSMUSG00000036040","PEP","ENSMUSG00000036040","Adamtsl2"
"ENSMUSG00000026918","PEP","ENSMUSG00000026918","Brd3"
"ENSMUSG00000026841","PEP","ENSMUSG00000026841","Fibcd1"
"ENSMUSG00000053164","PEP","ENSMUSG00000053164","Gpr21"
"ENSMUSG00000083157","PEP","ENSMUSG00000083157","Gm13511"
"ENSMUSG00000026872","PEP","ENSMUSG00000026872","Zeb2"
"ENSMUSG00000086644","PEP","ENSMUSG00000086644","Gm13470"
"ENSMUSG00000036053","PEP","ENSMUSG00000036053","Fmnl2"
"ENSMUSG00000060988","PEP","ENSMUSG00000060988","Galnt13"
"ENSMUSG00000097837","PEP","ENSMUSG00000097837",NA
"ENSMUSG00000026827","PEP","ENSMUSG00000026827","Gpd2"
"ENSMUSG00000026828","PEP","ENSMUSG00000026828","Galnt5"
"ENSMUSG00000026980","PEP","ENSMUSG00000026980","Ly75"
"ENSMUSG00000054580","PEP","ENSMUSG00000054580","Pla2r1"
"ENSMUSG00000085439","PEP","ENSMUSG00000085439","Rapgef4os1"
"ENSMUSG00000079277","PEP","ENSMUSG00000079277","Hoxd3"
"ENSMUSG00000034552","PEP","ENSMUSG00000034552","Zswim2"
"ENSMUSG00000034101","PEP","ENSMUSG00000034101","Ctnnd1"
"ENSMUSG00000086495","PEP","ENSMUSG00000086495","Gm13778"
"ENSMUSG00000084781","PEP","ENSMUSG00000084781","D930015M05Rik"
"ENSMUSG00000048058","PEP","ENSMUSG00000048058","Ldlrad3"
"ENSMUSG00000027189","PEP","ENSMUSG00000027189","Trim44"
"ENSMUSG00000027177","PEP","ENSMUSG00000027177","Hipk3"
"ENSMUSG00000045106","PEP","ENSMUSG00000045106","Ccdc73"
"ENSMUSG00000048482","PEP","ENSMUSG00000048482","Bdnf"
"ENSMUSG00000027162","PEP","ENSMUSG00000027162","Lin7c"
"ENSMUSG00000027224","PEP","ENSMUSG00000027224","Duoxa1"
"ENSMUSG00000027200","PEP","ENSMUSG00000027200","Sema6d"
"ENSMUSG00000001998","PEP","ENSMUSG00000001998","Ap4e1"
"ENSMUSG00000027376","PEP","ENSMUSG00000027376","Prom2"
"ENSMUSG00000053552","PEP","ENSMUSG00000053552","Ebf4"
"ENSMUSG00000037143","PEP","ENSMUSG00000037143","Cfap61"
"ENSMUSG00000037014","PEP","ENSMUSG00000037014","Sstr4"
"ENSMUSG00000074743","PEP","ENSMUSG00000074743","Thbd"
"ENSMUSG00000074704","PEP","ENSMUSG00000074704","Rad21l"
"ENSMUSG00000032852","PEP","ENSMUSG00000032852","Rspo4"
"ENSMUSG00000044083","PEP","ENSMUSG00000044083","Efcab8"
"ENSMUSG00000055485","PEP","ENSMUSG00000055485","Mtcl2"
"ENSMUSG00000018326","PEP","ENSMUSG00000018326","Ywhab"
"ENSMUSG00000017734","PEP","ENSMUSG00000017734","Dbndd2"
"ENSMUSG00000027540","PEP","ENSMUSG00000027540","Ptpn1"
"ENSMUSG00000074575","PEP","ENSMUSG00000074575","Kcng1"
"ENSMUSG00000084829","PEP","ENSMUSG00000084829","Gm14266"
"ENSMUSG00000070495","PEP","ENSMUSG00000070495","Ctcfl"
"ENSMUSG00000087382","PEP","ENSMUSG00000087382","Ctcflos"
"ENSMUSG00000027514","PEP","ENSMUSG00000027514","Zbp1"
"ENSMUSG00000000305","PEP","ENSMUSG00000000305","Cdh4"
"ENSMUSG00000038932","PEP","ENSMUSG00000038932","Tcfl5"
"ENSMUSG00000027580","PEP","ENSMUSG00000027580","Helz2"
"ENSMUSG00000097342","PEP","ENSMUSG00000097342","Gm26618"
"ENSMUSG00000073293","PEP","ENSMUSG00000073293","Nudt10"
"ENSMUSG00000054453","PEP","ENSMUSG00000054453","Sytl5"
"ENSMUSG00000037315","PEP","ENSMUSG00000037315","Jade3"
"ENSMUSG00000031066","PEP","ENSMUSG00000031066","Usp11"
"ENSMUSG00000036699","PEP","ENSMUSG00000036699","Zcchc12"
"ENSMUSG00000016150","PEP","ENSMUSG00000016150","Tenm1"
"ENSMUSG00000001173","PEP","ENSMUSG00000001173","Ocrl"
"ENSMUSG00000037005","PEP","ENSMUSG00000037005","Xpnpep2"
"ENSMUSG00000031103","PEP","ENSMUSG00000031103","Elf4"
"ENSMUSG00000031112","PEP","ENSMUSG00000031112","Stk26"
"ENSMUSG00000031374","PEP","ENSMUSG00000031374","Zfp92"
"ENSMUSG00000031400","PEP","ENSMUSG00000031400","G6pdx"
"ENSMUSG00000031403","PEP","ENSMUSG00000031403","Dkc1"
"ENSMUSG00000025246","PEP","ENSMUSG00000025246","Tbl1x"
"ENSMUSG00000031210","PEP","ENSMUSG00000031210","Gpr165"
"ENSMUSG00000083603","PEP","ENSMUSG00000083603","Gm14810"
"ENSMUSG00000031214","PEP","ENSMUSG00000031214","Ophn1"
"ENSMUSG00000031297","PEP","ENSMUSG00000031297","Slc7a3"
"ENSMUSG00000034160","PEP","ENSMUSG00000034160","Ogt"
"ENSMUSG00000049191","PEP","ENSMUSG00000049191","Rtl5"
"ENSMUSG00000031232","PEP","ENSMUSG00000031232","Magt1"
"ENSMUSG00000033792","PEP","ENSMUSG00000033792","Atp7a"
"ENSMUSG00000034732","PEP","ENSMUSG00000034732","Pabpc5"
"ENSMUSG00000034480","PEP","ENSMUSG00000034480","Diaph2"
"ENSMUSG00000050071","PEP","ENSMUSG00000050071","Bex1"
"ENSMUSG00000025269","PEP","ENSMUSG00000025269","Apex2"
"ENSMUSG00000025262","PEP","ENSMUSG00000025262","Fam120c"
"ENSMUSG00000087403","PEP","ENSMUSG00000087403","Kantr"
"ENSMUSG00000056679","PEP","ENSMUSG00000056679","Gpr173"
"ENSMUSG00000083906","PEP","ENSMUSG00000083906","Gm15186"
"ENSMUSG00000040990","PEP","ENSMUSG00000040990","Sh3kbp1"
"ENSMUSG00000031303","PEP","ENSMUSG00000031303","Map3k15"
"ENSMUSG00000040855","PEP","ENSMUSG00000040855","Reps2"
"ENSMUSG00000069094","PEP","ENSMUSG00000069094","Pde7a"
"ENSMUSG00000001865","PEP","ENSMUSG00000001865","Cpa3"
"ENSMUSG00000011463","PEP","ENSMUSG00000011463","Cpb1"
"ENSMUSG00000054988","PEP","ENSMUSG00000054988","Agtr1b"
"ENSMUSG00000051136","PEP","ENSMUSG00000051136","Ghsr"
"ENSMUSG00000039286","PEP","ENSMUSG00000039286","Fndc3b"
"ENSMUSG00000037610","PEP","ENSMUSG00000037610","Kcnmb2"
"ENSMUSG00000046743","PEP","ENSMUSG00000046743","Fat4"
"ENSMUSG00000025764","PEP","ENSMUSG00000025764","Jade1"
"ENSMUSG00000037174","PEP","ENSMUSG00000037174","Elf2"
"ENSMUSG00000056306","PEP","ENSMUSG00000056306","Sertm1"
"ENSMUSG00000036580","PEP","ENSMUSG00000036580","Spart"
"ENSMUSG00000027808","PEP","ENSMUSG00000027808","Serp1"
"ENSMUSG00000036334","PEP","ENSMUSG00000036334","Igsf10"
"ENSMUSG00000043441","PEP","ENSMUSG00000043441","Gpr149"
"ENSMUSG00000051000","PEP","ENSMUSG00000051000","Fhip1a"
"ENSMUSG00000028072","PEP","ENSMUSG00000028072","Ntrk1"
"ENSMUSG00000005640","PEP","ENSMUSG00000005640","Insrr"
"ENSMUSG00000028053","PEP","ENSMUSG00000028053","Ash1l"
"ENSMUSG00000001018","PEP","ENSMUSG00000001018","Snapin"
"ENSMUSG00000027907","PEP","ENSMUSG00000027907","S100a11"
"ENSMUSG00000038766","PEP","ENSMUSG00000038766","Gabpb2"
"ENSMUSG00000015522","PEP","ENSMUSG00000015522","Arnt"
"ENSMUSG00000038543","PEP","ENSMUSG00000038543","BC028528"
"ENSMUSG00000033147","PEP","ENSMUSG00000033147","Slc22a15"
"ENSMUSG00000027857","PEP","ENSMUSG00000027857","Tshb"
"ENSMUSG00000008730","PEP","ENSMUSG00000008730","Hipk1"
"ENSMUSG00000014599","PEP","ENSMUSG00000014599","Csf1"
"ENSMUSG00000004035","PEP","ENSMUSG00000004035","Gstm7"
"ENSMUSG00000040562","PEP","ENSMUSG00000040562","Gstm2"
"ENSMUSG00000058135","PEP","ENSMUSG00000058135","Gstm1"
"ENSMUSG00000054414","PEP","ENSMUSG00000054414","Slc30a7"
"ENSMUSG00000089911","PEP","ENSMUSG00000089911","Mfsd14a"
"ENSMUSG00000097311","PEP","ENSMUSG00000097311","Gm26871"
"ENSMUSG00000039735","PEP","ENSMUSG00000039735","Fnbp1l"
"ENSMUSG00000046561","PEP","ENSMUSG00000046561","Arsj"
"ENSMUSG00000027997","PEP","ENSMUSG00000027997","Casp6"
"ENSMUSG00000058897","PEP","ENSMUSG00000058897","Col25a1"
"ENSMUSG00000052430","PEP","ENSMUSG00000052430","Bmpr1b"
"ENSMUSG00000028273","PEP","ENSMUSG00000028273","Pdlim5"
"ENSMUSG00000040253","PEP","ENSMUSG00000040253","Gbp7"
"ENSMUSG00000028268","PEP","ENSMUSG00000028268","Gbp3"
"ENSMUSG00000036960","PEP","ENSMUSG00000036960","Clca2"
"ENSMUSG00000042228","PEP","ENSMUSG00000042228","Lyn"
"ENSMUSG00000041261","PEP","ENSMUSG00000041261","Car8"
"ENSMUSG00000051279","PEP","ENSMUSG00000051279","Gdf6"
"ENSMUSG00000028226","PEP","ENSMUSG00000028226","Mmp16"
"ENSMUSG00000039967","PEP","ENSMUSG00000039967","Zfp292"
"ENSMUSG00000028405","PEP","ENSMUSG00000028405","Aco1"
"ENSMUSG00000040296","PEP","ENSMUSG00000040296","Rigi"
"ENSMUSG00000036822","PEP","ENSMUSG00000036822","Topors"
"ENSMUSG00000035551","PEP","ENSMUSG00000035551","Igfbpl1"
"ENSMUSG00000035495","PEP","ENSMUSG00000035495","Tstd2"
"ENSMUSG00000086712","PEP","ENSMUSG00000086712","Mexis"
"ENSMUSG00000003032","PEP","ENSMUSG00000003032","Klf4"
"ENSMUSG00000038827","PEP","ENSMUSG00000038827","Abitram"
"ENSMUSG00000081615","PEP","ENSMUSG00000081615","Gm12539"
"ENSMUSG00000038630","PEP","ENSMUSG00000038630","Zkscan16"
"ENSMUSG00000028385","PEP","ENSMUSG00000028385","Snx30"
"ENSMUSG00000050395","PEP","ENSMUSG00000050395","Tnfsf15"
"ENSMUSG00000039005","PEP","ENSMUSG00000039005","Tlr4"
"ENSMUSG00000082553","PEP","ENSMUSG00000082553","Gm11404"
"ENSMUSG00000008575","PEP","ENSMUSG00000008575","Nfib"
"ENSMUSG00000038192","PEP","ENSMUSG00000038192","Cer1"
"ENSMUSG00000028484","PEP","ENSMUSG00000028484","Psip1"
"ENSMUSG00000038070","PEP","ENSMUSG00000038070","Cntln"
"ENSMUSG00000038024","PEP","ENSMUSG00000038024","Dennd4c"
"ENSMUSG00000035305","PEP","ENSMUSG00000035305","Ror1"
"ENSMUSG00000087361","PEP","ENSMUSG00000087361","0610043K17Rik"
"ENSMUSG00000034853","PEP","ENSMUSG00000034853","Acot11"
"ENSMUSG00000084968","PEP","ENSMUSG00000084968","Gm12743"
"ENSMUSG00000028713","PEP","ENSMUSG00000028713","Cyp4b1"
"ENSMUSG00000052135","PEP","ENSMUSG00000052135","Foxo6"
"ENSMUSG00000000085","PEP","ENSMUSG00000000085","Scmh1"
"ENSMUSG00000043207","PEP","ENSMUSG00000043207","Zmpste24"
"ENSMUSG00000032726","PEP","ENSMUSG00000032726","Bmp8a"
"ENSMUSG00000028871","PEP","ENSMUSG00000028871","Rspo1"
"ENSMUSG00000047945","PEP","ENSMUSG00000047945","Marcksl1"
"ENSMUSG00000028581","PEP","ENSMUSG00000028581","Laptm5"
"ENSMUSG00000028868","PEP","ENSMUSG00000028868","Wasf2"
"ENSMUSG00000028862","PEP","ENSMUSG00000028862","Map3k6"
"ENSMUSG00000007880","PEP","ENSMUSG00000007880","Arid1a"
"ENSMUSG00000073747","PEP","ENSMUSG00000073747","Zpld2"
"ENSMUSG00000028826","PEP","ENSMUSG00000028826","Maco1"
"ENSMUSG00000028661","PEP","ENSMUSG00000028661","Epha8"
"ENSMUSG00000036856","PEP","ENSMUSG00000036856","Wnt4"
"ENSMUSG00000087646","PEP","ENSMUSG00000087646","Gm1667"
"ENSMUSG00000087628","PEP","ENSMUSG00000087628","Gm13028"
"ENSMUSG00000085928","PEP","ENSMUSG00000085928","4933427I22Rik"
"ENSMUSG00000029003","PEP","ENSMUSG00000029003","Mad2l2"
"ENSMUSG00000055401","PEP","ENSMUSG00000055401","Fbxo6"
"ENSMUSG00000028967","PEP","ENSMUSG00000028967","Errfi1"
"ENSMUSG00000040367","PEP","ENSMUSG00000040367","Lrrd1"
"ENSMUSG00000028926","PEP","ENSMUSG00000028926","Cdk14"
"ENSMUSG00000040118","PEP","ENSMUSG00000040118","Cacna2d1"
"ENSMUSG00000028864","PEP","ENSMUSG00000028864","Hgf"
"ENSMUSG00000028771","PEP","ENSMUSG00000028771","Ptpn12"
"ENSMUSG00000029004","PEP","ENSMUSG00000029004","Kmt2e"
"ENSMUSG00000081970","PEP","ENSMUSG00000081970","Gm16057"
"ENSMUSG00000048271","PEP","ENSMUSG00000048271","Rbm33"
"ENSMUSG00000025746","PEP","ENSMUSG00000025746","Il6"
"ENSMUSG00000052783","PEP","ENSMUSG00000052783","Grk4"
"ENSMUSG00000051246","PEP","ENSMUSG00000051246","Msantd1"
"ENSMUSG00000039563","PEP","ENSMUSG00000039563","2210406O10Rik"
"ENSMUSG00000029192","PEP","ENSMUSG00000029192","Tbc1d14"
"ENSMUSG00000061535","PEP","ENSMUSG00000061535","C1qtnf7"
"ENSMUSG00000015882","PEP","ENSMUSG00000015882","Lcorl"
"ENSMUSG00000090061","PEP","ENSMUSG00000090061","Nwd2"
"ENSMUSG00000085363","PEP","ENSMUSG00000085363","Gm15478"
"ENSMUSG00000060204","PEP","ENSMUSG00000060204","Slc10a4-ps"
"ENSMUSG00000005672","PEP","ENSMUSG00000005672","Kit"
"ENSMUSG00000029245","PEP","ENSMUSG00000029245","Epha5"
"ENSMUSG00000061184","PEP","ENSMUSG00000061184","Tmprss11c"
"ENSMUSG00000035528","PEP","ENSMUSG00000035528","Npffr2"
"ENSMUSG00000029338","PEP","ENSMUSG00000029338","Antxr2"
"ENSMUSG00000029335","PEP","ENSMUSG00000029335","Bmp3"
"ENSMUSG00000029321","PEP","ENSMUSG00000029321","Slc10a6"
"ENSMUSG00000029503","PEP","ENSMUSG00000029503","P2rx2"
"ENSMUSG00000063430","PEP","ENSMUSG00000063430","Wscd2"
"ENSMUSG00000029561","PEP","ENSMUSG00000029561","Oasl2"
"ENSMUSG00000032754","PEP","ENSMUSG00000032754","Slc8b1"
"ENSMUSG00000086753","PEP","ENSMUSG00000086753","Gm15751"
"ENSMUSG00000066735","PEP","ENSMUSG00000066735","Vkorc1l1"
"ENSMUSG00000034118","PEP","ENSMUSG00000034118","Tpst1"
"ENSMUSG00000085042","PEP","ENSMUSG00000085042","Abhd11os"
"ENSMUSG00000056014","PEP","ENSMUSG00000056014","A430033K04Rik"
"ENSMUSG00000045078","PEP","ENSMUSG00000045078","Rnf216"
"ENSMUSG00000029641","PEP","ENSMUSG00000029641","Rasl11a"
"ENSMUSG00000016520","PEP","ENSMUSG00000016520","Lnx2"
"ENSMUSG00000058488","PEP","ENSMUSG00000058488","Kl"
"ENSMUSG00000047735","PEP","ENSMUSG00000047735","Samd9l"
"ENSMUSG00000061762","PEP","ENSMUSG00000061762","Tac1"
"ENSMUSG00000029671","PEP","ENSMUSG00000029671","Wnt16"
"ENSMUSG00000048022","PEP","ENSMUSG00000048022","Tmem229a"
"ENSMUSG00000086675","PEP","ENSMUSG00000086675","Plxna4os2"
"ENSMUSG00000056215","PEP","ENSMUSG00000056215","Lrguk"
"ENSMUSG00000029826","PEP","ENSMUSG00000029826","Zc3hav1"
"ENSMUSG00000002413","PEP","ENSMUSG00000002413","Braf"
"ENSMUSG00000029869","PEP","ENSMUSG00000029869","Ephb6"
"ENSMUSG00000072653","PEP","ENSMUSG00000072653","Zfp783"
"ENSMUSG00000029810","PEP","ENSMUSG00000029810","Tmem176b"
"ENSMUSG00000023367","PEP","ENSMUSG00000023367","Tmem176a"
"ENSMUSG00000038065","PEP","ENSMUSG00000038065","Mturn"
"ENSMUSG00000029798","PEP","ENSMUSG00000029798","Herc6"
"ENSMUSG00000062190","PEP","ENSMUSG00000062190","Lancl2"
"ENSMUSG00000029802","PEP","ENSMUSG00000029802","Abcg2"
"ENSMUSG00000045441","PEP","ENSMUSG00000045441","Gprin3"
"ENSMUSG00000029919","PEP","ENSMUSG00000029919","Hpgds"
"ENSMUSG00000049001","PEP","ENSMUSG00000049001","Ndnf"
"ENSMUSG00000053470","PEP","ENSMUSG00000053470","Kdm3a"
"ENSMUSG00000053907","PEP","ENSMUSG00000053907","Mat2a"
"ENSMUSG00000033769","PEP","ENSMUSG00000033769","Exoc6b"
"ENSMUSG00000029999","PEP","ENSMUSG00000029999","Tgfa"
"ENSMUSG00000030029","PEP","ENSMUSG00000030029","Lrig1"
"ENSMUSG00000035357","PEP","ENSMUSG00000035357","Pdzrn3"
"ENSMUSG00000056755","PEP","ENSMUSG00000056755","Grm7"
"ENSMUSG00000053004","PEP","ENSMUSG00000053004","Hrh1"
"ENSMUSG00000030323","PEP","ENSMUSG00000030323","Ift122"
"ENSMUSG00000030324","PEP","ENSMUSG00000030324","Rho"
"ENSMUSG00000030138","PEP","ENSMUSG00000030138","Bms1"
