"","Ox_f_T_Slot2-16_1_3811","Ox_m_T1_Slot2-13_1_3813","Ox_m_T2_Slot2-14_1_3820","Ox_m_T3_Slot2-15_1_3816"
"Wdr13",22809.6887386684,27584.4341659973,23194.2512716821,30652.5574524667
"Comt",249029.005933069,225364.812225142,234507.749718072,237615.91367629
"Arl6ip5",583865.168790427,691996.798980901,599629.753348885,584338.655395613
"Fgf12",28412.0166757458,28205.9674301453,27954.3309862191,31122.3684220523
"Cs",95948.7349701455,111041.244572123,100899.792845276,98818.6900427255
"Nyap2",6964.47304561454,6460.82723284986,8233.18913695056,8941.79965824214
"Grcc10",11597.4896227972,13890.7217254098,16798.8419464308,10771.8114487083
"Cfap20",31046.7166737723,33057.3650445045,23251.4935872649,24741.4684172762
"Strn3",24459.5136563574,24762.1496054296,24245.7430830862,24831.8434013383
"Rbsn",26420.5338819458,30118.8959980057,26983.819726778,27954.6835304502
"Sf1",93872.2212954478,86110.35811285,95097.8316551449,88100.5913161459
"Vps8",21309.919107006,17790.8515266143,17895.869150784,22188.1553876745
"Mff",26585.6185787262,35277.8782073362,32297.5782523561,30684.7235140321
"Samd4b",11943.0999999051,13235.1432172681,9500.51158836114,11698.5951261578
"Baiap2l1",51732.0513305117,53486.9819544878,56878.5734897662,62069.9323887082
"Eprs1",164441.350224794,164356.304489078,173459.184265678,176544.958468784
"Eif3f",124567.521587453,134186.70134558,141448.986253941,143385.112209194
"Diras1;Diras2",22743.7472432299,27299.7695352726,26015.1194874701,33504.2112087207
"Pop7",NA,NA,NA,4054.26
"Ciapin1",140830.789928576,124742.638642345,147057.378303107,137497.76653919
"Nap1l1",427798.413434909,488114.734679592,459915.22091565,415061.489190336
"Glud1",15719.7905280472,13090.7934012196,15110.3139395652,17011.0104520366
"Dync1li1",154186.754627055,173556.108347341,172531.060497993,191668.045506212
"Dync1li2",171983.801059288,183888.909155841,191602.141742421,199224.252850757
"Sorbs1;Sorbs2",13936.7,9427.17,16319.9,6508.47
"Wnk1",49784.8769026282,47816.5825772652,55163.3801186494,39534.8509843248
"Tnfrsf21",15488.4354490808,15390.7963812536,17061.7754396866,15012.4886647408
"Actbl2",106126.255246065,144347.188839649,125583.913761723,136723.468232812
"Cadm1",54350.6520475381,40947.1259136517,52499.8613800427,37180.8931932292
"Lars1",42708.8545961082,43741.444605458,38707.2695844822,44996.1523385108
"Rabgap1",67866.2944637938,66158.0855244799,78377.1145602238,63103.052387834
"Dhx57",22214.0339295318,23998.116499238,23941.4238186747,24111.2689745023
"Ip6k1",93973.2835822065,90383.6225374066,99244.7026741616,96618.8992322386
"Prkce",21796.1086087929,20177.4441002522,23450.6051882142,27155.3259406058
"Cfap36",27734.7547672927,29507.1293659745,32307.8789829623,34263.2852336803
"Rbms3",110880.978485634,88377.0302805396,89200.3897236322,99042.1191353205
"Agfg1",180536.509542214,180672.462750944,236249.007278784,189195.048480958
"Purg",73160.7461169392,82442.483261584,86012.2757688695,84732.4044262558
"Actr10",92573.7435826614,98175.8403299762,104089.374671605,90425.8439598774
"Eef1a1;Eef1a2",1627749.15270269,1784186.43008434,1823071.95329792,1775989.05477805
"Steep1",41309.2736232958,41973.838806444,45586.163970505,48920.5414748948
"Sdhb",10043.0757042144,12537.4455260573,11784.3464115751,NA
"Pip4p1",39946.9344035197,42250.0227733763,35745.2341787237,38606.9913524708
"Ampd2",149620.235627849,147782.902878599,131896.687077487,128894.673127529
"Kdsr",38642.6860104221,34918.3378908275,39219.811413541,28281.6111704592
"Ppp1r7",19740.2640619509,18226.8851790834,16048.3888694467,16972.5044930979
"S100a11",45960.5089177803,51596.4605911856,60591.9397347535,47991.456006682
"Snrpb;Snrpn",54634.3648772248,66872.3607349163,62732.0744902471,60162.7346058216
"Rassf5",15968.8705694878,18177.4435597364,17719.7873320451,18725.966310301
"Pnpla6",23490.9804119977,24194.8803178584,24353.82118441,20836.0196576918
"Arfgef1;Arfgef2",432579.263270361,468496.571376309,432030.339915922,453562.717362001
"Atp13a1",18235.1248192575,21484.8008928873,22701.2640415392,24707.9311934654
"Spart",49882.3288208475,49610.0182930262,51956.8636360452,58245.0823954088
"Gstm5",59553.7731402117,73772.1118166834,74576.3308161793,71703.3026121773
"Eif3c",284244.981756669,313463.306370222,332120.803901874,293190.576276223
"Ctps1",49371.1707483243,48795.3651678727,54719.5552890784,46915.0190146376
"Add2",349403.166880069,367990.672880194,369940.414913736,352225.139935267
"Snx3",256160.229868554,252640.435485479,279893.568906632,243164.84892893
"Urgcp",12371.961894447,12268.5607114382,10738.2129407258,8628.09624677329
"Arfgef3",43935.1460300874,44224.6713732612,39415.4111291283,35919.679775263
"Mcrip1",62685.5175204065,93112.95681315,88491.4327597461,95093.8301706876
"Prkar2a",34793.1430586568,40375.2849817424,39693.9086826459,40493.7100837784
"Mapk8ip3",14221.1364905878,13620.44396887,13145.3861323242,16218.064617016
"Txn",10587919.9560417,10776861.8964243,10232994.2533897,11103097.2685794
"Mios",24429.8660058392,22390.5752826871,22403.5884372988,22464.6250246243
"Hspa8",172398.173235949,157667.416413778,154767.15859106,168875.6578005
"Cltc",40120.4623536759,35731.6652195673,36860.5093552957,33226.4121976334
"Myh10;Myh14;Myh9",38358.5771436111,43556.5753750909,50437.2188844472,43536.6270767303
"Slc6a15",31229.8503895642,37649.7572889672,35177.8302874014,37632.6982051316
"Zyx",51209.2401749021,56523.4211695539,57596.5141670696,59492.6663528818
"Scyl1",49496.4199452649,51215.6925180898,50135.2662496814,61275.9684819347
"Dync1li1;Dync1li2",17377.1,9349.35,7497.38,7775.07
"Sprr2b;Sprr2d;Sprr2g;Sprr2h;Sprr2k",12534,NA,3589.85,2646.71
"Rnf7",74102.8031438319,80300.1560462488,84367.5903574007,69680.4399398325
"Copa",82486.8032015835,72431.3323923958,74297.4392491059,70876.3369542375
"Rimkla",112581.70778305,136497.219598402,141852.736167573,143672.472862703
"Sugt1",85343.5434385841,117650.76985072,119833.549538882,106915.537121303
"Mtcl1;Soga3",43961.0839029301,63454.8268032601,50260.490791926,57180.0023597542
"Araf;Braf;Raf1",62700.1978219057,64116.6855614048,64615.3987450939,51995.0999995061
"Dclk2",21808.2385849201,23887.2987863432,23759.4419701997,23546.0602315042
"Prkcb",16568.0891377587,19389.3176883171,17870.8698945716,14156.6656777872
"Crot",21057.6830413484,17886.0602152828,15167.0524253537,16818.5103148411
"Usp10",106818.729106888,112306.17794072,102346.20043433,94413.5371425293
"Csrp1",67552.473882989,78311.9850893946,86842.241798715,61735.1536834528
"Prune1",305931.538345783,334391.54894934,362805.185584377,304707.621882097
"Eif2s2",105926.62275115,91890.7724698345,92374.7731903383,92748.2511749458
"Sqstm1",44017.8016432358,50737.2782491764,61566.7402911027,55260.1974525734
"Ppp6r3",49480.7455048263,51604.2493563522,52030.4077181261,55526.8845722372
"Vps4b",41130.0311117786,30359.2947311679,31845.5883830364,33736.4259382582
"Sytl2",51482.2971234306,58600.2481527275,60358.6742206076,50780.1516176607
"Akap1",21847.1645858282,22510.1138371922,21722.042500223,24711.4937832124
"Phf5a",63363.6017663548,61363.1920051435,57009.8807627039,62732.9575966529
"Dnaja1",22065.6351975408,14970.8151289782,16109.9761914735,22385.5666268201
"Mtarc2",26421.3694644001,24149.5246291083,24162.8543912315,20856.9470524506
"Kiaa0513",37776.0843495234,42212.004591312,35985.5166072034,42068.4445501277
"Ap1b1;Ap2b1",43831.1845951876,42503.3476308919,44969.6669553291,45520.4663746602
"Hcfc1",49607.5905103647,58275.6378018835,57926.9237214112,57414.7391486686
"Wac",5633.16,NA,16765.8000002729,26155.5000004257
"Rab3d",29982.5999997331,29969.3429115816,32366.8128265167,27878.9857271138
"Ckap5",41842.6101944308,41945.1319063019,40183.0977418788,50934.7540050476
"Atad1",40100.8576541579,32251.2717323386,32988.1379390095,37931.0821486111
"Cct2",30816.201450798,26545.6140371782,28465.743911307,29567.2630128069
"Rangap1",85639.0785774958,97379.277143373,96454.1975352281,97045.831092974
"Klc1",151748.009153189,176830.105989672,175715.214045421,191422.400109494
"Slc30a5",19559.5015666225,17858.6272789529,21178.4148805471,21055.6802988809
"Clgn",156819.413816316,136618.331325894,151644.275094239,138408.727552644
"Flot2",110021.839370165,116063.282635582,124715.767875127,127474.710043755
"Tgoln1",278405.595882931,298444.897450552,285203.712233267,268189.00661618
"Micall1",10090.7954763407,6150.08496616565,5833.98385361088,9835.54407906033
"Fam169a",147306.209671339,123165.421736997,124397.881421502,105744.527962755
"Parva;Parvb",5868.12,10397.7,11356.9,9394.7
"Twf1",147457.017489836,133059.672197346,161330.064515917,137274.441975689
"Hspa9",28910.8477465618,22304.884046651,22770.8573274389,22753.012082801
"Hspa5",63808.8286943386,51595.6151931746,54979.1991773594,51193.0030879896
"Mre11",43895.4821501623,40034.8793040888,41150.7495982851,44070.7004632401
"Mpz",133482.463770525,171561.307788952,188225.798989474,156472.153339162
"Vps13c",72878.5554827368,63004.9734383005,54533.8007951501,65427.0666472094
"Ppp3ca",966168.215006433,1438177.73112803,1400845.12591985,1266426.6690464
"Elavl1",51318.6871757545,49471.2724927775,50302.1616595213,45911.160529173
"Elavl2;Elavl3;Elavl4",239891.060058359,266928.244932971,250017.446016889,283234.614510743
"Osbpl8",23408.0427493556,21112.220555427,20430.9465390644,19683.619051797
"Trak1",NA,15357.2,NA,NA
"Faim2",4716.75245742183,6120.46922219006,6061.80812313562,8302.02669432961
"Med1",9149.44000000001,6661.39,5803.18,8042.03
"Rims1",7046.01,5141.49,6367.47,6751.73999999999
"Tceal3;Tceal5",98358.1079733859,160942.270719453,188308.663920397,144083.075291423
"Tbcd",11099.3164490704,11211.4794990298,10501.2625919695,11980.4477609871
"Ttc9",60021.4318613142,68831.3350605395,67929.9569514195,60045.7537806702
"Osbpl6",31828.4820083514,35327.8280846066,29636.0992392511,28668.3998425528
"Cdkn2d",31709.8720970837,53332.0287549913,54087.5342851575,51405.1771768379
"Tsnax",28708.683068412,27961.3389400206,29285.2495917454,31750.857130315
"Emc8",22026.902247844,18817.6812643391,13355.9210902388,22448.1611333608
"Vps26c",32128.794414511,35445.9685402593,35848.3647139594,41330.0689986571
"Eno1",41852.092039595,44894.8794356284,45066.9608125984,48306.6229741512
"Eno2",13623.5586432015,13958.8605450253,14300.9403216695,16275.6052577283
"Phrf1",15449.2,12194.1,12455.8,12515.8
"Rtf2",8982.79055572054,10577.1288322187,11436.1700476555,11467.4729991822
"Arf5",31614.6291905825,41866.9780952378,46851.1246542823,40608.0817010528
"Kiaa1841",9537.36999992562,8405.07821455982,8177.84266393081,8274.21026139326
"Eif4e",91792.1083958131,95901.3886813624,106572.892539508,90239.8855877236
"H4c1",1087904.53995567,1096790.32471948,1079681.91060399,765375.821926466
"Api5",63680.9075907831,55507.7946700969,57142.0368837297,59437.1492338577
"Ddx3x;Ddx3y",288044.879907614,305318.965795736,333258.427409709,345385.944394601
"Fry",79136.4957392807,71580.4267042943,69580.9647040435,70377.8845830745
"Psma6",38142.6527225217,53898.0811245278,38029.858170249,47926.2682907559
"Cdkn1a",7922.58,4646.55,6149.74,7514.51
"Nudt9",14159.5651925101,16911.6538343561,10626.3308506758,13961.2082561663
"Slc25a46",101624.577174029,101201.852005636,103267.97267469,93336.9400653504
"Osmr",26852.4616283076,20320.9074011391,20775.9480381932,21588.9021542039
"Gabpa",3865.35,NA,NA,NA
"Bod1l",9086.68791883783,9157.55110182157,10324.3363555322,9241.02474353098
"Tcp1",75712.0755498812,69551.6543749524,69512.146023934,79318.4383542299
"Pfdn5",105993.975122054,90375.8895507506,94546.9079597544,72402.4196602329
"Arfrp1",33416.7514360178,33705.5776392411,30428.2481207716,31954.7427824303
"Vps16",11341.7220807258,12920.6341497862,11963.5757980907,12847.0823776564
"Pip5k1c",27672.950476217,23457.9559319924,23962.0612020912,21901.5341529308
"Dgke",28125.4372155983,27298.2275765819,28257.2779541157,33341.380783543
"Ap1b1",30095.66993807,22367.098666955,24404.9712615529,28945.4262572443
"Zadh2",15037.5482115857,19033.3534318258,16412.4791683815,18945.4008771923
"Ctbp1",51312.446795308,59988.379776924,62022.6836401243,58533.4799756285
"As3mt",19403.7636492025,19589.6933748314,21464.7148557529,17286.6849761754
"Arpc2",73444.2986817923,73882.8621275869,89220.0460230748,68027.9190190199
"Rpl26",108457.635290644,93461.9189932964,90200.1864710543,76467.9271462086
"Nr3c1",29176.9455934489,24281.2971164147,25775.8712205916,23167.2773608831
"Epn2",74427.7724912624,75207.1325287292,79175.4469825304,66878.1677083154
"Eif3j1;Eif3j2",226926.584026362,223138.085462953,226651.746529117,202976.032112082
"Tagln2",729445.64903312,1052752.18772505,1151454.91262505,1018760.0608915
"Btf3l4",22021.6999998104,24454.5999997895,26317.0524519182,21293.8570683095
"Supt5h",13241.3,11808.8,13610.4,13164.1
"Emd",213082.534304086,210230.541082601,230954.660570105,193089.576882513
"Tmx3",89926.6489412579,81626.0580571598,90347.8964148898,69316.2946386537
"Samm50",11765.2422666824,12209.9123867936,12248.365174024,13050.5781604875
"Emc2",25575.8769748685,30128.6101860797,30572.9112077419,31365.5217430138
"Gripap1",50604.6853363879,46571.0588674521,46450.852305817,51789.3070333376
"Atp1b1",10159.3433494198,9735.56433691388,9552.52288837582,10688.1444234528
"Ap3s2",197843.447987761,197129.60745778,201460.132056771,178898.551233816
"Sub1",137469.908929723,91304.3661112751,120171.76583728,93006.5999990691
"Skp1",448087.746874609,470648.03577777,520948.934295277,469032.650260893
"Vsnl1",531581.588454504,554990.794050871,639608.452241055,510996.481101064
"Rab9b",47182.6768674609,46032.6251513376,57109.4617763094,59999.77302919
"Syt11",56751.8693300746,46191.7283203118,26339.932113391,52243.7324204781
"Itm2b",17225.1999998563,19631.0654871744,18257.7770090008,17453.3637740884
"Tfcp2",12265.1346970888,16088.1054015198,16262.6813279087,15570.8442681303
"Gtpbp1",16932.9,15263.7,12687.5,15303.8
"Rap1gap",79307.4662225582,63083.0816480344,78008.6760334318,70046.0808126619
"Atg2b",41626.9742941576,41712.0323180512,42494.7565071129,39852.8279654256
"Nploc4",35085.6639473427,31172.3143171517,31000.2396835151,35910.2276322753
"Reep2",29016.5837941438,27289.3624152216,25575.2926944559,24444.6363276258
"Clint1",151239.307272291,207446.356033517,192194.212460882,182186.954858406
"Pqbp1",3978.9,3695.84,NA,4802.52
"Cherp",43277.2582413994,36881.5912606037,33889.3653731199,33740.2624668363
"Slc25a4",395074.608762968,479911.16536419,537015.726832916,472253.885505924
"Twf2",40159.3610493593,38744.6133723502,39625.7261609415,50148.1169510892
"Npm1",237673.005992992,206532.316180854,224714.398213797,225559.98901179
"Chp1",37794.9506999781,38136.7027121992,37994.139022619,36923.7915428553
"Serbp1",304430.91623672,321650.402683855,341044.360507963,308339.650158193
"Ap3s1",388516.522881813,390205.865894755,410886.58517937,377454.521434939
"Mthfsd",12290.6293460201,12938.753682327,13278.3982987848,11560.7078107252
"Snrnp200",34113.0789881722,27338.8870392654,27677.4967021104,27025.6169536514
"Jakmip1",87340.8121672406,83990.8244645931,92593.4258196994,82586.4907492466
"Eif2s1",43284.3,28526.1,36383.1,36374
"Hsdl2",13349.5962540679,16403.8348071789,16604.255749534,17191.2766500829
"Capzb",160569.201547322,127688.070888357,137359.118815215,128660.190456785
"N4bp1",13695.985501462,9948.82818308349,NA,12350.4536475459
"Sars1",284801.541864817,437828.853856797,494393.038285467,493874.264582251
"Pgrmc2",35187.9651475319,37820.0067224922,37372.5718849418,32221.7758540069
"Ogn",18918.3589057951,18278.3428389387,19728.529628734,18839.0391969819
"Myo9a",21370.5088599793,22259.3850693274,20912.346133502,22139.5852070573
"Pdlim1",183763.426191269,170329.027920984,172840.623132452,158576.437801098
"Ints1",75275.5577266638,75347.5574014666,63754.1157428979,59321.5426371271
"G3bp1",77272.7184420139,84926.5655661453,85352.1023506699,88492.0124687934
"Ppil4",13385.9,12177.8,8876.89000000001,14341.2
"Ablim3",NA,9540.58319764367,NA,10894.5843020125
"Hadhb",36937.8758254651,52129.9945815405,52710.1175443104,47446.9159594263
"Psip1",50386.2170830388,46132.3048373453,50517.1707850936,42952.1363864245
"Gpkow",14954.0214285326,12221.5805687059,11771.8636627826,11913.9739493138
"Pdhb",15327.1337188385,12246.4132110562,14573.8647704514,13521.4669088849
"Glo1",340834.059614418,299316.030674391,374897.860900933,347868.668508349
"Ap2a1",22191.4092643639,22321.8691922422,16863.7181481529,20328.3916019781
"Tmem161a",14330.5,NA,NA,NA
"Nap1l5",NA,27049.2,32059.2,27729.5
"Ppig",25857.3138197042,16536.1631890824,19176.5657276926,18404.4169672634
"Ldb3",16564.7659244488,10364.1825418664,13486.0025548774,12726.7779146016
"Pdlim5",34460.5020038255,35990.4680807688,32570.4122637851,30671.6048184662
"Stx12",22071.4635276459,18223.176309653,19689.0709835502,18269.8297020387
"Hectd3",NA,7877.30000000001,6451.1,NA
"Ank2;Ank3",76648.8212213641,91183.3551909591,88142.4311277723,61284.2458899142
"Pdlim4",25335.2035999618,23150.0108538692,20282.9007448437,19199.4999998351
"Ptbp3",79203.1615200759,75449.0741565104,79059.7687151976,84537.0332210769
"Hbb-b1",55087.4549007704,41762.3011733069,45610.3012221272,38431.0725668549
"Pgrmc1",27573.4761658728,20490.8750616471,23698.8114505138,22428.796799568
"Prdx6",106137.080788399,102163.135251565,96989.7497607939,103638.299828218
"Arhgap35",20797.9814629764,24666.5183168575,22877.976448658,27231.5545589499
"Col28a1",43640.8999996084,26600.1064194458,34693.0144162468,31220.8198997199
"Dhx9",33998.3414118062,33403.6532159677,35842.1210291542,30704.4319524828
"Pygb",538571.09694786,725481.764608982,746081.009501948,719611.079102723
"Kcnq2",6518.37993420291,7756.81129300644,7469.59758440328,8130.34309047962
"Ccn2",NA,NA,52613,NA
"Calm1;Calm2;Calm3",2784795.57153266,2935242.79365032,3320211.21470303,2638882.56777872
"Akap2",17398.0214515866,20294.7979400771,23024.926465331,20699.6580781699
"Pak2",52351.7280165222,43909.4543596225,46796.9962202037,49384.3576159204
"Them6",15167.7,21469.9,19334.4,20455.4
"Ahcyl2",8986.61846298715,11365.5202770737,10073.5713929811,6637.65169050439
