"","V_m_T1_Slot2-9_1_3817","V_m_T2_Slot2-10_1_3814","V_m_T3_Slot2-11_1_3810","V_f_T_Slot2-12_1_3819"
"Pcbp1;Pcbp2;Pcbp3",451316.706604119,436312.460709077,401797.811114102,340782.409074652
"Stard10",15830.9676477217,13646.9701348704,20596.611785753,15761.4773092991
"Ociad1",53487.7999724361,60983.6094435366,49710.2234554383,45809.7202202471
"Kcna2",75319.3001246049,63031.0125007841,102705.803222539,67034.2148135483
"Plcb1",19750.7790680209,19980.7455631986,26022.3847880593,19352.7181914192
"Coprs",123318.672050505,123857.526923827,105339.543519956,141258.262305877
"Slc38a1",30351.7588725643,32867.3187633993,39059.4647703943,23876.7901451824
"Znf207",33249.4765612755,36918.5358638003,33974.8521038189,33467.765137945
"Slc17a6",89070.0315872203,106167.744625752,82328.9340292671,97527.8893950662
"Tmsb10;Tmsb4x",700798,NA,1842610,1417180
"Tmsb10",30258.5,41713.7,37264.6,51896.9
"Rps6ka1",16953.2554538146,20397.9163280184,13273.7313487304,15986.5857543253
"Commd9",17867.5,16067.6,NA,18916.5
"Fkbp15",67532.9248041487,70743.2813163581,68530.6656248095,61122.937392899
"Psma1",NA,16872.7,NA,19347.7
"Abhd12",72673.6618597741,73857.3073330998,87868.8635094037,92617.1396872086
"Pald1",NA,4885.62,7752.17,5340
"Eif4a2",10581.1,10650.9,11488.9,15109.3
"Tmem109",10790.7,8807.3,9376.37,12082.2
"Phactr4",22242.1473525166,24257.4191895257,20701.9026941638,25720.2958143401
"Pcbp4",76425.4745765683,80474.0294160762,65143.0389783868,69667.1122861467
"Slc1a4",25287.2240310112,23175.1708324638,28701.1269096859,22519.2932647148
"Snx4",28911.386560654,24476.9568222248,30773.8268672756,28325.3589021644
"Map7",156795.168953506,147911.421490027,159835.949858753,164083.95599183
"Krt14;Krt17",17788.9,16693.9,9377.69,NA
"Acox1",8623.14,NA,11547,NA
"Rpl36",26785.5,NA,27216.8,NA
"Gas2",12936.3736685696,11313.9027334247,12327.6008902753,10937.0999999123
"Dcp2",12145.8920698779,18632.1754112433,16722.7746354524,14350.0282292948
"Appl1",22566.9999107245,25845.2489688136,26264.9216006154,26195.2351393959
"Dnajc7",18772.6,NA,24918.9,19074
"Ptk2b",19832.4368412343,22278.7355208616,19504.4147498951,14633.8618210834
"Pcbp1;Pcbp2;Pcbp3;Pcbp4",27275.8,NA,NA,NA
"Metap1",17144.5,12382.3,16472.3,14942.9
"Pfdn2",84345.0451154476,74538.7120592628,103928.426409183,81452.2617783641
"Kif5a;Kif5b;Kif5c",166076.788076618,147340.098628329,163594.021092174,146725.466237619
"Mast4",2837.98,6165.34,NA,NA
"Eef1a2",251695.734278102,279781.725165169,293069.405767907,324365.425749454
"Plin2",23466.1,20063.4,NA,NA
"Gspt2",19137.674212347,19900.8949064524,18721.0129211878,15991.2737785942
"Slc30a6",64560.8020497321,57049.5223045292,47125.4549559861,50637.7465211881
"Eef1a1",189548.700051064,177527.350281239,172006.766135638,198136.850113263
"Cep350",20971.5,NA,34013.8,NA
"Snrpa",25089.4,NA,23079,NA
"Sacs",21967.3999998182,19117.5999998418,15918.8999998682,18940.6999998432
"Mcam",28200.8431935334,25177.4365458292,28088.9664130766,28618.8578302549
"Ptma",34061.9302749631,47554.8728424663,38231.552380845,32441.2357955848
"Rapgef2",6789.05204817751,7054.92722098159,3751.6003299569,6961.41509301899
"Hnrnpab",118105.17567795,107998.015232294,121141.76744944,99061.7379897357
"Mapre1",46206.1399309028,48572.2354608264,51484.927220749,45196.361802241
"Kif5b",50065.2158135492,49673.9556235674,45210.6172971396,48050.9730490945
"Kcnd3",22999.5862152303,20757.6282429796,30255.6396932441,18019.4035551228
"Hnrnpd",136309.199626588,134698.481725681,155052.898878087,142048.550416755
"Pten",166164.527176647,238657.864297187,299667.486448833,270892.56618249
"Ina;Nefh;Nefl;Nefm;Vim",4191470,4089490,4667630,3998270
"Ehd4",52423.6446253322,60037.8565144275,59796.1006726933,53677.7336086171
"Safb2",13433.2626274108,14597.1046418282,15982.9704516534,20736.882543842
"Trip4",29397.8383940026,33123.5205277473,22833.461668045,29131.4713985261
"Pygl",20028.487658127,17484.8346590224,22017.8900314335,20872.5079870365
"Rab1A;Rab1b",44633.8611796688,39723.4978594291,36803.2132241889,38015.7051617819
"Asrgl1",25803.5,NA,31818.2,26558.3
"Mbnl1",657145.309486601,709952.925752829,646084.249567559,676014.764232578
"Adam22",6394.74,8689.36000000001,6886.31,10368.1
"Uba2",20015.6248783004,15244.173146632,23509.8249422426,18145.143947195
"Snf8",33792.4817744496,35607.1451872122,41522.869480845,34719.3709664747
"Ranbp1",21890.3644065092,21808.8053415596,19620.9988895847,18930.5664278074
"Krt1;Krt2;Krt5;Krt6a;Krt71;Krt73;Krt76;Krt79",111346,168458,71580.8,240164
"Wdr33",10563.5977311522,7165.06373526804,8651.97320902654,24174.8264612115
"Aaas",8143.22,NA,NA,NA
"Arpc1b",106974.808768613,89342.1047386954,87864.0736796207,87447.6287321362
"Kif16b",5327.26,3954.45,NA,7866.56
"Eprs1;Qars1",28018.4,31163.8,41200.2,25974.3
"Cc2d1a",20559.514219204,21032.1705212237,20278.482904819,20124.4769177875
"Atpaf1",21321.405921472,15812.4882756133,19824.6683105284,14729.6659261173
"Tuba4a;Tubal3",1415265.47949122,1437747.25746157,1379193.73265039,1323954.95106896
"Tmed8",11714.0200241948,12420.7707691857,15749.9044099456,9723.63806021088
"Frmpd4",11517.2,NA,11317,NA
"Atp1a2",15494.3999999031,20171.1197101567,NA,19769.0025603401
"Prkag2",35836.844172498,28632.7804892487,47142.836087339,35237.2228005883
"Csnk1a1",30518.8792266415,31040.7568188157,31717.109221098,32078.1115635664
"Hspa1a;Hspa1b",22997.9797832672,20878.8671638405,20427.2710346911,21360.3729074963
"Kdsr",19495.6027580415,27215.47742316,23878.7068756162,20897.8146706341
"Oxsr1;Stk39",NA,10323.4,NA,12913.2
"Cpsf4",14973.3357687392,18946.9939904191,18769.9489214915,24257.3528771568
"P33monox",29043.0523614496,24450.5036628153,29207.8357016167,26916.1637000365
"Tmem65",35866.5151326691,20505.3667366836,32587.8472779271,42480.4909833409
"Atp5pf",24086.4540113893,25036.4187087475,29051.7593513648,29218.7223954377
"Mapre1;Mapre3",18358.7,NA,NA,13653
"Plekhd1",62166.9995274082,71369.963090872,71255.5124516964,52096.24424378
"Purb",23423.9158985467,29340.436654201,25514.2301414505,29271.5585328352
"Pura",119129.029469969,138379.245459824,103675.637914969,145881.19804478
"Pip4k2b",38235.9567216567,30359.8682949491,34000.8113986291,34612.5246477787
"Ddt",117796.918088744,128287.999998717,100550.780580184,110792.999998892
"Cdipt",55307.150234394,NA,63096.3636464508,51009.0080323452
"Hnrnpab;Hnrnpdl",105083,NA,115842,NA
"Cpne1;Cpne3",39586.9,NA,39914.6,47113.9
"Preb",45468.904730533,46328.3905265684,42387.2064404675,55092.8089838181
"Cc2d1b",15855.8828793828,18036.5877245826,17440.3695250106,15695.3419832176
"Rap1gap;Rap1gap2",38895.1,33605.4,NA,16116.2
"Setd7",57682.6294102427,49045.0757252403,47986.6921776887,55223.2538129082
"Adss2",7262.96,8894.03,NA,8218.19
"Ablim2",69707.8551925244,64680.7577637917,64713.8893166958,57647.2892129722
"Tarbp2",31348.4994643454,28850.3183731414,24744.7691730221,35830.299999682
"Eif4g1;Eif4g3",114133.306478107,146096.3495707,81160.9663743406,88495.1426691373
"Ldhb",19080.2171356302,20263.7234879055,17259.7656900601,21922.9136203567
"Septin9",38578.1225582738,36603.1107657197,33515.9805290325,33227.3192855871
"Cnot10",8416.59345122813,NA,7456.29397582077,9158.07272446095
"Pacs2",90266.1623876243,81452.8603114994,103854.913795576,92950.2464905176
"Sec23ip",63165.3608362388,59168.8843732203,56319.9188316699,65997.0751458966
"Picalm;Snap91",127575.736813009,136495.598577231,92019.8999991077,96623.3856229101
"Eif2b1",5597.92298437472,7836.28974700987,7595.16616824719,8683.60364549789
"Myd88",12349.8642937833,12263.1416057349,13674.8591582464,12983.939576456
"Ints1",46212.4340406934,179307.959588005,171525.103259572,89866.2181664212
"Emb",20922.1435861305,29695.2359880792,23218.3027448889,25152.8993361547
"Clic4",10218.5156024125,11261.865534446,14536.0029935561,14085.2843563165
"Rpl9",22081.7546848838,25635.6509877735,20499.5836041683,22130.3854073094
"Krt1;Krt71;Krt73",618438,785002,424164,2113210
"Rgs6;Rgs7",18510.2,16910.3,NA,21186.4
"Cmpk1",19635.6047652312,21712.1696890695,15525.4523597134,19934.9526160227
"Gls2",39000.7,NA,NA,50327
"Snrpd3",56359.4389877132,50439.8212256774,57399.9314160474,62878.091236907
"Vbp1",53042.9972237366,NA,62091.4622781106,49075.5932131833
"Sv2c",22238.5951976127,25363.7029080484,14533.2834817534,25932.8284191706
"Stambpl1",21623.6,19317.6,NA,NA
"Gga1;Gga2;Gga3",77859.2,88748.9999999999,NA,NA
"Lin52",NA,NA,56640.4,NA
"Dhcr7",NA,8125.68,12651,8320.37999999999
"Hspe1",95838.1906600582,105091.734115765,93012.428743589,115646.706446745
"Stac2",35853.6574111371,37364.1062304972,42823.9850866975,34566.9585554117
"Nme1",32707.6,NA,39008.9,35831.1
"Epb41l2;Epb41l3",206059.19599091,322016.537789554,155655.872068297,142718.442797986
"Cpne6",78391.1009181343,79890.4270604748,69037.0431587336,69013.4490766065
"Ttl",23181.5135208492,20173.4304058542,24912.4885798123,21312.4140778176
"Aco2",12924.4145329457,12341.1382770691,16903.0439274685,14354.7293158051
"Nfx1",17845.6,NA,11536,17028.4
"Sarnp",60303.6461928923,66184.4246673327,52346.7558384406,66636.8782759583
"Ndufa12",20488.128036072,18636.9221440326,20529.2232065144,14559.5793371781
"Gosr1",39577.7572243986,35552.1225883888,33402.9999996986,48263.4768893787
"Sltm",36797.619896054,28298.6709497392,43502.4874391031,33732.0341584119
"Rpn2",29597.1551115132,27256.2833993788,29386.487751358,38050.6335946749
"Stat3",67258.5173933727,68061.4144517443,78057.9909264272,76874.0223615447
"Atg2a;Atg2b",25533.5,27327.6,25870.9,27236.5
"Alkbh1",22093.3,20203,23277.8,24284.4
"Rpl23a",167187.79689409,147003.173204406,183274.718671368,177246.143398359
"Txnl1",30999.0228567979,27730.9232649076,30892.6989691796,28412.7499717442
"Psmb4",25135.1478991672,21883.7334275635,31324.0925637156,25016.8075060937
"Gdi1",45706.0984900765,44052.391021233,43517.2303909703,44320.1657373422
"Hsbp1",56548.7,NA,53930.3,42760.8
"Rpgrip1l",2830.18,2696.17,NA,NA
"Sf1",89244.0499742966,94465.2314291481,53677.3247822667,69387.806942596
"Lrrfip2",20935,15308.3,20007.7,NA
"Ctps1",46924.5589455919,45063.8327384744,51385.4105400595,42086.2833057815
"Kif2a",41881.9858736007,45405.5416445872,35560.542270074,39161.1744839685
"Arfgef2",30102.8847362158,32705.8803569111,33966.8790717056,35898.5448883529
"Rrm2b",19507.7,NA,27596.2,24909.9
"Top3b",25250.9288677569,27487.9881989708,26250.9249808907,22464.9211705712
"Lxn",16046.8,22258.9,NA,25724.9
"Camk2g",71739.9398590288,74863.8439702566,71512.6965681506,58436.4835585896
"Stxbp5l",28085.2195829841,28515.8333729909,30106.2761185012,22618.5422128563
"Pitrm1",9913.88000014481,4623.93000006753,NA,NA
"Snx3",128167.995184795,143136.333485649,124057.162410719,136705.384074689
"Etf1",26567.0417693418,29215.8118086802,28267.7283005252,27068.857593288
"Sra1",13698.6,NA,20768.4,14284.5
"Tmem179",14095.5,13240.6,17177,20156.4
"Capza2",26585.3852291972,31091.1999997271,28339.9499278861,29764.8307697841
"Aktip",112182.516159533,100911.260798317,123873.829308771,91530.9306663685
"Asl",48296.4287880661,46654.3647655008,46860.6371601215,54335.9821517402
"Ctnnd1",48577.893494985,57439.7011025455,45335.3973892642,47587.0970471372
"Pdia3",8026.6,8663.34,NA,NA
"Fau",119638,59168.9,187280,119539
"Mpp1",82191.599999209,72988.1999992975,82806.7453689856,74736.8407960491
"Pum2",10834.5,10934.5,NA,15459.6
"Nap1l1;Nap1l4",44775.6,59570.6,21240.2,30735.9
"Epb41;Epb41l1",31525.3,NA,33995.4,31915.4
"Sec61b",12204.1,10885.4,NA,14490.2
"Gapdh",102283.060035117,94196.8921501478,101227.614876609,115784.583621743
"Stxbp5",39526.2121570631,40496.8384034408,45446.0539110338,38863.2365427139
"Msto1",17069.5432019791,15489.2840224683,NA,18348.0177629298
"Pacsin1",22208.0792513223,18858.4745595861,19808.0941803144,23206.6546192722
"Rab9b",47009.3198191492,53023.7744995032,32185.7999997031,40316.675050375
"Arhgap32",9598.26,13129.5,12142.3,12243.6
"Aimp1",63100.6866107233,56992.4892994118,62506.4835998851,59165.8732477467
"Igf2r",30528.7674594978,26458.9999997728,23437.4064327037,22840.7866456063
"Rock2",14025.5531044336,18683.9517597662,20974.2357270963,14265.4742763398
"Osbpl11",46720.8870614792,40118.7621875441,49274.6110439883,48905.3340647652
"Fhip2a",29799.4990929663,27324.6318956824,32641.3717346808,25417.5193646852
"Tdrp",92250.5148239477,94339.142045172,94026.5885313542,76493.7006247603
"Csnk1d",26809.9,22861.2,28205.8,22510.7
"Tagln2;Tagln3",229712.916395307,224157.755374943,242696.528866418,144362.406755106
"Aftph",19366.9034490586,21968.296554906,22518.2664513464,20719.2160798721
"Atp6v1h",53013.9760878988,60184.0394542065,50434.4757540778,44972.2156202975
"Syne1",15525.0335468929,14215.5049160441,19241.9791626718,19131.23695849
"Eif3d",42946.0142349965,50132.9999995405,40200.5900643388,44679.7999995905
"Slc25a4;Slc25a5",757471.944726801,899698.767758071,720115.731825861,667090.633775317
"Hspa4;Hspa4l;Hsph1",109998,98754.8,100304,NA
"Col1a1",72711.692215116,76821.3002475521,75650.0176380978,49723.3999995357
"Ewsr1",15534.1,NA,12190.6,21323.6
"H2az1;H2az2",32346.3,31533.7,28459.9,23545.3
"Snx12",39909.1147564655,49786.7386257323,35885.762001396,43400.5572153335
"Nme1;Nme2",141855.255641193,150522.544812641,111469.505006666,127337.735612163
"Tsr2",6735.89000000001,16841.6,17838.9,16567.8
"Slc6a8",14363.9,12383.2,14385.3,NA
"Arpin",71991.7261501025,76784.8220500736,75027.3153775568,64639.0541901724
"Kcnh8",20976.7,NA,NA,NA
"Camlg",50899.3899419281,48518.6188020038,46553.998054483,51101.5146679746
"Slc35a2",21831.8,24544.1,25659.6,25959.6
"Snrpe",78653.7024084012,73741.9880095603,76680.1782065028,90194.1334403453
"Carmil2",18052.1761911063,20582.4150652708,20189.4568043395,23478.4689621999
"Dctn6",126825.795740092,118869.603437722,125239.686950624,114457.257757716
"Col1a2",53521.12987707,64158.3756919325,53291.2634389811,50167.7111661877
"Ssr1",11858,11214.4,NA,14572.9
"Rufy2;Rufy3",33573.2,29235.9,30168.3,24634.3
"R3hcc1",31190.2160283905,28355.3878870132,36767.9619898504,30110.341978285
"Nfat5",27973.6344098306,32406.2851870429,19922.0424272103,17287.9347241202
"Ube2j1",37637.8,35617.3,29935.1,33803.4
"Rundc3b",13478.844727444,12127.976532272,7342.69231958534,9310.22106083059
"Slc27a4",23396.2273689202,26331.6998219997,22722.353352343,27740.7811216906
"Stim2",20026.8,13334.4,16323.5,22512.8
"Usp19",74897.4196932926,90308.2021700998,75064.6736809144,75162.2948363985
"Clip1;Clip2",52004.5971776127,56156.9704152342,56893.3194273739,64431.0298597851
"Hnrnpdl",19973.3181179261,18331.5224316419,22190.1763878811,21506.3500820244
"Nmt1;Nmt2",132784.634692707,140080.658199784,165088.25694999,141581.622969532
"Polr2m",18337.6,NA,16097.4,NA
"Msi2",6261.60941803356,7412.52530677756,NA,NA
"Rbfox1;Rbfox2",17441.8,NA,13842.3,13920.1
"Rbfox3",64997.871894377,58896.4999994409,71392.401812511,60374.0970620574
"Nebl",102768.666862143,99424.6454012785,102734.766574416,100816.497484772
"Rpl13",119304.117040823,125437.536566428,125446.771154579,146016.295080053
"Atn1",5922.05,7510.89999999999,6770.63,7281.43000000001
"Cox6b1",24099.3872035822,21390.7858310695,22440.4999998087,18935.9366341359
"Acbd5",50708.0098228919,56856.0597089597,62241.3583571726,53334.3297209502
"Rnf25",10487.2,10419.8,NA,NA
"Drg1",4237.14854828695,7481.05743005217,5424.67043566646,8539.66254039352
"Trir",13682.5,14009.1,11981.2,24265.6
"Spry4",9308.15999992535,9602.16852507305,12514.7491683149,12857.0511942797
"Atp1a3",16060.9501833822,15225.9746940019,18458.488171314,17806.5871495457
"Efnb1",11342.3,NA,14005.1,13318
"Pfkl;Pfkm;Pfkp",57612.1911851324,71872.441509589,74929.0376340483,88567.4849554307
"Tmem263",81921.4533250074,88096.1261608993,106253.899831707,93702.4977862667
"H1-5",15693.3,NA,27697.7,NA
"Dld",14971.3,13456.7,12236.2,21832.6
"Cyth1",23810.8190070805,24188.6327803429,23271.5286806515,22180.5525743553
"Ddx39b",6828.38,9089.8,9514.56999999999,7220.08
"Uchl5",29117.8201278041,29604.6517872787,33893.3783045127,28451.8695011303
"Acot1;Acot2;Acot3;Acot4;Acot5;Acot6",10501.3,10586.1,NA,12637.9
"Pgrmc1;Pgrmc2",32453.9,36788.7,27878.3,34676
"Wdr45",25626.1609466652,27049.7462825474,26318.1004853675,23755.7303533017
"Hnrnpll",34099.6208961632,28643.5151642885,19470.7770703724,25980.854833032
"Psme3ip1",10382,14056,NA,11146.3
"Ik",10461.5395963578,9240.59075802207,10227.4449390424,7961.31866691437
"Smarca4",16675.1,12021.6,18661.2,14384.9
"Glmn",29798.9268461495,36124.7107852709,29811.8029795356,32196.2246223673
"Akr1a1",31136.7,NA,NA,NA
"Prdx2",126682.737297359,139199.658829559,120276.644914261,130532.066582299
"Prdx1;Prdx4",139024,NA,134677,131933
"Prdx3",6302.86000000001,5430.26,3698.31,4107.71
"Stx8",40564.8688317216,37014.8651502263,36690.9150742196,47716.6983433244
"Coro2b",17928.8853793232,14565.4467115816,17371.291460386,18895.8177824816
"Katnal2;Spata5",133826,NA,99826.6999999999,NA
"Slc25a13",8495.92,4829.02,NA,NA
"Snrpa1",98803.499524745,107049.262184174,94751.0374480251,130539.347106601
"Adprh",37888.2,NA,33034.5,NA
"Cpeb4",60206.113216335,57077.5486575344,53500.826161086,54841.9445414242
"Hnrnph1",29693.9732952686,30741.7284384702,32267.7933718469,36008.7521527961
"Hnrnpf",32762.8544641542,33463.8006286452,22647.6779410411,39084.3834858479
"Rbms3",81566.0771401169,74078.4955470998,108795.752520324,81316.2221786973
"Mknk1",14538.3924489162,10950.9832566967,16172.2938791316,14696.4442382422
"Grsf1",133698.21284815,138687.372760745,135107.794980165,116663.642133286
"Kcna1;Kcna2",80649.2583464794,91409.9471488877,84213.3672169212,95996.3541822117
"Raf1",40540.4635171506,30773.6951068365,40722.8337504202,33655.2674799662
"Rbms2",18364.7782002613,18151.7493163428,28186.9887995371,13242.783819769
"Mvd",7671.67,5151.41,4686.97,4990.61
"Sun1",28143.256494161,26134.6935356812,27490.5388951322,29091.2114278995
"Zfr",27873.0558318054,23167.4897416325,29340.1763582743,28884.8493812672
"Ppp3cc",3491,3121.3,7548.46000000001,NA
"Rpap3",17427.60855801,19079.0006989459,19876.9583927945,21706.059940244
"Vps36",10751.906532553,10698.7304445138,9027.75523513709,10660.3279015239
"Cox5a",9902.15384122179,12378.5023151881,12251.4367504069,11835.6299228938
"Csnk2b",17687.0024237125,13936.19003546,13340.2570980061,17771.9156845186
"Trio",38197.2584984336,34221.8178798957,39133.6950738549,35932.3360960855
"Eno1;Eno2",38438.4,64124.3,54317.6,56097.9000000001
"Mctp1",23612.6371848732,16938.568879935,19824.5404544645,19887.9363456047
"Mtpn",18449.5,14605.3,10914.3,16502.9
"Vapa;Vapb",373351,386264,409094,404183
"Agtpbp1",136457.766002257,120911.955804825,99797.6188071072,113576.717976377
"Mvb12a",26384.0769083675,25577.5742933305,30222.4543365766,27501.5034369977
"Ppl",172068.000003513,NA,NA,276438.000005644
"Cyb5r1",15227.1625427978,17417.2758898547,19409.9666132936,17190.0680960494
"Matr3",19984.0944714722,21461.1451673226,23646.1634747959,26766.1439930861
"Cnn2;Cnn3",16640.4,NA,13195.4,NA
"Ppm1b",21874.7717515286,29591.0486464905,32040.8065764879,44727.6550100876
"Prrc1",24725.2519845245,31104.4412683327,21734.49441193,21570.4870435112
"Prpsap1",NA,6509.9,12239,NA
"Slc3a2",35568.9192240138,30693.795060363,34600.981354448,33386.3678822245
"Map4k4;Mink1;Tnik",NA,7108.35,16662.6,NA
"Ogfr",32595.673816584,34426.0384729832,35195.7376188651,35839.8761640551
