ProteinGroup,GeneSymbol,881_dLSC_f1_5.27.2024.d,882_dLSC_m1_5.27.2024.d,883_dLSC_m2_5.27.2024.d,884_dLSC_f3_5.27.2024.d,885_dLSC_f2_5.27.2024.d,886_dLSC_m3_5.27.2024.d,889_LDRG_898_5.28.2024.d,890_LDRG_1248_5.28.2024.d,891_LDRG_1095_5.28.2024.d,892_LDRG_1236_5.28.2024.d,893_LDRG_1094_5.28.2024.d,894_LDRG_1249_5.28.2024.d,896_paw_pool_5.28.2024.d,897_paw_f_5.28.2024.d,898_paw_m_5.28.2024.d,901_SCN_IIa2_5.28.2024.d,902_SCN_IIa3_5.28.2024.d,903_SCN_IIb2_5.28.2024.d,904_SCN_IIb3_5.28.2024.d,905_SCN_IIa4_5.28.2024.d,906_SCN_IIb1_5.28.2024.d
Ablim3,Ablim3,15.10491697,15.16127399,14.93505538,15.27107692,15.25187389,15.28398465,12.48757996,13.30471661,12.83592227,12.42626108,12.72266575,13.07078643,NA,NA,NA,11.9429836,12.32941516,11.85959302,11.99753235,12.30023815,11.76600706
Abr,Abr,17.16376517,17.13177005,17.11250307,17.05757885,17.08336066,17.06438136,16.43287648,16.36414674,16.28466381,16.31933727,16.2776816,16.36731925,15.44218311,15.35769169,15.57611579,15.4923945,15.43248915,15.61579337,15.32345936,15.56262545,15.58315541
Abr;Bcr,Abr,15.9670976,15.97809704,16.03856765,15.89795162,16.10235987,16.06770089,15.41540205,15.8083944,14.94241394,15.00284127,15.29181352,15.7731619,NA,NA,NA,14.63464658,14.86000545,15.03697203,15.24970976,15.10138892,15.42416301
Abracl,Abracl,16.83199778,17.04769966,16.84065777,16.43115304,17.09579988,16.66560805,14.81376834,14.98566701,14.78796492,14.67706931,14.48693285,14.8411473,17.72838918,17.72905796,18.00918045,15.39343729,15.32580166,15.34870001,15.65086716,15.59964087,15.12271665
Abraxas1,Abraxas1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.10306483,12.32864127,12.24290316,NA,NA,NA,NA,NA,NA
Abraxas2,Abraxas2,15.56706375,15.54731353,15.66326982,15.62532791,15.62557273,15.65648114,16.59592718,16.35971545,16.41758504,16.44557802,16.45890751,16.4376533,15.87524444,15.71091527,15.94350495,16.05749193,15.95552177,15.89546086,15.79754887,15.86318942,16.1136525
Abtb2,Abtb2,13.57343592,13.77383525,13.64086429,13.52323094,13.78095991,13.68576657,15.45876066,15.61725266,15.35770608,15.31595194,15.41510314,15.56814217,NA,NA,NA,13.95707447,13.76154486,13.88173241,13.59733228,13.91800678,14.14782313
Abtb2;Btbd11,Abtb2,13.44271628,13.89208549,13.44062131,13.35609722,13.47896301,13.43931189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acaa1a,Acaa1a,16.96796947,17.0984566,16.85961662,16.82983591,16.79030764,17.0510557,18.04922249,17.56471647,17.5708164,17.82213934,17.91431073,17.80512301,17.52872665,17.51861955,17.54220256,17.07553236,17.10247444,17.06150523,17.17142531,16.98234198,17.16948439
Acaa2,Acaa2,19.19352794,19.13172647,19.20718853,19.12672398,19.11566258,19.19905909,19.83774696,19.73395239,19.85553291,19.79092762,19.79958213,19.82672281,19.36279841,19.18848224,19.36022148,19.75216622,19.66267326,19.44775424,19.54011174,19.45865317,19.40768766
Acaca,Acaca,16.08852633,16.14724084,16.1337154,16.19295624,16.16096756,16.13947246,16.57972706,16.53209249,16.54833513,16.56274756,16.63593523,16.53111586,15.94772268,15.93168406,15.95078676,16.26577959,16.23566058,16.55831608,16.79465431,16.28479622,16.58108844
Acaca;Acacb,Acaca,15.75770728,15.66034177,15.7864741,15.69197789,15.64227891,15.60788803,16.39450353,16.53773402,16.47526847,16.30226454,16.40014647,16.56720747,16.22083272,16.04811309,16.24576462,15.54285872,15.72717895,15.77196191,16.27812073,15.62860569,15.94003409
Acacb,Acacb,14.24181189,NA,NA,14.46004627,NA,NA,13.0378144,13.17581214,13.42166743,12.97170548,13.49072896,13.06307826,14.90717441,14.57736249,14.99726659,14.00234545,14.27530372,13.2846982,14.06237169,13.6912613,13.21063245
Acad10,Acad10,15.28794864,15.06674235,15.146788,15.29022465,15.32474494,15.09194752,15.34633707,15.62754712,15.44113034,15.49179384,15.5102764,15.52006514,17.38608927,17.21739562,17.30289154,18.071106,18.31107635,18.03811286,18.32543426,18.04917896,17.7857418
Acad11,Acad11,15.3245216,15.35403625,15.11055524,15.12482284,15.33911949,15.242777,15.6380683,15.42125253,15.63869267,15.59629072,15.69502708,15.72290089,15.68572245,15.71823528,15.48910672,14.68416037,14.80808245,14.50442169,15.34883192,14.49050774,14.69368202
Acad8,Acad8,16.53953709,16.73185252,16.59821196,16.46148032,16.49294447,16.69584932,16.68823219,16.62313748,16.88174834,16.83052902,16.86159926,16.72048942,15.6067941,15.51120685,15.58489128,17.28314173,17.43366911,17.26835171,17.45780979,17.35933557,17.15361659
Acad9,Acad9,17.48403662,17.5867844,17.53575952,17.35476278,17.40166058,17.56013241,16.61675539,16.38819896,16.68969153,16.68836226,16.7558727,16.59254617,18.23739477,18.32560676,18.0995374,15.77485187,16.03787994,15.76830556,15.88115997,15.73485856,15.65847964
Acadl,Acadl,19.39332551,19.5473786,19.44765016,19.49297051,19.41267963,19.55297758,19.43568813,19.20889399,19.23616862,19.37861988,19.32089905,19.35041671,17.81732888,17.76326831,17.90496821,17.58711457,17.63498364,17.27428597,17.55295688,17.50388639,17.26338271
Acadm,Acadm,17.50759242,17.61971672,17.57316956,17.58548818,17.51617495,17.71624893,18.19000146,18.11518872,18.17709922,18.08885219,18.26821315,18.16751421,18.04311827,17.97287023,18.02182481,18.38778027,18.53174862,17.9824497,18.40501852,18.14261816,18.04412192
Acads,Acads,16.48159241,16.53388244,16.51351701,16.48895483,16.36318419,16.65055749,16.95374596,17.26259285,17.27413706,17.05859572,17.21527315,17.26967125,16.79079183,16.83679702,16.78375039,17.35858361,17.59141739,17.13065773,17.6677434,17.24253201,17.0995294
Acadsb,Acadsb,17.4257523,17.43648936,17.3242813,17.20443739,17.22810558,17.32905403,16.81038486,16.68726921,16.70756544,16.64620096,16.72161885,16.69451881,19.83833212,19.6920294,19.87501693,16.5128873,16.52005007,16.37913578,16.60979413,16.40855621,16.23165644
Acadvl,Acadvl,17.29286148,17.47546696,17.48287771,17.30736111,17.30274628,17.44088015,17.80998256,17.92427552,17.96764532,17.98289868,18.00868666,18.02586614,17.52195662,17.31507143,17.51080751,16.92182713,17.15737887,16.41020326,16.90571501,16.56216789,16.26316868
Acan,Acan,17.35790327,17.35060334,17.09495341,17.30074938,17.20324441,17.24926946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acap2,Acap2,15.86520379,16.00181768,15.86745215,15.76213002,15.77553738,15.82655694,14.10641046,14.46857577,14.52334745,14.52250473,14.23224056,14.6320325,16.5330117,16.50951948,16.44900381,14.87430946,14.88362898,14.95603288,14.88533064,14.89851528,14.89167929
Acat1,Acat1,20.54305027,20.53633122,20.55804402,20.42321898,20.47114365,20.54503256,19.91383787,19.8023967,19.75017648,19.65200824,19.76213869,19.7033924,18.7346428,18.78781389,18.75309508,19.37437681,19.5031263,19.20266773,19.42971846,19.12264261,19.1046691
Acat2,Acat2,18.13010791,18.1887822,18.03093071,18.04945346,18.0257053,18.28577572,17.82614014,17.65564194,17.63924523,17.66052521,17.86932802,17.70244714,16.84966566,16.82273282,16.83436493,17.71988405,17.82872044,17.82834154,17.98405878,17.80272742,18.04144913
Acbd3,Acbd3,15.58000216,15.59652898,15.46207195,15.58707581,15.6277646,15.51692568,16.37994856,16.50422985,16.37560678,16.68660369,16.74838077,16.64207021,15.62263074,15.79759757,15.50326423,14.52077201,14.51123367,14.46631299,14.54936963,14.50784874,14.61667675
Acbd5,Acbd5,15.28892098,15.33375457,15.36979854,15.2686073,15.29221356,15.25259524,15.83241087,15.91269974,15.80152758,15.75400678,15.85720035,15.93215704,15.04717222,15.03258159,14.96162307,15.29084482,14.95913928,15.28751608,15.17374134,15.26617155,15.25754284
Acbd6,Acbd6,15.83706363,15.70581499,15.65942281,15.78737948,15.72200447,15.72961232,14.83671668,14.72874335,14.75754934,14.70869891,14.62222347,14.72045502,14.29023904,13.9283033,14.40302842,14.08509544,14.07007551,14.22167917,14.27574639,14.24306298,14.33636452
Accs,Accs,NA,NA,NA,NA,NA,NA,NA,11.70959651,NA,12.27894015,NA,12.34575728,NA,NA,NA,12.25652253,12.9075713,NA,12.7608814,12.80408853,12.703815
Ace,Ace,14.11399074,14.36334089,14.45674035,14.29550161,14.30212309,14.21803354,14.36301519,14.37857842,14.60628795,13.86182998,14.2735778,14.25558098,17.01223637,16.68372383,17.24746544,16.19140375,16.52622641,15.73853739,15.85259117,16.50352979,15.84784244
Ace2,Ace2,14.88781939,14.95126061,15.07469965,14.94998521,15.0231648,14.95095996,14.89652046,15.03020901,14.98527309,15.11612209,14.66762318,14.89651226,17.8760565,17.89846126,17.76522527,14.37122371,14.2500311,14.31270064,14.28485472,14.2577998,14.42348008
Ache,Ache,15.8416217,15.76457802,15.82188462,15.82959368,15.80041738,15.80584307,14.39176828,14.86755025,14.8331553,14.44773683,15.0474941,14.76168576,NA,NA,NA,13.01968603,13.67425418,NA,13.07712244,13.08371052,12.10071489
Acin1,Acin1,15.28530814,15.18709211,15.2405669,15.137926,15.15740621,15.23781818,15.88847855,15.89504176,15.87519735,15.78096078,15.85063786,15.85809025,16.22810409,16.29401593,16.29790821,14.88765819,14.77316183,14.78305618,14.75956593,14.80199043,14.64919135
Ackr1,Ackr1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1658774,13.51069,13.52011527,13.14003888,NA,12.75551354,12.54084001,13.06516197,12.88347572
Acly,Acly,18.73567979,18.67919923,18.73473799,18.83645928,18.77061921,18.74134818,19.57027482,19.20588851,19.3705661,19.19613092,19.41976515,19.29141002,18.17035903,17.99070304,18.1640635,19.01688971,19.03292742,19.14098302,19.17803088,19.11254319,19.09180094
Aco1,Aco1,17.22513183,17.26937948,17.30012929,17.30082738,17.24556386,17.32337623,16.32615577,16.40145942,16.34169145,16.467037,16.20031253,16.52284728,16.56366856,16.7086086,16.59513875,16.47962676,16.66818255,16.69116009,16.77337439,16.59200753,16.78993182
Aco1;Ireb2,Aco1,16.08993249,16.20442977,16.20551837,15.99184732,15.97578305,NA,14.68305491,15.88093227,15.14121308,14.86942516,14.92936476,15.70042617,14.83399692,15.34656221,15.22917556,14.67700935,15.33375984,14.66495832,15.12332121,15.24010559,15.30041691
Aco2,Aco2,21.65081505,21.65458684,21.65022837,21.59758017,21.65946478,21.65901571,20.42701527,20.19683409,20.39298786,20.25482959,20.31558276,20.19380475,19.09990641,18.81757506,19.19974026,19.72746586,20.17786548,19.4909403,20.0094967,19.5132842,19.36637505
Acot1,Acot1,15.44848835,15.30602177,15.43768472,15.50606205,15.47103858,15.45293229,15.69747445,15.96351859,15.91589422,15.93501782,15.26092804,15.78973799,15.67891669,15.59660462,15.66804718,15.80677964,15.38602385,15.60014257,15.88056216,15.68412324,15.98230423
Acot1;Acot2,Acot1,16.93469459,17.04366091,16.96670745,16.868199,16.88132943,16.95463366,17.70760786,17.16762478,17.28866947,17.19738803,17.22050237,17.42581623,16.83626828,16.65902996,16.82506378,17.4741453,17.34768616,17.24647359,17.3009692,17.39264134,17.44680662
Acot1;Acot2;Acot4;Acot6,Acot1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.75666988,16.62824939,NA,NA,NA,NA,NA,NA
Acot1;Acot2;Acot6,Acot1,17.45140331,17.86958416,17.59535642,17.65027197,17.49640875,17.62253425,17.88992802,17.68756556,NA,17.83647364,17.52202883,17.6469735,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acot1;Acot4;Acot6,Acot1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.11633584,14.2332227,14.27075522,NA,NA,NA,NA,NA,NA
Acot1;Acot6,Acot1,13.82472013,13.22344367,NA,14.37169498,14.57056729,13.77399427,NA,14.18901108,14.99544266,14.44730392,13.96215703,14.15323766,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acot11,Acot11,17.90276981,17.92498469,17.85188038,18.0197123,17.92669774,17.96989883,15.30229733,15.49559592,15.64676287,15.70620012,15.39404217,15.48752826,NA,NA,NA,14.74530678,14.49228262,14.79551849,14.60870246,14.79806984,14.75851786
Acot12,Acot12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.51420858,NA,12.98405169,NA
Acot13,Acot13,19.83798576,19.81333483,19.71222784,19.64082108,19.64261847,19.76901164,18.21730844,18.02682826,17.80664368,17.87266274,18.06805329,18.01978221,16.47657882,16.39920133,16.56126812,17.28439269,17.62262277,16.93625749,17.48238968,17.21807474,17.11398191
Acot2,Acot2,15.34941112,15.23162429,15.55030891,15.603602,15.66127983,15.59477305,15.1498379,14.69389324,15.20335137,15.00888245,15.04296357,14.69536951,15.6676419,15.56226391,15.85331004,14.3359937,14.32020548,14.35899891,14.6775975,14.460005,14.01157176
Acot4,Acot4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.69236486,12.73169027,13.55548786,NA,NA,NA,NA,NA,NA
Acot6,Acot6,NA,NA,NA,NA,NA,NA,13.00092484,13.70598551,13.67246062,13.33085734,13.48794286,13.36545656,13.66727691,13.68013686,13.58022472,NA,NA,NA,NA,NA,NA
Acot7,Acot7,19.9853484,19.84729444,19.84529371,19.78040768,19.75649039,19.8174354,20.02764859,20.03786768,19.57085003,19.78528384,19.64793354,19.95432354,15.00328949,15.30505176,14.92153495,19.24174056,19.20770382,19.26159915,19.1447424,19.25227383,19.46292012
Acot8,Acot8,14.20143572,14.10317606,13.72494202,14.34727096,14.05516331,14.10738173,14.64386392,14.66717766,14.49375532,14.43223112,14.60208028,14.59134084,14.51339043,14.65619567,14.7272561,12.98091744,11.8680163,12.61656209,12.64197085,12.89265611,13.10263175
Acot9,Acot9,17.31509431,17.45524546,17.43187013,17.37648112,17.34448481,17.50239425,17.08789403,16.97719401,17.41067434,17.3797399,17.2060962,17.13077109,16.92758949,16.75329952,17.00065664,15.79005291,16.01104317,15.81957956,15.74182335,15.87577327,15.9056454
Acox1,Acox1,15.79347138,15.71651985,15.81540488,15.84116955,15.80248112,15.80575499,16.65258936,16.39191854,16.71347163,16.70909617,16.87802132,16.67836016,16.601757,16.66038914,16.55014926,15.69731586,15.72756551,15.29332953,15.62352529,15.55907174,15.42138546
Acox2,Acox2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.38922504,12.8732166,13.93100502,NA,NA,NA,NA,NA,NA
Acox3,Acox3,15.45827364,15.57714417,15.52576829,15.4717939,15.45041181,15.52881288,16.30564147,16.24197411,16.28874204,16.26073981,16.38650249,16.43038221,16.48170452,16.65825451,16.39300302,14.17224295,14.28589173,14.3753501,14.10876504,14.23584134,14.24625341
Acoxl,Acoxl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.43673003,13.45439153,13.68531436,NA,NA,NA,NA,NA,NA
Acp1,Acp1,19.04706316,19.26597227,19.26411096,18.90884495,18.93336032,19.05910068,17.93681641,17.9498636,17.58545563,17.66316493,17.68833033,17.92577341,18.19867795,18.18333795,18.08883523,18.07701389,18.19966292,18.11541741,18.15612612,17.96008396,18.02980258
Acp2,Acp2,13.76690754,13.64638545,13.65074955,13.96238281,13.75266639,13.83843278,14.90630531,16.07320125,15.32268105,14.91649106,15.03443289,15.75272295,12.72094329,12.81188072,12.78986612,12.00145042,12.55105693,12.26371814,NA,12.58563156,12.47805922
Acp3,Acp3,15.04938114,15.30570841,15.32846122,15.0803895,15.06066975,15.39111075,16.8361962,16.66991517,16.80302712,16.86579178,17.26288923,17.09312623,16.31734548,16.34785627,16.32496096,14.57280406,14.43194357,14.61911299,14.45655076,14.69954268,14.74930434
Acp5,Acp5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.94430847,13.98779004,14.3081245,13.29578739,13.64259961,12.71916632,12.95753573,13.26522341,12.68856279
Acp6,Acp6,16.80521318,16.77663695,16.91124776,16.77237624,16.87107102,16.724241,15.23227667,15.48517635,15.42619177,15.31791332,15.16883682,15.48372139,16.34814728,16.39229524,16.34645965,15.43085557,15.54516237,15.05921761,15.43760225,15.27116254,14.98799294
Acp7,Acp7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.33228914,16.63898301,16.18240755,NA,NA,NA,NA,NA,NA
Acrbp,Acrbp,15.9531097,15.7941493,15.90674031,15.84482834,15.68129607,15.73751671,15.12630519,16.15398144,NA,15.33190363,15.34378949,15.92269357,NA,NA,NA,15.42528476,15.59521377,15.72969243,15.36585422,15.82781654,15.89966611
Acsbg1,Acsbg1,18.8386633,18.77293732,18.72085834,18.79201313,18.79055199,18.74197819,17.46870319,17.73921859,17.77647682,17.72729405,17.73653986,17.79381464,16.80860289,16.99820706,16.73307404,13.81815592,13.7262304,13.66635559,13.3706515,13.54758827,13.18467332
Acsf2,Acsf2,18.05452673,18.05868881,17.98107201,17.91289187,18.02754783,18.0885644,16.17536078,16.53373203,16.67165576,16.4738873,16.48521317,16.41701782,14.71950058,14.92011565,14.76331035,15.95052773,15.96012967,16.14457387,16.07773184,15.94280011,15.95499504
Acsf3,Acsf3,15.7487789,15.74141926,15.66962477,15.7583593,15.71408779,15.8434725,15.0821185,15.23363166,15.01567946,14.9765303,15.08124564,15.17603713,12.78868908,12.57277641,12.68238294,14.32253074,14.2361466,14.23395448,14.0173057,14.0625192,14.06515758
Acsl1,Acsl1,20.28679093,20.31604905,20.30148472,20.17633586,20.19383775,20.27491086,18.38231187,18.54335404,18.450926,18.19382128,18.82063694,18.50811849,18.90653391,19.03167009,18.8471633,18.13286472,18.39785421,17.81143929,18.59706015,17.71933774,17.82015966
Acsl1;Acsl5,Acsl1,15.77544129,15.90761719,15.90321531,16.04450069,15.84174118,16.08633493,15.78395597,16.81806245,15.92498004,15.51070716,16.04902403,16.63744671,17.2978649,17.51962646,17.17348692,16.61507115,17.0351618,16.38074568,17.20306792,16.37702108,16.54875039
Acsl3,Acsl3,16.76566869,16.95496361,16.76773205,16.71038531,16.57759594,16.88266591,16.06614035,15.90618291,16.10155006,16.11279821,16.11343949,16.01916633,13.80205182,13.23469321,14.32330814,14.27454435,14.53699232,14.33656101,14.27175615,14.15865634,14.22666404
Acsl3;Acsl4,Acsl3,16.24127749,16.04161638,16.1590159,15.08960358,15.53686642,16.05144263,16.17862984,15.91221806,16.07418119,16.4589112,16.36197289,16.06769904,NA,NA,NA,14.4391491,14.8754566,14.62857654,14.47433337,14.75454307,14.51039331
Acsl4,Acsl4,17.73571513,18.02677349,18.00889537,17.7434189,17.63549785,17.9806363,17.11206923,17.23894027,17.30116557,17.6206827,17.36030155,17.42906528,15.67364553,15.57422354,15.59215404,14.11959889,14.4625269,14.26668778,13.99706263,14.06901347,14.14064778
Acsl5,Acsl5,14.00413783,14.2113899,13.86944263,14.14069141,13.99454947,14.18394122,15.58054517,15.46616682,15.47698405,15.69606702,15.56887397,15.52128249,16.37750521,16.41569193,16.32008779,14.22160923,14.40563734,14.19419336,14.21827688,14.09043171,13.8560848
Acsl6,Acsl6,18.7894566,18.93733716,18.78221165,18.83437968,18.72692302,18.95785237,16.89394249,16.88366345,17.15525458,17.08814694,17.10642344,17.0087599,16.68569594,16.7079256,16.73761538,15.12731794,15.02860137,15.04317388,15.08217401,15.04087811,14.9299337
Acsm3,Acsm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.93413143,13.82976602,12.79809909,13.19675882,13.92626384,12.68359738
Acsm5,Acsm5,12.75413055,12.65196542,12.82390958,12.83203647,12.82381081,12.69878851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acss1,Acss1,15.65830579,15.69613197,15.52937142,15.74533258,15.67831202,15.68181829,14.52560718,14.38657356,14.50863111,14.46706859,14.56589823,14.66120776,14.301496,14.95052794,14.07821595,15.19672365,15.19488841,14.76365429,15.14101258,14.86880929,14.69668032
Acss2,Acss2,16.35604364,16.44974972,16.46146513,16.47958079,16.2454914,16.41343166,16.6869798,16.93186996,16.76351438,16.78408979,16.56987594,17.12223083,14.94745893,14.9548608,15.16021533,15.96586741,16.18708678,16.10039995,16.33902072,16.14455235,16.06320716
Acss3,Acss3,13.88215893,13.35226404,13.44292192,13.88763192,13.93049259,13.6448544,12.95068067,13.38600467,13.5834294,13.46574638,13.43431882,13.33077796,NA,NA,NA,13.51355042,13.58816233,13.35388974,13.45522077,13.42252641,12.90764578
Acta1,Acta1,21.18001431,21.5128882,21.28545869,21.11581874,20.9656511,21.5740281,20.07725633,19.88751537,19.95697433,19.58448858,19.95072711,19.79338506,21.46310858,19.35276422,21.69470213,22.41137232,23.14746387,21.79354851,23.24325457,20.99470442,19.61676943
Acta1;Actb;Actbl2;Actg1,Acta1,22.41896976,22.55094881,22.39718317,22.23776641,22.22867937,22.53394215,22.37769937,21.65385397,21.42978612,21.54526957,21.67719713,21.796781,NA,NA,NA,22.30487074,22.87106038,21.97039998,23.11021244,21.64688948,21.33994203
Acta1;Actb;Actg1,Acta1,23.05714653,22.99255668,23.00972455,22.76037235,22.95311331,23.01672032,22.945292,22.81002045,22.44873796,22.44854685,22.506313,22.84642876,NA,NA,NA,22.56032125,23.16168468,22.47006611,23.24902942,22.24251084,22.03683737
Acta1;Actbl2,Acta1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29556807,14.49155877,14.45750914,NA,NA,NA,NA,NA,NA
Acta1;Actbl2;Actg2,Acta1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.81043024,22.31795571,23.04227248,NA,NA,NA,NA,NA,NA
Acta1;Actg1,Acta1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94646891,11.47297618,11.46335616,12.48031689,11.05135763,10.92854001
Acta1;Actg2,Acta1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.32863911,23.18172435,23.53431924,NA,NA,NA,NA,NA,NA
Actb,Actb,NA,NA,NA,15.35963976,NA,NA,15.11132317,NA,NA,NA,NA,14.79664297,NA,NA,NA,14.35181574,NA,14.00906754,NA,NA,12.64335341
Actb;Actbl2;Actg1,Actb,20.66410083,20.85596522,20.75346848,20.61450095,20.65135908,20.92648102,22.76470279,19.12952064,17.89458244,19.74405683,20.01002596,21.34550324,NA,NA,NA,18.09446949,17.85450318,17.7740921,18.74431486,17.24811288,18.99716018
Actb;Actg1,Actb,22.74215524,22.81527103,22.87621725,22.39800263,22.54940477,22.76076122,23.20932652,22.51618042,21.9559277,22.15647902,22.18117194,22.47074887,22.58785198,22.63621105,22.59484882,22.56325806,22.44471488,22.54272568,22.58517952,22.45065568,22.6163128
Actbl2,Actbl2,22.27250824,22.01911676,21.87505155,22.13641742,22.22308376,22.00423834,22.05742058,22.04507174,22.16738721,22.05435732,22.01984942,21.83968794,19.63146863,19.2937573,19.55152264,22.06240441,21.94294822,22.07129146,21.91472465,22.00141381,22.06293941
Actbl2;Actg1,Actbl2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54597802,NA,12.65273072,NA,NA
Actg1,Actg1,NA,NA,14.16963537,14.1327166,NA,14.59401546,16.33419639,15.17737193,14.69636601,NA,14.72202295,14.98821291,NA,NA,12.90803228,13.93777839,21.61740575,21.27523222,21.94050408,21.32945403,NA
Actg2,Actg2,17.7258371,17.57657675,17.7304866,17.88019167,17.93352305,17.68913728,20.49348727,18.43523708,18.88036608,18.56527505,19.10459064,19.06290376,20.28862435,20.26639341,20.13675611,20.05860576,20.92170342,20.07238795,21.18759058,19.40409244,19.22183672
Actl6a,Actl6a,17.6193199,17.28799157,17.42166091,17.55710553,17.56962163,17.49821161,16.48158712,16.38448815,16.33064355,16.31908625,16.4645556,16.35038296,16.15832583,16.01832397,16.18829464,16.16408766,15.89199072,15.91748029,15.6915149,15.8202111,15.77140918
Actl6a;Actl6b,Actl6a,14.54013213,14.64364186,14.58646143,14.70289794,14.54511656,14.83268339,14.76913453,15.02903511,15.21394912,14.93285544,14.94791586,14.79626837,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actl6b,Actl6b,14.77035384,14.88824764,14.75619952,14.76450363,14.8286236,14.90856192,13.23604791,12.76921669,13.29265913,13.44715339,13.5557557,13.7806482,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actn1,Actn1,17.07700763,17.16248133,16.96814006,16.92980358,16.93571177,17.09472866,17.12535752,16.86125496,17.01108428,17.01651165,16.98617833,17.01262698,17.73625409,17.40578387,17.82412515,17.8045885,17.80987392,17.62701173,17.76531319,17.85996269,17.71664354
Actn1;Actn2,Actn1,15.48729999,15.36306493,15.80618127,15.49523672,15.45223242,15.0604253,NA,NA,NA,NA,NA,NA,18.9593675,17.54128215,19.07746882,18.67972038,18.16797831,17.01283013,17.11896462,17.85840342,16.74806447
Actn1;Actn2;Actn3,Actn1,15.58516501,15.61655172,15.54700295,15.44753529,15.24294334,15.7128843,NA,NA,NA,NA,NA,NA,18.51032687,16.56884367,18.94519567,18.38165166,19.44422878,17.169147,19.58525346,16.72430679,14.62387318
Actn1;Actn2;Actn3;Actn4,Actn1,17.38350482,17.77773635,17.40256311,17.33668991,17.30006322,17.73564205,NA,NA,NA,NA,NA,NA,19.99780822,19.1606915,20.05468989,19.37481549,19.68924688,18.8702022,19.99397416,18.66874242,18.60679368
Actn1;Actn2;Actn4,Actn1,16.95548077,17.28746628,16.94936668,17.47795822,17.29018542,17.27603782,NA,NA,NA,NA,NA,NA,17.23407831,16.82145014,18.11802349,18.23766156,17.74173961,17.52110126,17.52263322,18.02666819,17.34909571
Actn1;Actn3,Actn1,NA,NA,NA,NA,NA,NA,NA,14.4747643,15.45074409,14.66745532,14.30683069,14.12755107,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actn1;Actn3;Actn4,Actn1,17.04992298,17.29251936,NA,17.38461514,17.21001491,17.1408098,17.87657018,18.38802234,18.39151502,18.26945239,18.13226992,18.32999669,18.84334451,18.70368395,19.12412636,18.38252693,19.69685889,18.29345818,19.53598724,18.09981522,18.15589044
Actn1;Actn4,Actn1,17.8870705,17.93028697,17.77868475,17.93325959,17.93285384,17.94309746,18.84093248,18.65101315,18.80412968,18.76562973,19.02407885,18.89666722,19.64884028,19.52764695,19.62616008,19.3539427,19.24713689,19.10057588,19.18868833,19.29251303,19.09126798
Actn2,Actn2,16.54396328,16.94948638,16.92742867,16.6597411,16.46254475,17.03923246,NA,NA,NA,NA,NA,NA,19.33900444,16.70869471,19.77678365,19.38621263,19.07819753,16.21206706,17.70689057,17.94329077,14.59291524
Actn2;Actn3,Actn2,13.03725866,14.33757312,14.01293001,12.88915599,12.8024477,13.91556198,NA,NA,NA,NA,NA,NA,18.00386923,15.35909751,18.51901806,19.52351786,20.40311389,18.30183538,20.34383069,18.05041516,15.57819277
Actn3,Actn3,NA,14.29109829,14.67716989,NA,NA,14.39177153,NA,NA,12.36778306,10.86318439,13.14809264,11.47767343,17.79066849,16.14046078,18.05607759,18.98854043,20.86954773,18.8331871,21.05102726,16.78234801,15.18959761
Actn4,Actn4,18.13411374,18.24876834,18.07003391,18.10647018,18.08608014,18.24829499,19.11227405,18.73838051,18.93555147,18.93453802,19.05789332,18.94044061,20.30405647,20.12213022,20.32536458,19.00047073,18.99790454,18.82360151,19.00192581,18.95856781,19.02180675
