"","GeneID","X144_DRG_T_f_1","X147_DRG_T_m_2","X148_DRG_T_m_1","X149_DRG_T_f_3","X152_DRG_T_f_4","X156_DRG_T_f_2","X164_DRG_T_m_3","X145_DRG_T_m_4","X143_DRG_TC_m_4","X151_DRG_TC_f_2","X154_DRG_TC_f_4","X157_DRG_TC_m_3","X158_DRG_TC_f_5","X161_DRG_TC_m_2","X162_DRG_TC_f_1","X165_DRG_TC_m_1","X160_DRG_TC_f_3"
"1374","Dpf3",NA,NA,NA,NA,NA,2642.49,NA,1568.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","Dpm1",12815.24992,13953.69438,11279.08161,13864.93891,13139.43523,13967.5223,11433.28954,11555.60425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","Dpp10",17722.98786,19442.13351,18617.8194,15059.22279,14855.99545,19388.6712,13494.36731,17970.74292,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","Dpp3",18893.62919,17333.30667,17221.13962,19085.88435,17346.30308,16496.50284,18173.10855,17318.53886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378","Dpp9",7580.243992,10424.78351,8236.037798,7078.574881,9643.653447,7512.199395,7266.877006,8683.529157,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379","Dpy30",NA,37781.4,56010.8,73831.9,80283.6,59501.4,55446.1,48957.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","Dpyd",4850.50986,7231.434557,16123.88575,9613.9194,9302.350906,5283.847304,6128.489792,7236.59586,6644.016255,7435.704161,7365.058953,6752.998289,6390.186501,8255.885713,4738.220881,6332.199759,4385.736594
"1381","Dpysl2",2997723.018,2681170.664,1921488.017,2280572.126,2406166.409,3078766.99,2439455.101,2300982.952,225961.4249,278320.8055,220848.1438,331355.1352,270735.3503,214957.539,196093.6553,269057.8418,206668.7247
"1382","Dpysl2;Dpysl3",1539128.307,1175535.384,1401968.597,1329873.916,1620157.699,1609004.644,1346082.202,1251990.975,111099,NA,103701,NA,109023,NA,NA,NA,106341
"1383","Dpysl3",526732.9752,584278.8721,431868.1551,418364.7632,425445.3678,530810.9846,510675.4511,525532.2229,28984.83575,42319.69164,35464.49989,34234.99596,34913.86739,38262.01658,36240.41105,39094.49911,31855.94874
"1384","Dpysl4",25776.67971,29482.91937,27980.37661,20681.71806,23373.00182,23665.86222,30424.18195,27843.07581,38214.63445,31978.39102,27812.40196,32684.25901,30192.08579,29512.68595,29274.87465,29272.73081,26562.00036
"1385","Dpysl5",186416.7546,204649.614,192474.0974,169924.3549,180195.3729,198198.7774,195935.0611,191259.9443,7171.55191,7583.050228,10097.32162,8774.27338,9175.158292,13090.7085,6822.481912,17281.42541,9236.103494
"1386","Dr1",41803.98712,35935.37632,36559.90062,40828.27423,36861.38747,38610.22696,32975.12336,32130.75835,4080.87,NA,5043.48,3392.79,4070.04,NA,4034.01,5068.46,NA
"1387","Drap1",NA,3457.94,4014.83,3219.65,4392.95,4852.68,2886.59,4028.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","Drg1",26183.33861,26431.99911,25740.972,26376.48098,27718.48399,24221.80684,25572.05834,28155.23573,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","Drg1;Drg2",NA,NA,47972.5,NA,42417.3,46689,41267.3,42058.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","Drg2",106355.1401,104304.5889,98341.15616,108032.8637,100473.45,114823.0047,107286.7337,97664.82352,NA,3129.41,2893.64,NA,3249.8,3152.08,NA,4478.71,NA
"1391","Drp2",NA,NA,NA,NA,NA,NA,NA,NA,9183.399678,10218.40277,10385.67591,8693.432775,11532.6845,9103.109561,8888.372277,7894.461923,11407.92349
"1392","Dsc1",NA,NA,NA,NA,NA,NA,NA,NA,3568.9,NA,NA,3913.04,6888.3,NA,12289.9,NA,15384.9
"1393","Dscam",NA,NA,NA,NA,NA,NA,NA,3289.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","Dsg1b",NA,NA,NA,NA,NA,NA,NA,NA,12114.10318,7674.809028,8380.288353,11476.72502,10187.93557,5524.747184,46993.0695,7683.396421,19580.1771
"1395","Dsp",6598.403303,14249.30007,11928.88798,5329.80018,18126.10183,9417.124508,12163.90032,7196.490997,36868.89773,20324.19432,23536.76312,29901.08406,38795.79832,16400.32346,167752.5612,29336.63428,80559.15769
"1396","Dst",56589.24927,67032.9322,61408.32499,55164.41495,55586.64794,53314.55387,63029.36385,61976.23401,117212.9943,113080.9366,120151.9143,131378.2962,128300.9703,115862.1433,113792.4304,107043.4222,130517.8392
"1397","Dst;Macf1",116338.9029,95857.11008,104797.511,108354.2025,97036.13984,108071.0925,117715.3229,108755.302,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","Dstn",27819.58291,25378.42959,26479.08899,24876.0028,28344.73236,23566.41718,23405.51132,22503.10775,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","Dstyk",NA,2176.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","Dtd1",18675.52156,15627.57787,11470.81707,16452.12001,15658.99019,18142.06429,13576.26909,14726.8558,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","Dtna",20980.15158,23738.15959,22285.30725,20844.96652,19632.01523,19808.38039,23662.07655,22015.92424,9244.048079,10768.00756,9982.279625,6418.0069,10794.66621,8832.809625,8964.176026,9192.471375,9814.797642
"1402","Dtna;Dtnb",23490.9,24065.7,NA,NA,NA,18816.8,18981.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","Dtnb",18888.99188,22649.25827,21062.20823,16044.74903,19794.31753,18664.05808,21872.33078,18815.43512,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","Dtnbp1",23924.15596,20704.71311,12442.101,19308.94549,21762.08637,25594.03262,16315.88905,23484.72993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","Dtx3l",7041.209528,8706.476647,8561.31,10670,9244.740193,8571.81,8226.92,8351.452831,9040.028167,8201.1759,8941.211194,8873.940027,7032.624271,4917.498192,6997.734445,6576.985173,6839.60649
"1406","Dtymk",6494.169855,7850.108962,7796.44,6016.29,9605.84,5162.516536,7082.614854,5491.036523,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","Dus2",44137.87752,49330.73358,46225.10022,43321.62454,47557.2117,45164.86386,42348.22928,42835.69507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","Dus3l",59525.40978,57796.97221,60076.89311,62148.69936,59449.92607,62170.75699,61653.44766,51866.74769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","Dusp12",8536.58,7289.46,NA,5428.81,7557.87,5673.01,9556.59,9088.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","Dusp3",125572.1478,113724.7955,87702.55213,104553.0484,121238.5071,119661.4484,98032.94674,87301.35857,9777.81,9474.57,6981.18,11337.9,8243.91,4864.06,6115.58,9016.39,NA
"1411","Dvl1",22282.92737,28837.95216,31447.2415,24476.15087,27158.22226,25414.17053,30153.0425,30471.48019,NA,3077.62,NA,NA,1297.33,NA,NA,NA,NA
"1412","Dvl1;Dvl2;Dvl3",NA,NA,NA,NA,NA,NA,NA,NA,19901.4,15975.6,16798.5,17353,20871.9,13601.7,16915.1,15561.8,13500.7
"1413","Dvl1;Dvl3",18214.85548,25094.72799,26172.86693,19554.72549,18448.18923,18607.11458,22718.21318,28374.31928,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","Dvl2",NA,NA,NA,NA,NA,NA,NA,NA,17690.04887,16948.02838,24938.89138,22822.65243,19353.40332,19899.20584,19817.81838,16074.26473,22735.01238
"1415","Dvl2;Dvl3",NA,NA,NA,NA,NA,NA,NA,NA,17038.7,14425.8,20201.5,15767,20784.9,14150.8,NA,15657.7,14279.2
"1416","Dvl3",46646.31031,61346.08646,73337.49325,46414.80561,45783.62248,46701.95752,67112.08743,66244.29148,23723.02649,23974.93973,27392.67634,26697.20327,25722.88643,27046.14926,26212.48698,23234.15924,23833.69948
"1417","Dync1h1",103879.4017,131230.8398,117178.888,101416.1992,104416.399,101238.0303,120325.5588,119258.5659,10379.96074,10017.16474,11921.69642,10782.10542,10589.24829,11339.53272,11406.3677,10978.72673,10832.62275
"1418","Dync1i1",212800.4485,197350.1242,182097.0919,208324.2537,204815.6259,213803.0639,190942.4076,195591.9902,2669.466328,NA,3531.20463,4466.340761,4739.89857,NA,NA,8504.413459,5500.899316
"1419","Dync1i2",525402.8396,423173.1088,420478.5239,462317.8971,502063.3807,496801.1977,409817.4397,432936.5116,11609.33064,16120.30713,16613.62431,12574.46645,17308.19819,23020.49395,15277.81646,18643.01722,17577.90485
"1420","Dync1li1",634781.8335,651138.0349,552074.3436,583711.6593,590549.3288,637910.9562,598925.6769,642098.7513,15236.91833,25294.38046,22959.65785,16397.23134,21233.77217,38684.82668,24126.09609,37800.60042,23546.23065
"1421","Dync1li1;Dync1li2",114312.5865,105384.4196,31250.59451,18408.73509,22682.03202,75942.20016,46728.7088,54193.22784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","Dync1li2",861504.3287,842643.2423,818541.3302,829692.3062,859677.7182,795039.9031,814921.212,876667.2571,22194.48862,29297.51435,34810.73146,27281.83809,30576.25387,57779.97878,31599.2374,52573.27595,35149.19749
"1423","Dync2h1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17150.6,NA,NA,11749
"1424","Dync2i1",NA,NA,10785.1,10062.2,10646.6,8792.88,4794.89,10712.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","Dynll1",16175.83062,13796.87245,9127.904394,9614.65286,15677.3,13252.92893,15811.4,11253.30255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","Dynlrb1",NA,24624.92104,24577.9092,28538.85189,34303.38039,27280.20835,28074.04051,28668.68293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","Dysf",23548.71195,23487.11128,29433.0327,27575.01511,25823.53565,23751.72861,25304.91152,25437.28087,4847.818201,4592.787982,8231.554924,4848.002518,7297.410897,6525.816928,6237.263037,4477.763495,NA
"1428","Dzank1",106346.9064,119095.482,111187.9277,101171.7119,107345.9331,101199.0779,112816.7834,113098.4432,5003.243959,4357.74751,7895.884467,NA,4288.221071,9630.49877,8393.013527,9275.897289,6541.283284
"1429","Dzip3",43437.65436,40528.4396,39076.00634,41629.01904,41895.05536,42717.22092,43607.28232,38745.9802,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","Ebag9",446836.4441,320605.6308,194567.5476,268378.5761,371681.0195,513159.8322,340686.1563,283416.9515,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","Ebf1;Ebf2;Ebf3;Ebf4",8763.59,7638.43,11766.5,5838.67,9108.61,5168.23,5759.13,7493.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","Ebp",16717.83765,15973.01506,18611.2,12524.1454,18119.75122,21201.99576,15829.9,18566.11613,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","Ecd",18563.92853,17310.3071,19539.85028,19389.99902,19577.13766,19043.13554,14452.14967,17922.39971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","Ece1",57892.5797,39070.33105,37557.048,47420.69694,47263.80521,52358.06919,43127.23829,41240.25172,4950.43,8791.9,NA,5126.69,NA,5374.62,8036.18,NA,9681.42
"1435","Ech1",7474.488501,7005.952267,NA,8349.908437,9133.485276,7399.401546,6383.791886,8665.72287,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","Echdc1",102581.329,86586.85468,81463.30582,98350.33113,91518.73242,106807.3439,94366.41752,88549.9213,28765.10238,27015.8139,26969.69919,24095.77938,26027.16694,24549.89611,29418.25801,26125.66267,28746.82339
"1437","Eci2",14662.11122,18789.89784,20249.66603,17789.19198,16894.20426,12605.99447,14392.69174,17917.76487,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","Ecpas",103869.3484,107682.0574,123525.674,103616.7864,103730.8927,93869.80792,105383.329,110109.9211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","Ecsit",5844.52,5053.84,12897.8,NA,NA,5674.09,8692.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","Edc3",190418.6164,267017.3296,212135.7875,160725.4221,176979.2682,200935.4272,235447.4223,234108.2497,33302.49384,35080.26112,28653.0953,36461.67373,33119.35517,37346.80868,32224.64832,34066.28386,27984.04779
"1441","Edc4",316397.6675,310184.9496,264415.5114,287882.419,294715.5523,311852.2543,314749.8251,297977.3927,19344.37398,22545.71349,21835.78181,21513.41633,21813.54252,29380.34492,19382.66589,30780.95467,20265.63113
"1442","Edf1",41741.97491,39005.92398,28540.2864,41291.66361,37669.72496,42402.53466,35160.14531,37436.72708,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","Eea1",65859.89802,61231.94313,58860.82402,58521.28336,60623.28708,60179.84886,62466.64341,61028.96676,3732.232384,6338.608953,5544.690901,3712.937271,5079.823186,6900.141794,6190.798495,5676.973998,5175.091124
"1444","Eef1a1",612816.0079,507590.8739,418586.5605,450607.2293,466045.7704,569872.8321,403866.2968,443097.5302,79628.54061,38781.52288,23877.46879,39224.38559,31894.07947,26776.03759,21619.80741,28212.64371,29320.26428
"1445","Eef1a1;Eef1a2",3241010.808,3182847.765,3263627.845,3112315.174,2925777.888,3391078.422,2982701.372,2723573.966,136433.1582,181903.6368,130282.6367,138321.2447,136336.8983,170921.2992,155061.9146,185407.6225,123572.7726
"1446","Eef1a2",1509326.087,1200869.152,1116218.71,1262748.893,1169576.745,1498615.359,1058838.237,1202168.668,24598.13908,24748.54738,18389.10196,32145.30947,17757.64641,26569.33703,17994.44867,33006.51614,11242.82512
"1447","Eef1akmt1",44255.42225,34667.68791,32293.07987,38773.34543,40837.52106,42891.95759,32258.80611,35363.2987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","Eef1akmt2",11755.2,12122,11554.6,14232.3,14100.1,11317.5,11381,12838.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","EEF1AKNMT",35641.5,36557.3,NA,54519.8,NA,34618.4,46251.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","Eef1b",5417053.214,5257224.15,4755971.665,5521293.586,5967664.866,5671619.901,6309204.26,5463049.789,101756.5357,181299.4572,207139.5109,296645.9693,167642.046,195461.9688,111856.0977,410674.3086,123362.0334
"1451","Eef1b;Eef1d",4675730.74,3863367.553,1144906.407,3444523.531,3916945.538,4227736.848,4213354.386,4166474.981,90063.94163,138545.8575,115618,NA,119216.1998,188020.3513,115438,216347.6773,96488.1
"1452","Eef1d",2347315.172,2446960.45,2186890.64,2034811.448,2264397.997,2387190.366,2417122.729,2500741.708,96630.01797,132750.6467,120065.7242,106471.8242,125423.9862,127303.7502,97883.76245,156346.0565,81734.34026
"1453","Eef1e1",89194.97005,73302.97139,66347.57072,84825.00393,80477.16357,83057.81253,77596.30273,74113.89801,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","Eef1g",357880.2055,382401.0407,352000.2198,326947.4572,314193.0556,342735.1736,364688.6904,393341.3659,18584.00584,15374.04031,17130.02329,15512.88465,19170.21368,23769.66174,21719.73807,26997.51722,17938.31263
"1455","Eef2",81859.23473,98147.87953,83785.46779,79851.90303,78037.75768,84336.88587,87449.11139,95627.2388,28627.54278,21323.32784,19935.55691,18348.48903,21169.57323,26122.36937,23477.02959,22535.09145,20969.16573
"1456","Eef2;Eftud2",9705.48,13158.5,17661.4,14799.4,11785.1,11492.2,11943.3,13184.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","Eepd1",46239.78832,42168.24603,41672.66988,41438.46579,40586.03588,45739.1955,40343.30535,42977.25868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","Efemp1",5742.621794,12981.50882,11883.87403,6145.942734,7367.989339,7219.425333,14057.41004,9274.300448,15571.8749,5814.013204,6811.150256,22476.72466,5886.043961,10925.90211,8033.790677,8015.3221,8785.83221
"1459","Efhd2",227531.2948,205483.4721,184553.2453,251416.8904,243167.6884,244982.1859,194196.2933,177477.461,55229.33746,41687.25721,44297.24356,47249.00681,49088.28606,40358.34087,47833.9499,43191.00108,41284.80433
"1460","Efl1",93232.46135,77926.49357,81337.19086,84367.79379,81913.02193,80369.54783,82356.42762,83484.24535,5892.724943,5850.973979,8735.901253,8211.342783,6550.293134,11275.66404,10276.83162,10924.26863,8424.01
"1461","Efnb1",12624.8037,11390.11049,16532.27687,15646.10793,16214.17451,12588.23418,11375.5946,13040.45978,13909.74637,7358.758555,8149.931219,12532.22652,8019.695281,10229.04456,11252.18427,13896.55661,9458.712481
"1462","Efnb2",17924.64558,16964.9065,13518.65467,16539.07694,20268.80794,17721.04384,11364.65692,12589.82304,2373.3,NA,NA,3039.03,1877.79,NA,NA,NA,NA
"1463","Efnb3",NA,NA,NA,NA,NA,NA,NA,NA,4088.04,NA,NA,7786.65,NA,NA,NA,NA,NA
"1464","Efr3a",18995.25313,18908.04284,21659.79711,21146.3453,20851.73639,19021.63217,20157.61239,19673.05478,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","Efr3a;Efr3b",11679.85742,11705.42482,9535.919229,10716.08348,13728.36199,11988.15923,13472.75702,12586.77842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","Efr3b",19138.96062,18856.2159,19492.79422,20132.02088,17785.87944,17187.11392,20219.84386,19895.68199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","Eftud2",18928.09597,17628.99941,19647.30633,16919.10684,17997.20845,17196.84907,17191.70239,18066.94006,983.307,NA,NA,4515.89,NA,6684.36,5448.2,5989.29,5349.17
"1468","Egfr",NA,NA,NA,NA,NA,NA,NA,NA,5459.703869,3304.306945,3018.619379,4014.330453,5208.327725,NA,3899.499298,6225.193734,3745.037523
"1469","Egln1",10709.94796,9922.513533,9691.788375,10137.33092,10061.94498,9514.130884,10256.15793,8666.136536,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","Ehbp1",135246.9953,140272.8388,132413.117,127616.3495,132259.8601,134113.9824,137013.8118,143157.949,13938.96817,14720.39852,16190.97389,19005.46132,13835.48461,13490.63057,15726.37765,16894.7177,14870.18554
"1471","Ehbp1;Ehbp1l1",14104.5,20772.4,19750.5,15805.6,13863.5,19359.3,11829.8,11578.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","Ehbp1l1",14059.56644,14172.96216,12879.24165,14221.06795,14941.52254,12933.77787,14019.8979,14418.15152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","Ehd1",17519.94298,19091.72224,12779.86389,16894.92821,16996.15441,16420.3888,15806.56582,16825.07111,23116.68149,22116.38458,27686.41,23912.38042,25323.47346,18417.69062,25142.00162,22516.87697,22973.88648
"1474","Ehd1;Ehd2",NA,NA,NA,NA,NA,NA,NA,NA,7054.68,5232.52,NA,NA,NA,NA,NA,NA,NA
"1475","Ehd1;Ehd3",64070.16139,79928.69207,58007.03388,57374.73961,68723.92368,68674.79386,67173.34541,74682.57963,16161.32516,18525.04563,14467.5671,19611.45402,19030.21862,19424.45369,14954.73345,17561.16624,18427.75036
"1476","Ehd1;Ehd3;Ehd4",8661.729243,13778.07531,NA,5364.865797,4342.770718,12269.02917,6843.75761,6194.559127,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","Ehd2",NA,NA,NA,NA,NA,NA,NA,NA,4740.760328,5987.067726,6329.525976,3544.914148,7542.80681,5984.78341,7326.74669,4866.31719,8991.69434
"1478","Ehd3",59176.32043,68702.19108,55918.09658,55534.79596,58422.26314,58246.17122,65227.19197,69615.25669,10679.55598,11804.544,14606.07164,7921.138295,13377.66988,13512.82347,13011.91273,11282.57576,13533.12357
"1479","Ehd3;Ehd4",26212.06652,26851.89121,22259.48088,21960.97018,18855,21612.67714,27170.3,29121.36836,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","Ehd4",28423.18294,30469.76843,34644.91919,28979.46675,29894.45909,25286.63711,29454.92267,33941.38332,7349.794949,6120.654011,7496.369457,5219.90599,8251.247698,NA,5617.772452,4670.606617,10999.75441
"1481","Ehmt1",4282.016347,3809.324771,2379.262536,3271.565826,2116.038299,3252.27675,4395.777499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","Eid1",NA,NA,NA,NA,NA,NA,NA,NA,1940.93,NA,NA,NA,NA,NA,2439.81,NA,NA
"1483","Eif1;Eif1b",28288.26516,21454.05447,18576.1,25257.2,21192.38568,23526.79875,18923.25887,21901.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","Eif1a;Eif1ax",14645.8484,12874.57944,9892.606032,11048.33754,13679.16564,13382.29051,14271.68499,13324.13003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","Eif1ax",9122.5,7087.14,7650.91,12025,11116.1,8445.24,9572.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","Eif2a",269758.3681,304913.6571,307865.6247,262620.1418,261089.6318,286000.0585,298194.3519,298817.4089,25175.26189,26008.309,29903.41022,27449.06898,25444.76475,35673.95042,29937.14801,35696.55635,28461.39075
"1487","Eif2ak2",31501.40753,35769.38005,34278.69426,33844.63275,31185.57472,32432.20398,30499.48027,34325.57562,2369.96,4984.72,NA,4475.76,NA,6148.47,NA,6035.56,NA
"1488","Eif2ak3",4711.96151,4338.318109,4593.794932,4130.42394,6605.166724,5285.845785,4834.826543,4430.768486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","Eif2ak4",11157.72696,11208.05934,12114.45065,12846.47138,13555.40634,9747.988783,10989.25944,12591.88568,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","Eif2b1",33830.32857,35871.80777,37813.05202,34990.34651,35328.75006,35836.0357,34832.59742,41382.60311,NA,1745.2,NA,NA,NA,NA,NA,2566.52,2237.34
"1491","Eif2b2",37336.07563,28041.50419,26230.67066,38421.98172,38287.87155,40304.67043,30791.07758,29992.49025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","Eif2b4",96680.96563,82526.71224,69423.49339,93022.6554,87349.63484,101055.7727,71983.06301,73852.21619,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","Eif2b5",32129.31984,NA,26116.06364,29947.28499,37264.68088,32241.11537,26795.36478,27393.31569,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","Eif2d",10551.92361,8183.458269,15972.6,12275.62591,10668.61037,8758.139472,10216.6907,10479.43901,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","Eif2s1",30617.78642,30286.78797,29959.68371,32265.72726,33808.46182,31239.43526,30046.52083,31630.94739,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","Eif2s2",303445.1435,242722.2229,207451.1651,282329.3415,286173.6675,280686.6793,238685.4041,245229.7687,11482.18116,15101.35393,16022.61981,12344.32623,12559.97391,22133.65945,17436.48545,21531.0559,21734.72023
"1497","Eif2s3x",20763.32447,17874.26621,19252.03745,21293.49809,22116.80043,21761.21424,20201.32156,19564.81977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","Eif3a",86713.78219,88350.55638,75092.4791,79593.57374,80141.89561,85701.7473,84894.31713,88026.72572,14772.88098,15396.83534,22787.37865,12515.8814,19988.35276,23477.44627,17072.69857,24049.15651,18259.20337
"1499","Eif3b",384995.1042,293617.5304,244058.7406,326977.8957,325310.1867,383080.6825,287368.9752,292354.5261,7773.10784,7505.241271,9155.085446,10987.10424,10567.14122,15596.00074,7465.651684,13646.76117,9019.253427
"1500","Eif3c",1875290.918,1566258.469,1224795.782,1728610.849,1742909.598,1857263.55,1595873.369,1530440.203,37663.05511,37694.98705,40647.71668,40411.60307,41499.79739,59597.06109,33094.45065,63078.34676,30736.26351
"1501","Eif3d",199488.9324,211980.2671,158427.9546,164100.458,172056.9949,201833.4402,180118.1547,178120.0519,11014.5309,9662.251421,10648.5789,11158.72255,12536.37096,17978.28502,12361.78727,14299.24131,9137.83
"1502","Eif3e",48201.1121,60793.99797,51040.09675,49927.85638,45665.93339,49072.82272,49429.79914,51297.25841,3121.62,NA,7413.27,4627.51,3789.56,NA,NA,NA,6368.62
"1503","Eif3f",337338.7883,318363.8137,286191.304,330750.543,308447.5707,371463.6625,318016.9662,290788.1227,11445.50791,8488.369285,9642.335935,10551.11328,9717.444608,15906.34022,10803.71658,20146.19119,5927.981051
"1504","Eif3g",1852330.318,1267453.177,1209408.296,1742843.908,1880188.741,1818999.567,1403354.293,1393964.461,34845.10841,42669.65199,40031.68308,29888.76438,35978.07534,50178.58112,33261.1867,54682.17827,31035.99458
"1505","Eif3h",203255.4773,215488.0547,227215.1238,195833.2528,206541.4563,221583.058,218385.037,217240.6454,7157.504335,10019.57756,8325.914057,10033.55294,11116.31991,12412.84724,9537.896922,13950.28357,8968.548967
"1506","Eif3i",15087.84911,15404.33685,16954.9182,17926.6171,17018.62954,15547.77481,16589.61234,15578.2493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","Eif3j1",795437.2412,675339.4668,662029.3061,757983.0883,762515.2431,771367.5429,751564.8783,694053.9602,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","Eif3j1;Eif3j2",NA,NA,NA,NA,NA,NA,NA,NA,28392.52774,29855.50533,26360.48207,21400.41755,26621.96578,38399.08309,22992.83729,37324.29981,24610.13955
"1509","Eif3k",15585.69515,12900.0939,12402.45685,15285.76466,14565.14038,14557.45577,13722.53602,15631.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","Eif3l",195385.2203,132106.6276,127164.7966,180341.1381,180943.8651,189100.3554,142315.4211,133618.4273,7369.119531,3797.787598,7324.514064,18796.50433,5523.70515,4418.285848,4253.674098,NA,6400.502954
