GeneID,X208_LSC_TC_m_5,X209_LSC_TC_f_2,X212_LSC_TC_m_2,X214_LSC_TC_m_6,X219_LSC_TC_f_1,X231_LSC_TC_f_6,X232_LSC_TC_f_5,X238_LSC_TC_f_4,X241_LSC_TC_m_3,X213_LSC_TC_m_1,X216_LSC_TC_f_3,X223_LSC_TC_m_4,X143_DRG_TC_m_4,X151_DRG_TC_f_2,X154_DRG_TC_f_4,X157_DRG_TC_m_3,X158_DRG_TC_f_5,X161_DRG_TC_m_2,X162_DRG_TC_f_1,X165_DRG_TC_m_1,X160_DRG_TC_f_3,X249_paw_TC_m_4,X250_paw_TC_f_4,X262_paw_TC_m_5,X264_paw_TC_f_5,X265_paw_TC_f_2,X246_paw_TC_f_1,X260_paw_TC_m_2,X268_paw_TC_f_3,X269_paw_TC_m_3,X270_paw_TC_m_1,X173_SCN_TC_f_1,X174_SCN_TC_m_5,X182_SCN_TC_m_3,X186_SCN_TC_m_4,X191_SCN_TC_f_3,X193_SCN_TC_m_2,X194_SCN_TC_m_1,X199_SCN_TC_f_2,X189_SCN_TC_f_6,X198_SCN_TC_f_4,X201_SCN_TC_f_5,X195_SCN_TC_m_6,X207_LSC_T_m_2,X211_LSC_T_f_3,X220_LSC_T_m_5,X221_LSC_T_f_5,X224_LSC_T_m_1,X225_LSC_T_f_6,X227_LSC_T_m_6,X228_LSC_T_f_2,X233_LSC_T_f_4,X236_LSC_T_f_1,X237_LSC_T_m_4,X240_LSC_T_m_3,X144_DRG_T_f_1,X147_DRG_T_m_2,X148_DRG_T_m_1,X149_DRG_T_f_3,X152_DRG_T_f_4,X156_DRG_T_f_2,X164_DRG_T_m_3,X145_DRG_T_m_4,X251_paw_T_f_2,X255_paw_T_f_4,X266_paw_T_f_1,X247_paw_T_m_2,X253_paw_T_m_4,X254_paw_T_f_3,X257_paw_T_f_5,X272_paw_T_m_3,X261_paw_T_m_1,X170_SCN_T_m_4,X175_SCN_T_f_5,X177_SCN_T_f_6,X178_SCN_T_m_1,X181_SCN_T_m_3,X197_SCN_T_f_1,X171_SCN_T_f_2,X183_SCN_T_m_2,X185_SCN_T_f_4,X187_SCN_T_f_3
Capn2,4443.11,3583.81,3628.8,NA,NA,4407.72,4060.3,2901.21,3901.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13343.67599,15348.54653,17894.24238,11430.53938,13125.91849,10500.66493,13023.67589,11511.21371,11742.84327,11941.42103,12700.63216,14843.68375,10832.80518,11057.67999,13046.09458,10746.23308,11485.55381,10109.08957,10594.9527,12336.56614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capn7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81085.9,NA,NA,NA,NA,NA,NA,NA,11132.47573,8596.70191,11681.0229,8837.79742,9457.720465,8055.207504,8355.59192,8763.614497,9402.595231,9112.078322,9590.97838,8669.669845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capns1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.626,NA,52553.68358,36098.95655,41144.73301,64850.59202,43267.67503,65998.96585,57794.44721,71218.8412,71051.84256,68177.49848,46777.85826,58150.236,104132.5471,93009.15772,82517.72468,109048.5209,106014.0816,115871.2005,97158.80735,88809.89152,NA,NA,NA,NA,NA,NA,NA,NA,NA,19583.4542,22589.94007,24901.55595,25775.86583,19108.67372,26028.33029,19988.82832,19521.96893,19556.171,20400.05936
Caprin1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15052.65341,17349.09636,18187.90228,19600.79767,15286.60051,25021.56507,11217.56785,30889.11019,19666.58451,NA,2918.88,NA,NA,3874.55,NA,NA,NA,3046.28,NA,NA,5183.6,NA,NA,NA,NA,497.682,NA,NA,NA,NA,NA,6506.508449,NA,NA,9292.164686,NA,9880.74847,8330.901021,10439.93574,9733.978165,8576.92385,7569.598597,9734.132343,630634.2513,468137.4801,447070.1769,626493.4616,605418.0905,626712.4391,535343.9914,562066.4718,6208.687266,11335.64346,11129.33206,9677.34485,NA,NA,NA,NA,10799.65345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caprin2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23301.22595,24120.78379,27740.43876,24471.38189,24649.33049,24641.90934,26964.74804,25473.00334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capza1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4187.89,8783.65,7789.39,3779.83,4393.64,3151.5,4036.27,5678.81,6041.6,6709.84,5152.51,9926.793961,6761.331294,6031.505783,4639.570279,8729.822272,9736.805054,3679.930197,5480.539076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capza1;Capza2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6395.09,6625.83,7990.47,7238.7,4476.92,4956.81,9726.67,NA,11355.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79008.1,70017.7,46722.5,69312.3,66304.5,69353.1,66040.9,78840.4,76087.6,77989.8,73723.8,73936.4,NA,72735.8,57678,63970,72809.7,62970,72554.1,71054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capza2,8143.02,8454.14,9044.348802,10245.5,10082.54357,13019.3,8380.815401,12878.5,7443.806348,7448.97,11873.65832,9943.52,22650.40014,20155.25592,16107.99135,14869.65015,16633.11283,14780.92328,23368.21251,21947.04409,16449.33134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.02,NA,1165.28,NA,NA,NA,NA,NA,NA,3424.36,10225.90892,32986.13028,16283.66511,20432.99517,13580.26962,19014.873,18667.99658,23283.09721,19617.79883,19373.36714,16396.13439,16383.58935,25105.31606,22408.21405,22188.31683,18945.62321,22949.80196,20846.06423,21482.86116,20807.77969,11471.88837,14834.83781,11184.46968,14055.2,14601.45277,10379.23554,12391.91009,15065.13689,12117.07151,21126.20465,21729.69975,24470.82411,18324.19919,25646.82206,24968.75096,21603.92938,22340.4,18188.19131,27668.44976
Capzb,17545.39265,14334.60381,15662.41811,13851.35494,11267.67716,11723.79959,11413.80104,11615.00542,12188.50706,12105.55525,12310.79128,15432.54657,26252.73474,26988.09686,26826.41048,24346.41101,25706.71346,33385.28231,26826.4632,30740.00998,28334.37354,18933.48506,16479.1112,20502.10565,19586.35269,18681.12736,26594.219,16369.4133,19994.87394,20558.29536,18170.86946,3141.276691,21081.53444,5681.53056,4924.637823,4036.489897,4616.661394,3236.127183,3670.712676,4188.721439,3134.273688,NA,4282.254144,154210.7924,114690.1143,118123.2866,168487.6177,139263.5623,186745.6201,161973.5534,185344.2117,180104.8802,179712.9199,146006.1471,161040.817,411855.4494,392718.3316,352783.5234,409217.2182,406145.4814,425724.4041,400932.635,390924.2076,46404.41104,36400.01283,45784.46383,57234.70464,59428.3997,48106.46598,46789.95876,47027.63841,41109.45799,57231.85981,64498.91501,69676.46084,70026.47736,61912.34897,71528.70041,61954.60617,66403.91747,60827.93426,66780.36316
Card10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30835.8808,34838.4,NA,NA,NA,NA,NA,30437.9187,NA,36833.10605,27242.09836,28924.67155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carhsp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3783.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80050.17785,169778,96409.9,128718.1155,106611,129756.8068,65373.11423,153628.1754,120621.5962,126484.6854,79737.51146,83994.18606,83116.79745,58192.01959,55661.2,40696.85044,51018.5457,77379.85959,51639.11036,35518.70727,NA,NA,NA,9411.52,NA,18235.5,NA,10332.9,10313.3,NA,NA,11117.5,6908.6,NA,11636.2,NA,NA,NA,NA
Carm1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9490.811655,10628.27582,10128.86124,10716.3833,10386.79624,9818.789174,12299.67299,10497.14673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carmil1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6850.765829,9050.511161,10283.86299,7528.745092,8694.469179,4777.576655,6924.047586,4269.990941,7081.987366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7688.498523,8168.955829,10518.6945,10739.33372,13596.4,8796.665898,10663.57909,10524.76724,9583.817614,9115.1222,11595.16953,9063.855661,15695.2289,15080.20811,15151.05053,16133.10337,17680.27689,13490.83118,14922.02531,12379.01875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carmil2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45973.01096,46764.06297,42067.98157,53720.71237,35071.80215,48611.88972,42994.73701,50097.33596,50975.39946,51329.18941,46757.05815,45140.28443,27758.72244,26597.91507,28341.05838,28754.76854,28192.67971,27513.65882,25883.2777,25779.40973,NA,NA,NA,NA,NA,NA,NA,NA,NA,16373.00805,20387.6,15517.42497,17299.31993,19321.03211,16786.63768,21459.9,24457.5,20530.8,20079.1
Carmil3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11940.37181,14140.69692,13200.25151,11981.68321,11466.12501,11548.21346,10626.21506,12666.47372,10281.5518,9913.066995,9125.886872,9124.043971,30113.0486,27584.54124,33472.10545,28017.48349,28993.52449,29168.12941,29488.54381,29433.76591,NA,NA,NA,NA,NA,NA,NA,NA,NA,2811.34,NA,1714.86,2602.55,1687.24,1917.72,3015.96,NA,NA,3757.93
Cars1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26999,28524,24971.3,14703.1,34353.7,16319.9,11895.1,25427.3,17031.7,18240.6,12499,22712.1,46322.63011,48966.74586,46306.17756,47707.05906,47139.5617,45038.6838,51725.62849,51850.3846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casc3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4814.08,2516.59,2722.95,3559.94,4266.59,4300.26,NA,5238.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cask,2198.3,3025.52,1750.39,2910.62,2070.52,4071.28,2729.7,4432.99,NA,NA,5085.08,4679.7,3380.29,NA,NA,3055.41,3876.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52745.02169,38647.10773,44659.43249,47269.69503,44457.24641,50117.03767,48918.86141,54169.41177,48404.62339,46742.48554,49136.05392,49581.83548,7154.147496,7485.339695,9949.088884,9828.674049,7587.793088,8359.627645,8082.437028,8614.53768,6222.28,8099.09,4796.11,NA,NA,7227.31,7036.2,4900.37,NA,4253.59,6503.06,6311.37,4629.02,4220.7,5309.61,NA,NA,NA,NA
Caskin1,9742.194858,11953.22561,11397.53482,10092.06948,10483.01198,9539.905595,10878.58214,12069.43795,8891.233811,10249.74508,12347.38668,9795.868666,14487.79621,16938.15067,14950.32445,15024.14694,16043.16287,15071.48237,14252.35272,16359.96665,14757.14883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215966.8044,209364.758,211307.8804,267268.568,173964.0861,273218.5208,209303.58,279919.7568,268063.9557,274688.7146,264077.3011,223417.7356,86661.40062,88067.48771,83112.14588,86571.00478,86680.23119,88857.94294,88882.33513,85677.94984,18917.13193,19526.18819,17148.39001,15465.57461,18245.46313,19043.31122,20437.33862,15516.5704,16898.36748,25977.1515,28462.48222,29444.27994,29322.94233,28032.43533,26922.97621,25560.01606,25829.23122,26457.82537,29246.09663
Caskin1;Caskin2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15888.02146,17299.93722,16536.83817,19445.10212,13405.03381,13930.68774,18373.46307,11732.46475,18286.75752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caskin2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23195.2,NA,NA,NA,NA,NA,14626.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5846.748754,NA,4889.034679,9207.121368,4274.564361,5700.613067,9451.015143,9845.218453,NA,10549.56396,8231.583815,NA,NA,NA,4683.73,5499.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casp14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2417.42,NA,NA,NA,NA,NA,NA,NA,NA,6422.6,NA,NA,NA,NA,NA,NA,NA,11830.9,NA,NA,NA,6802.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,5027.698124,NA,NA,20102.77111,NA,NA,NA,7321.276285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5772.799584,4784.011742,7079.090755,NA,NA,NA,9438.715944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54312.26448,52947.57802,51434.42416,53757.53997,59314.12184,59150.43487,66847.76843,62352.52059,57641.48884,58819.00629,53245.91151,63062.66471,62105.39923,53334.8496,60035.92608,66527.64657,60179.60619,63596.96176,61189.49542,55809.80373,4420.17,NA,NA,NA,NA,3197.32,2357.33,4244.16,5153.05,26546.00226,27265.35231,27878.71593,26048.54456,26400.63249,25141.94946,32678.50627,25832.87908,24293.64254,29052.49916
Casp6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15591.8,24694.7,51531.8,NA,NA,NA,NA,NA,NA,NA,NA,13881.8,12500.9,NA,NA,11530.2,17901.3,12191.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casp8ap2,NA,544.482,NA,NA,652.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casp9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10258.9,17780.2,13418.2,14954.89922,15685.1,11637.77962,12280.67202,15481.10107,14003.11972,18655.23593,14075.28655,13279.21381,13436.83914,18631.18883,25564.36192,27739.73966,24586.48824,14053.1,22001.39574,18195.75527,NA,NA,NA,NA,NA,NA,NA,NA,NA,2799.32,6184.53,2839.64,5632.98,3955.39,6535.25,4302.34,3085.96,NA,NA
Cast,9291.012038,10007.38466,14313.67268,9551.396719,12462.62128,9233.964812,10419.49952,8800.3916,15118.09562,9076.314261,11191.36702,10732.67208,51178.95485,69591.28547,58258.21069,61459.22746,56919.59131,53427.93939,48964.60535,57434.82421,48296.97085,70204.28335,86632.66449,67938.26054,78626.29857,79773.31658,69045.47441,68204.142,74437.87898,63999.61177,69727.27459,5852.017187,6942.370517,6907.305285,4943.093927,6985.850974,8373.880499,NA,9499.920581,6428.119429,4573.217911,9094.738343,14616.5276,690395.6982,657968.1887,643125.7626,696406.202,641808.2614,752989.8876,641221.7049,694740.3747,693793.4237,661561.7153,689688.102,658337.7289,518322.8346,550619.1723,564647.8062,507400.9566,508080.5741,507108.2025,536850.9134,520605.6798,90603.2557,85019.4104,73980.79802,69161.51776,78831.56764,68816.76201,80833.10016,85321.91324,72479.92512,229781.7421,172444.4466,170085.2435,227245.0717,234124.8231,173254.125,186580.1718,148134.3033,176871.018,187376.4586
Castor2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2224.86,3009.56,NA,4143.16,NA,2032.51,3214.78,2921.81,3208.92,2758.04,7167.374175,6061.119262,NA,8398.746395,5888.233882,5791.606248,5852.683052,7255.427417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casz1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4868.21,NA,NA,NA,NA,9284.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140147.8249,133777.0193,150776.9619,142566.1898,156551.1644,142259.1719,148076.9858,126779.7166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cat,NA,10815.7,7588.92,7987.92,7574.51,9870.93,8839.5,9563.63,5541.26,8674.55,NA,13171.6,16116.05087,13292.23824,19986.27461,16179.36096,17307.68932,12726.12266,22226.17032,13881.71211,21789.86983,11999.403,5451.95903,NA,11359.35743,6270.200755,9380.033039,10390.84082,7727.851406,12878.81204,9054.428831,NA,11236.3,3912.14,NA,3515.46,2728.2,1175.33,5466.84,NA,NA,2555.24,9996.04,13054.12,15351.5,32488.4,14706.01164,22617.52733,12046.96295,15457.40556,16160.92941,13146.0261,11186.60116,12801.07656,12312.23263,29913.42846,39061.70167,37880.48875,30578.91653,33378.89653,30970.31342,35437.69363,35533.13689,6162.087938,16892.64232,9295.453184,11682.56296,16231.04636,13733.45315,14669.9,11323.8148,10922.32415,24412.9,4615.424281,7348.052288,6951.871677,13882.3,6543.404417,16422,NA,NA,15159.4
Cav1,9933.66,8869.47,6648.22,NA,7188.51,13090.5,6414.98,9740.57,11821.7,10082.7,11955.8,NA,103997.0295,118438.0053,98601.32049,98830.32504,102010.585,93574.28883,97377.77894,107701.3421,106464.4532,59267.00863,122113.7792,55790.39803,73653.41537,92829.64048,34673.45793,88690.3291,68874.28342,71505.26596,121107.5578,82109.1982,44795.9,59408.33661,60668.37729,49137.44425,41233.32283,63743.8339,48885.13425,66358.25737,45478.98768,44857.4485,36780.14787,17958.8,NA,NA,12827.8,20618.4,7417.45,16819.6,NA,NA,NA,18189,NA,65320.13793,57918.31124,57000.44776,67079.69922,58815.9377,55839.77526,57574.18943,60869.96804,53738.05736,54270.25116,43229.37018,55915.68534,53981.48266,35358.37396,40495.05088,72951.29341,78758.28022,75086.73923,72457.02655,67206.43866,96737.23502,85985.85769,83249.17721,79849.48834,69231.37407,63804.06515,65035.98556
Cav2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16122.43085,23278.87668,10017.72042,10123.41959,16118.21774,6526.62776,15208.76435,16750.8044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4956.560366,NA,10967.52221,12095.20682,NA,8788.049679,9077.981367,12031.79596,10815.62502,9379.648498,6469.823993,10135.32817,36716.68184,31915.27166,23550.61968,31110.16734,26259.77028,37683.53523,33013.80458,20409.21957,10067.54972,16971.78214,19108.36653,14934.56944,14668.28084,5749.098075,11204.71947,20918.46444,23410.16191,7568.878817,NA,6046.67459,6528.8447,8846.944831,7736.190249,1874.91186,NA,NA,NA
Cavin1,4043.759719,5055.724986,3897.400121,NA,NA,5632.274996,NA,5752.280253,NA,NA,NA,5952.910615,67912.52024,61853.0818,61966.07732,67844.67363,60676.90946,59015.05474,61776.08498,50161.37907,62840.32267,53514.33808,56403.98761,51761.88053,50247.2193,57768.018,46140.77724,47006.00508,48219.23194,44916.70866,50727.35018,22215.98489,20079.82924,19656.48598,21899.87884,21043.78305,20794.2031,21572.26971,20454.33975,22575.97169,19549.35451,20962.28165,19894.3475,NA,NA,NA,NA,10222.9,NA,8155.94,NA,NA,NA,NA,8268.19,19339.22731,20917.85503,19794.89611,15582.25844,18975.85665,17451.52982,17604.06759,21337.2161,71767.00075,77381.73901,94555.46075,79736.69859,78708.02732,64469.30383,77859.2958,77692.14196,95922.10794,25212.48297,18900.60522,16691.14839,23018.39046,26128.34227,20201.62914,21341.34384,23938.1731,20299.16355,23482.99658
Cavin2,2743.94,3244.14,1263.64,NA,NA,3233.49,NA,3269.27,NA,NA,NA,2084.43,25013.50132,24984.89992,25276.73393,25077.97295,24408.56172,23295.15737,27180.81284,21079.75247,25475.25613,20306.58392,17338.19711,18081.08698,18848.51783,15590.68542,14485.11263,16504.87919,14923.38222,22110.90008,21282.81196,10495.3187,9543.554713,11375.31056,8878.126772,9291.256761,11117.02749,10247.9298,9621.437756,10012.25894,11396.37169,9510.99127,10025.89474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31127.12527,31534.42644,37378.7793,27557.37235,16210.2015,27195.345,NA,27318.56111,18658.25721,23776.73905,18631.17823,20416.82578,19280.65906,22876.35146,17807.89805,22138.64486,18174.12289,16490.64816,17354.83391,12558.48399,17906.6272,15877.78492,13495.20803,13615.34221,17869.24301,17085.91998,15810.59498
Cavin3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17461.87891,26274.39655,17821.44914,15786.93976,15955.25846,16448.27946,16111.03673,13304.76404,17204.69751,12908.44737,28478.19668,22792.61597,17225.72444,22837.05802,20925.28843,20262.21684,24870.54565,19178.90001,15795.7295,2685.341271,5740.510191,4949.873143,2143.897715,6044.20055,4665.105384,6123.499783,7361.956389,6725.491614,3936.900223,3359.742711,5373.395053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7906.187194,8061.997327,8562.903782,8704.761943,6837.098434,8557.321102,8088.622023,10542.38321,37479.32493,38517.10468,28854.47503,27065.93131,24908.46093,30189.50078,28503.33433,33803.22923,27194.93782,7483.282325,NA,6347.985467,4886.053187,9875.660303,7400.03942,4820.444223,NA,NA,6309.558046
Cbarp,NA,NA,10733,NA,NA,NA,5903.28,4080.46,NA,NA,3426.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51572.22501,49222.33968,46947.48135,51447.52401,49791.92102,54356.08456,56269.83786,54329.32046,52476.48709,56916.24794,60477.39501,54113.97444,31045.5903,46108.93341,38024.09372,34938.54332,36699.91405,33083.21966,44013.11535,46901.38559,NA,NA,NA,NA,NA,NA,NA,NA,NA,18078.7925,14180.99441,9965.598536,12968.05213,14158.37712,12971.34232,15585.86131,26288.04701,16863.65909,15871.62203
Cbfb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7385.398997,NA,NA,10063.64255,NA,11150.10811,8621.474072,10973.86484,10472.25807,7804.57155,8839.313124,8963.806365,54119.54965,34385.43799,NA,34793.17096,37723.07821,35566.61956,36180.56781,38232.93427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
