GeneID,X207_LSC_T_m_2,X211_LSC_T_f_3,X220_LSC_T_m_5,X221_LSC_T_f_5,X224_LSC_T_m_1,X225_LSC_T_f_6,X227_LSC_T_m_6,X228_LSC_T_f_2,X233_LSC_T_f_4,X236_LSC_T_f_1,X237_LSC_T_m_4,X240_LSC_T_m_3,X208_LSC_TC_m_5,X209_LSC_TC_f_2,X212_LSC_TC_m_2,X214_LSC_TC_m_6,X219_LSC_TC_f_1,X231_LSC_TC_f_6,X232_LSC_TC_f_5,X238_LSC_TC_f_4,X241_LSC_TC_m_3,X213_LSC_TC_m_1,X216_LSC_TC_f_3,X223_LSC_TC_m_4
Adamts12,NA,NA,24645.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adamts18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2459.99,NA,NA,NA
Adap2,7496.51,NA,NA,4428.21,NA,5059.15,5881.03,8727.67,7635.19,6976.87,9453.24,11363.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adar,NA,NA,NA,NA,NA,35097.67922,NA,NA,29212.30718,31062.88193,NA,40401.2804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adcy9,26362.60417,22510.40735,24850.33997,23049.31009,25813.29338,23444.82055,25840.29619,23904.68906,23510.12684,25745.26069,25668.11198,26223.51564,NA,4478.940214,4849.909987,NA,3843.554389,5225.744179,3758.893314,4907.784964,4284.277643,NA,7256.303585,4863.714395
Adcyap1r1,NA,7143.375952,NA,NA,6484.332772,8246.262918,11653.98797,NA,10403.49123,NA,12398.88513,9178.898244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Add1,591509.8438,689936.7972,519044.6843,662102.9799,534919.0767,686369.675,577144.8465,677526.2596,654213.9171,655685.3374,602987.7254,558613.2722,21518.30242,24663.72344,26508.03878,21379.67919,25899.14222,25987.47988,26115.03529,24392.90047,25257.57115,22701.36619,24299.44874,25747.4568
Add1;Add2,887214,NA,509865,980403,544004,1180820,910746,1081290,1138130,896980,953774,955954,12980,18742.9,18622.1,17581.7,14933.8,17289.9,17788,21562.3,12715.3,12925.1,10846.3,11852.1
Add2,1345600.497,1318828.91,1120450.213,1571833.176,1209097.842,1585608.457,1400262.258,1541773.224,1564238.908,1594939.419,1447709.353,1338428.776,51943.84488,41596.40188,65481.35609,42922.70368,41126.44736,42161.71014,44175.43411,50071.45778,45853.8455,47642.49764,41503.12202,50616.79079
Add3,34358.43065,33845.05321,34136.02749,34407.2191,34213.72471,33460.55747,32107.80702,33030.83532,36436.83981,30745.33908,38576.22527,34192.00374,18074.00294,21613.26479,16360.75048,19210.83887,20099.8096,18967.59157,24198.26368,20299.10829,16836.56097,13502.90324,21502.25123,17834.03855
Adgrb3,11443.26039,9817.852196,11470.51742,11446.76795,8680.563863,11479.5715,10921.69273,10420.31789,11756.60689,9875.601874,11452.33031,11265.80768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adgrg1,12048.1,NA,11905.8,7129,9345.94,6348.75,NA,NA,NA,6687.1,8150.57,9647.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adgrg4,NA,NA,NA,211287,NA,320237,121643,504439,534886,379069,207456,347128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adgrl1,9312.11,6415.31,9072.14,6780.63,9051.56,5460.27,7754.28,5169.02,4305.63,6670.62,7433.65,10065,1822.96,NA,1018.24,NA,NA,NA,852.057,NA,NA,NA,NA,NA
Adh5,29618.25458,19354.31145,32557.80901,19804.84173,31806.5657,18691.59906,32132.34601,21195.06743,18538.53607,18332.18328,35779.06372,34922.0796,6603.629951,5431.988974,6354.875813,6334.306257,7225.788691,2097.348816,5894.67817,4957.241225,3394.029433,NA,5527.929051,7974.489831
Adk,17508.58115,12677.2433,NA,13684.72785,17043.84708,12703.14781,15246.43873,8431.755695,15163.52514,15309.59803,14285.39979,15399.47579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ado,9771.675699,NA,NA,NA,11276.12048,8499.044404,10024.89123,8071.528329,8504.075454,8254.402511,7481.072596,9372.687067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adprh,8992.33,NA,9025.64,16948.83914,NA,19701.19795,15011.56,16262.88686,16701.4006,21358.88296,17299.57862,14302.84505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adrbk2,10444.06903,11154.68077,8385.755201,8224.946107,8069.872709,7252.264573,7937.92838,6552.239652,6531.071893,8482.098836,6774.336789,5591.212115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adrbk2;Grk2,288586.2409,225071.2872,215151.4992,373973.4631,227170.3732,357831.4117,317622.6307,422236.8128,394741.3388,419352.5966,343158.8637,337545.7691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adrm1,NA,4698.92,3315.1,1712.11,4039.25,2666.55,3899.34,NA,3681.77,NA,2366.46,2893.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adsl,41424.70484,39361.36039,37473.42346,54748.7171,31915.60501,58787.53665,47035.80501,62677.23061,58960.27317,55389.02767,43255.79681,42661.85699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adss1,17128.4,9220.23,15421.1,10537.7,20908.9,9074.55,11858.9,9017.93,10044.8,11755,17215.7,18616.2,6182.63,8987.15,6747.54,8911.48,5453.53,7461.58,6877.99,9395.61,5235.54,NA,6955.56,5832.77
Adss2,22641.67339,22772.39243,25315.62311,22814.41479,27130.17224,22913.60865,21857.70393,21716.09849,20597.62263,21261.25475,24258.58333,23677.78743,NA,NA,NA,NA,5040.56,NA,NA,4192.38,3761.65,NA,NA,NA
Afdn,58164.21133,66951.97645,65283.24298,64421.4855,61446.38618,65055.2046,61543.60859,66243.26063,63448.02035,63400.21933,61298.69653,58054.92041,4201.232201,4268.151427,4233.295117,3048.84261,4756.101825,NA,3294.38344,4846.745065,2409.785221,3903.773725,3812.32587,2760.524534
Afg3l2,24624.60616,18763.01104,21850.34988,19178.95915,23406.38453,18127.01486,25333.57471,19475.75585,19298.97894,19282.2222,27248.44945,27598.92587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aftph,38036.65089,42785.86147,42989.34755,38743.24243,39320.51871,37398.31514,35328.23558,38477.94144,39523.93571,41648.00318,40785.71281,37585.38077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ag2,65473.90987,64921.44631,68146.82063,93444.7027,53791.32138,99272.33327,74665.25298,102795.2354,102626.8236,105585.0365,84157.07627,89496.22063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agap1,39855.91082,42412.22891,44713.46002,42847.92518,41917.5716,44388.40567,41231.74172,48943.84583,40277.39984,40580.62574,39186.9435,42423.80546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agap1;Agap3,68994.5463,60960.90523,52843.93435,88920.05659,53063.2407,75129.09592,76943.10857,77065.55239,78224.13145,71109.74634,58783.84925,63467.59869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agap2,8279.295748,18794.6,NA,4081.660997,8864.692805,7044.74746,4706.982609,8961.570662,6325.852448,9921.26155,6601.307458,8170.620954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agap3,90238.46803,98216.08718,87355.60363,108274.603,88939.95597,107207.097,89735.82455,121799.1592,113595.808,119344.2696,93394.58908,87895.39261,NA,NA,9316.99,NA,NA,NA,NA,5431.21,NA,NA,NA,NA
Agfg1,1006464.606,698541.1341,655547.9239,1056861.875,853157.5324,1068069.117,1248191.779,1151781.103,1111569.478,1067632.944,1457176.205,1249773.007,140311.9773,163439.633,168416.1927,179899.4026,102430.2503,135808.0429,216610.275,196935.1258,149122.2679,146261.2514,126539.0651,179892.5276
Agfg1;Agfg2,63617.1,95151,78488.1,86961.8,40876.7,102746,61442.9,77086.3,80266.4,84240.2,70617.3,62825.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agfg2,55189.087,67585.19189,46311.42997,70728.04342,50530.75094,68516.53131,60468.65528,72473.50838,73865.38974,65466.35155,60190.78124,61829.09413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agk,7932.773905,8514.128772,12296.31317,7914.04482,10634.38376,4241.312234,9326.229894,4653.592825,4049.074857,5789.31228,9489.901202,9138.111024,NA,NA,2787.36,1492.42,3395.46,3788.64,1964,1547.47,NA,NA,NA,NA
Agpat1,19104.46211,17412.43125,21716.3719,12784.63782,20777.08752,13718.24633,15321.86935,14361.08095,12159.73041,16372.22139,17907.82946,19177.27963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agpat3,26340.93902,22059.89951,26811.74811,21052.97267,30521.20824,22363.70402,25147.51443,24400.40085,23472.33526,21094.87145,29743.19936,28747.73379,NA,6589.4,5518.48,5442.37,8810.85,5779.47,11372.9,8224.99,8106.35,5150.62,8324.8,2933.41
Agpat4,31774.7063,25505.3085,33033.94369,28202.99035,31198.04558,26215.75627,30516.7029,26985.26447,22820.6184,28992.666,34581.8251,35407.59067,5221.824892,5955.443447,6549.863231,6067.970251,8298.94137,6943.951965,5629.649626,8105.71987,4865.528198,5607.633351,5533.957592,7943.198493
Agpat5,16898.15733,9137.106177,16848.16941,11883.72442,15658.80086,11167.31865,15938.09113,10949.04022,11399.84208,15210.16957,16072.84951,14159.41117,NA,NA,NA,4873.86,3142.24,NA,5168.92,7499.16,NA,NA,NA,NA
Agtpbp1,128139.2933,131505.6914,128762.9571,120754.5236,129788.2028,124759.4346,129767.1736,138890.9299,121539.9089,128082.3362,120052.2463,128601.8527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahcy,35962.56276,34349.21862,39917.1204,30558.14614,33700.08453,30163.36072,35708.187,33123.94142,32101.04701,31804.7586,35847.40503,35646.33479,9738.228968,8550.196519,7432.043068,11232.2083,9079.417882,8517.055815,9696.719141,10752.44106,7501.617139,9884.403957,8363.768707,9040.211709
Ahcyl1,270573.6016,176162.0359,221807.3522,257029.4471,258201.602,272446.2204,274844.6946,306550.2729,310238.7836,256604.8331,339092.8576,308577.8211,68604.52161,64063.3908,70237.37538,59996.73339,46473.80866,59545.11082,75102.94117,63482.27532,64316.30442,62460.53325,54449.13504,60376.07765
Ahcyl1;Ahcyl2,521792.5853,380647.3908,419185.2312,570963.6408,410397.6158,611192.679,566443.7736,600949.1744,587041.7365,593827.5259,659785.7146,602213.9542,246094.1721,292704.7749,256782.9319,278949.9638,234404.1115,233900.1762,287431.7411,262386.733,255568.546,186376.4662,262523.3341,254458.5668
Ahcyl2,57350.38606,73699.51518,73496.93477,65916.49392,61314.76256,64823.852,69877.26577,65457.91065,70778.98393,60129.84394,65302.56357,69635.30258,19178.18639,15293.64112,12113.37539,13920.89862,12940.12112,15429.09781,9572.25223,16504.69726,14096.26034,14374.93622,14082.15361,16202.36899
Ahsa1,430738.9489,409497.4545,367938.488,539560.1205,388480.6318,579292.9606,444992.6127,548849.4505,548770.6732,546852.1785,415374.6899,432157.8081,16098.51594,10197.86857,16808.93481,11848.48926,12667.63276,13166.27029,13598.34561,10297.84897,16782.8433,18171.26519,10905.89098,15932.0147
Ahsa2,96773.94229,82519.99858,91722.28694,91996.07297,95588.91001,98873.0442,100888.7105,95355.95271,98047.3818,93017.13397,101307.1016,100937.0821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aida,NA,7805.88,NA,NA,4971.66,NA,NA,NA,NA,NA,4217.76,4964.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aifm1,17309.86963,13011.3798,18008.81025,11594.62784,14832.35281,11869.3085,17072.1977,12943.95965,11247.3705,12438.2858,17679.75241,19413.96415,2552.678879,4693.044451,4515.698015,5128.841927,5396.65865,5889.629636,5992.383713,5759.181115,2243.78281,6735.282823,4364.912136,4533.631587
Aifm3,17983.6786,20019.56877,22009.9222,17767.63162,19335.03774,17718.56454,16690.83081,20010.60467,20362.94187,17887.09665,17369.51093,15750.47571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aimp1,9453.706366,6944.292646,10777.51388,10174.1448,9089.862717,11522.94237,10126.10035,10670.33038,11744.6523,10097.12851,9203.549197,12252.42472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aip,40906.80766,48899.18484,43850.9,37986.3046,33968.71958,36094.35322,34766.94545,34954.82469,30119.42542,36655.47554,35533.68212,32780.07015,NA,NA,NA,NA,NA,NA,1043.12,NA,NA,NA,NA,NA
Ajm1,18320.67265,22667.51668,19483.11188,18041.03673,20770.23123,17340.21083,17673.50048,19177.54668,17757.85217,17818.29347,17387.59471,17513.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ak1,25577.58961,29632.68379,27754.57624,35045.44202,25424.86752,29786.17434,30254.60956,29345.61976,30279.2046,32540.19808,26904.75651,24494.22201,NA,2190.88,2491.49,1941.87,1797.7,NA,4560.99,3394.65,NA,NA,2078.35,NA
Ak2,12131.3,13585.7,12430.5,6531.1,12654.9,7026.29,11505,7344.5,3903.39,14818.4,7312.48,16498.1,NA,NA,NA,NA,NA,NA,2656.96,NA,NA,NA,NA,NA
Ak3,14613.09909,13360.08013,14912.73139,8262.822447,13927.35226,8135.543174,11188.17383,10689.43339,7216.997009,7517.677021,10426.72484,11807.47102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akap1,21774.21828,23809.99451,22144.30721,19298.74563,19626.03012,21748.47099,18858.30627,19714.54516,19105.24753,20419.93986,25559.28549,18555.41314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akap10,55996.19346,51039.53589,48330.59531,61368.89921,46002.11079,65336.1379,56515.9787,62689.28598,63207.92765,59898.02708,54881.67288,55366.49683,NA,NA,3241.88,NA,NA,NA,2783.1,3408.9,NA,NA,NA,NA
Akap12,1689129.408,1724680.284,1462047.037,1914682.215,1491452.955,2033715.723,1708537.637,2015799.486,1994860.387,1939530.363,1855806.043,1794884.409,45870.72737,28106.15957,59037.61061,32571.84948,27625.90306,32312.18897,32084.62127,31807.19029,41937.53973,43816.97772,26312.29205,44652.694
Akap13,28866.04337,27659.76509,30191.91408,24101.27241,30090.68177,25086.10076,24758.9617,22065.50837,23049.99373,22832.90119,29524.10542,25717.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akap17b,32048.2,37647.4,53944.7,56932.2,29545.8,NA,34175.4,52360.1,35376.2,113409,49274.2,43233.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akap2,NA,NA,NA,NA,NA,15198.3,17499.6,NA,NA,NA,NA,NA,NA,8685.04,NA,NA,NA,NA,5432.24,NA,NA,7464.57,NA,4687.79
Akap5,4454.618269,NA,4185.979256,4057.629359,5301.031016,5789.106463,5493.212961,4523.35939,4405.99362,5415.625141,5286.4618,5667.225216,2829.395272,4023.589759,5712.636566,NA,NA,NA,5041.300618,4009.582097,3362.4302,NA,NA,NA
Akr1a1,45129.30557,53006.02213,35300.9,44319.95716,46556.18783,46314.21248,47004.66906,42756.42287,41988.55401,46462.60355,50736.53536,47035.96227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akr1b1,9870.281629,NA,NA,5487.931849,9535.058467,5309.592726,6846.271701,5786.147499,5120.390832,6870.679162,7686.008988,8839.72627,NA,NA,NA,NA,NA,NA,1646.959241,1560.270876,486.7532229,NA,NA,NA
Akr7a2,17672.94191,19098.10545,18813.90115,19456.88081,19926.48647,22446.64347,19637.25637,17564.88157,20084.79975,21301.75482,20197.92961,18153.05018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akt1,11414.65088,11939.18981,13598.38801,13346.60495,14682.46899,12366.15246,12902.33599,14247.52395,15182.41142,12349.82895,13179.9509,13585.96101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akt1;Akt2;Akt3,53608.18131,NA,47978.59986,62400.65374,33602.22136,54143.68088,33129.51321,67966.87452,59845.46267,62118.60567,41863.77386,42057.26294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akt2,NA,5524.76705,NA,NA,NA,NA,NA,NA,NA,NA,5904.071017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akt3,21470.02916,24476.28961,13952.24762,18540.56129,17850.91165,19951.25917,16949.64389,19123.06149,17306.89486,19046.38973,18340.23686,14600.50824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alb,82717.38096,65945.34985,87560.94918,71902.31418,80721.2911,75605.64866,79447.5831,75358.30826,74421.27884,76822.10683,91410.62835,83313.9067,21169.87691,25929.05743,25571.73148,24907.06827,33004.28138,28995.93104,26606.77308,25556.83034,22974.45401,22236.38815,24565.32589,24467.12919
Alcam,49891.32071,48608.28337,49760.22843,45873.33606,53281.79417,44314.85855,45221.17493,39948.08026,45516.74522,43591.80735,40673.37885,45930.38644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldh18a1,4023.099096,NA,2280.61496,3710.756015,4418.37661,2990.16569,4224.075766,3689.201061,2476.586187,1708.687983,4342.359426,5794.842229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldh1a1,NA,NA,12971.2,7866.98,13062.7,7505.21,12710.5,8866.76,7767.97,9766.25,12778.2,10189,NA,NA,NA,NA,NA,4253.02,3061.43,NA,4217.11,NA,NA,NA
Aldh1a1;Aldh1a7,42333.5,NA,NA,NA,NA,24581.5,NA,30889.2,16011.5,42004.5,NA,69797.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldh1l1,15868.62994,9889.112294,17811.21125,11112.97599,16378.44171,9686.488801,15357.94661,10036.83388,11305.84367,11193.37096,18747.20624,16070.51599,5999.658543,7629.998757,4436.342037,5552.168632,7656.353779,8197.788882,7060.440349,7877.340071,6949.107007,6840.653416,5465.040582,6930.355602
Aldh2,24634.41844,19154.46647,23700.45199,14103.76106,18370.66897,13326.14842,20244.74296,16566.24975,14066.69971,16298.69509,23225.29677,23666.5702,NA,NA,NA,NA,4206.018867,NA,4089.263091,NA,NA,NA,NA,NA
Aldh3a2,13558.78107,13549.49979,13214.66791,11650.28471,22743.02873,9014.161563,12743.90894,10918.16959,7991.019693,10241.45795,13069.19094,13784.55466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldh3b1,NA,NA,NA,NA,7045.742567,NA,2292.083681,NA,2392.254172,NA,5886.627049,3023.920403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldh4a1,5472.682781,9363.627362,8630.560604,7372.341293,7399.699597,6166.574778,8093.830602,6508.645742,6325.988894,7475.228756,7570.780592,6734.5932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldh5a1,28353.25659,21156.77048,30432.08715,18030.75217,28918.31686,16684.64547,26023.10046,16923.38131,15354.5949,21163.98992,26857.12366,28812.17235,20142.18143,18700.7741,14039.15953,15217.7107,17502.38264,14561.40259,10141.12953,14876.85636,15937.76606,12755.94605,17219.71402,16446.46786
Aldh6a1,15293.35433,14155.61961,19503.18094,11902.11275,18138.77309,13285.71819,14293.02319,12773.08518,12071.61806,12836.72459,17020.79617,17342.82551,9478.993032,6645.072464,5741.602326,NA,8494.685098,5038.024697,6279.636523,7782.99088,NA,7000.201304,9991.291743,8058.02929
Aldh7a1,NA,NA,NA,9480.64785,12495.03694,8974.061654,9605.59213,11311.13205,8260.127634,9630.931584,8284.874968,9788.152668,NA,NA,NA,NA,NA,NA,2019.37,NA,NA,1810.42,NA,NA
Aldh9a1,28777.36333,24152.9666,31135.07488,21863.76088,24102.3223,23213.76776,28021.79705,23591.46253,21545.4139,25600.00318,26226.80156,24988.73058,5851.111282,4416.846946,4769.843624,3716.483019,5074.027027,6471.913532,5162.26983,3617.679089,4433.639876,3283.542888,5417.831242,7508.302601
Aldoa,186979.9562,115202.6299,146134.3504,169166.5976,171514.0885,160017.955,166670.6846,174326.7871,169496.3168,182481.1128,208580.7401,203855.0638,66965.36547,70280.91629,74467.63938,71826.74435,61430.46038,67323.83342,69275.72966,67160.27978,58356.27195,53736.65707,68407.8083,70463.51566
Aldoa;Aldoc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534.46,NA,8235.1,NA,NA,NA,NA,NA,NA,935.849
Aldoc,61170.46276,38158.27198,59806.2871,48987.6131,52152.04963,51467.08278,61016.08568,51341.64337,52542.40712,52605.42304,69074.62497,75405.14125,35121.74008,28843.4408,37939.33599,30372.29736,27556.76026,32929.48855,33972.5648,25135.41649,29927.93941,32917.59076,24695.6041,29201.95176
Alg11,NA,NA,NA,1894.69,NA,NA,NA,NA,NA,2047.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alg2,27117.9,NA,25732.04798,17499.70939,16059.15696,24722.95171,33919.10299,13842.56053,18439.23777,24296.80742,25197.86033,18305.03351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alkbh3,101007.4549,78328.64192,90933.37265,104443.5284,87133.68451,104836.419,107175.8898,111058.4901,104608.7273,112340.0717,109767.207,111981.0621,NA,NA,10055.5,NA,NA,11624.4,NA,6741.27,NA,NA,NA,NA
Alkbh6,19496.7,16295.2,17706.3,16577.80647,14346.2,19103.69102,17956,15754.54448,16366.07026,16155.4662,13991.73779,10400.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alyref;Alyref2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5007.71,5250.7,4737.82,NA,5688.61,5979.02,2513.73,4819.15,NA,NA,5230.78,6411.46
Amer2,77530.04298,76286.65163,73303.98396,78685.78968,75628.23314,72380.92044,73106.72994,88115.07709,74482.76198,62536.64244,72585.67604,69393.01276,20290.81745,20172.87703,24134.20993,27837.3394,17098.97035,23146.40869,21165.12337,17335.16729,23361.26266,22772.87763,22694.08229,21742.19959
Amer3,7801.306935,11864.63287,7794.67593,6983.378484,10990.52447,6672.500567,7159.720042,6138.129548,6886.247346,6528.769859,8335.383722,6076.088035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amn1,24859.91465,23257.06504,22132.59451,35960.59858,22358.12562,35241.10743,24836.33251,36388.81934,36737.937,38063.47559,23932.76879,28013.86694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amot,10745.93275,16761.1538,11618.47726,9029.433005,9385.212586,8752.877749,7902.337173,8647.977552,11006.14126,9073.807721,12363.96658,9674.716875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amotl1,7586.65,9779.82,NA,NA,NA,6184.29,NA,NA,NA,NA,NA,NA,NA,5463.387218,NA,7728.308027,10180.27014,11971.82179,10123.81059,13840.39052,9491.832288,NA,NA,NA
Ampd2,229292.1505,226210.5572,212092.7681,267320.3166,208628.139,266038.4728,232356.904,262015.2659,269362.1369,262660.8771,219128.6884,233269.0454,16802.7917,13475.47947,12812.71527,14351.02208,13637.03536,14793.17242,11255.12628,11106.87442,14164.29059,16903.23989,13636.7418,13840.40236
Ampd2;Ampd3,36576.7,31695.6,29678,34643.1,37341.8,35215.9,37813.7,41211.5,35750.1,29779.5,29786.6,26221.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ampd3,34349.77144,40171.67934,34120.86353,47819.59836,30240.78115,49200.71886,37372.74682,48383.37608,47759.13122,50252.86542,34025.17852,38694.09103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amph,438465.4702,482139.6778,438959.7635,517889.7521,424616.0638,524789.3079,448115.7636,520005.134,525342.7618,527867.9144,426392.0029,446101.4818,24499.5497,20288.50959,30137.84816,20142.57367,25125.7437,20675.03668,29905.29858,24899.65103,26192.85427,22596.13043,22903.28362,24735.22847
Amph;Bin1,374464.3115,280319.1178,250737.2634,340427.077,238479.1641,397582.1295,410254.2048,370508.9311,393233.1707,375566.3132,347675.9755,403277.5696,168762,44791.2,33961.5,77260.1,31063.5,35648.8,24714,34279.5,142913,188219,45455.7,182767
Anapc1,10333.70159,10902.95245,10244.21746,13119.26155,10306.80983,10492.85401,10590.21742,NA,11553.99428,9732.684947,9712.161375,10239.52744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angel1,11477.70528,9024.164754,6961.142006,10981.62476,10573.6519,13100.72555,10257.48826,15403.93229,12279.38448,13462.13126,9752.652431,11436.62381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angptl1,NA,NA,29174,NA,NA,45822.2,NA,NA,NA,59268.8,67763.9,72580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ank1,572224.212,593483.3689,480421.1478,674671.1373,523859.5818,665240.3697,589086.3816,690858.3727,681392.4624,674220.8803,612280.089,566709.9237,68504.35366,63056.55525,76759.81102,71702.55365,66492.78959,59265.94318,75043.88403,69493.30029,69616.17356,58506.44448,67792.67269,65973.94907
Ank1;Ank2;Ank3,11334.34359,NA,NA,64598.28317,NA,55072.16586,12878.93134,59106.24303,54105.36751,59257.57674,34584.65377,26031.71961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ank1;Ank3,141651,120530,100635,164241,112419,163105,153514,145999,170723,132473,151554,145831,2943.55,4778.01,4964.4,5521.68,3086.58,NA,6416.29,NA,NA,NA,5015.7,NA
Ank2,450844.1077,483273.5688,425359.3219,525903.8821,419394.3379,543764.7229,447350.5078,533906.2588,539728.5862,539476.8825,514568.5556,465435.0815,25652.33345,24644.39219,27462.37192,24614.47982,27274.76889,24606.30959,25115.10244,26696.31575,28030.07463,26040.14703,26054.01994,28294.04814
Ank2;Ank3,314930.2857,200662.093,242026.1682,471914.3886,240480.0269,480174.321,392705.2266,463663.9645,537672.2633,474198.4981,461353.058,416625.6957,13758.3,18765.73524,NA,18982.75768,13643.24782,13586.65235,15851.38264,17185.82983,13353.66783,15939.21616,18736.36648,17301.73867
Ank3,303370.8041,270540.5999,295566.9718,301670.4904,300829.0332,319635.7915,306025.0733,323084.4686,322055.2632,321525.5445,337374.4179,308607.9156,16382.87883,12431.4091,18183.2092,13715.05714,16033.06337,13586.67362,13442.0377,14921.55821,15438.94193,15451.54164,14959.18011,16242.08472
Ankle2,20518.95209,24453.57453,27838.98965,19906.21166,24454.76788,20351.00602,22051.88387,20721.5617,18293.30913,21361.85645,24611.0356,19705.25771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ankrd13a,4007.900509,NA,NA,6167.276212,8001.029837,6597.609733,4433.134735,5674.904489,6232.629084,4298.088401,5204.709906,6478.603633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ankrd13d,68362.82514,60067.28734,60022.74905,81996.43732,65916.18815,81947.44384,79404.20592,92451.74101,87671.1741,78627.48116,98628.98192,83378.64467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ankrd17,12350.65832,19937.45136,14779.97552,12029.01005,17926.32407,11800.09225,12826.79129,12656.78958,12236.65907,14759.32994,11339.29434,10901.25752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
