Gene,Tissue,Common.Unique
Sh3bp5l,LSC,Common
Sh3gl1,LSC,Common
Sh3gl2,LSC,Common
Sh3glb1,LSC,Common
Sh3glb2,LSC,Common
Sh3kbp1,LSC,Common
Sh3pxd2a,LSC,Common
Shank1,LSC,Common
Shc1,LSC,Common
Shc2,LSC,Common
Shd,LSC,Common
Shisa4,LSC,Common
Shmt2,LSC,Common
Shoc2,LSC,Common
Shtn1,LSC,Common
Sipa1l1,LSC,Common
Sipa1l3,LSC,Common
Sirpa,LSC,Common
Sirt2,LSC,Common
Sirt3,LSC,Common
Skp1,LSC,Common
Skt,LSC,Common
Slc12a2,LSC,Common
Slc12a6,LSC,Common
Slc16a1,LSC,Common
Slc17a6,LSC,Common
Slc17a7,LSC,Common
Slc20a2,LSC,Common
Slc25a1,LSC,Common
Slc25a11,LSC,Common
Slc25a12,LSC,Common
Slc25a15,LSC,Common
Slc25a18,LSC,Common
Slc25a22,LSC,Common
Slc25a25,LSC,Common
Slc25a3,LSC,Common
Slc25a4,LSC,Common
Slc25a40,LSC,Common
Slc25a46,LSC,Common
Slc25a5,LSC,Common
Slc27a1,LSC,Common
Slc27a4,LSC,Common
Slc29a1,LSC,Common
Slc2a3,LSC,Common
Slc30a1,LSC,Common
Slc30a3,LSC,Common
Slc30a9,LSC,Common
Slc32a1,LSC,Common
Slc33a1,LSC,Common
Slc38a1,LSC,Common
Slc39a10,LSC,Common
Slc3a2,LSC,Common
Slc43a2,LSC,Common
Slc44a2,LSC,Common
Slc4a1,LSC,Common
Slc4a8,LSC,Common
Slc5a3,LSC,Common
Slc6a1,LSC,Common
Slc6a17,LSC,Common
Slc6a4,LSC,Common
Slc6a5,LSC,Common
Slc6a6,LSC,Common
Slc6a7,LSC,Common
Slc6a8,LSC,Common
Slc6a9,LSC,Common
Slc7a14,LSC,Common
Slc7a2,LSC,Common
Slc7a5,LSC,Common
Slc8a1,LSC,Common
Slc9a1,LSC,Common
Slc9a3r1,LSC,Common
Slc9a3r2,LSC,Common
Slitrk3,LSC,Common
Slitrk5,LSC,Common
Slk,LSC,Common
Slmap,LSC,Common
Smad2,LSC,Common
Smap1,LSC,Common
Smap2,LSC,Common
Smchd1,LSC,Common
Smcr8,LSC,Common
Smg7,LSC,Common
Smg9,LSC,Common
Smurf1,LSC,Common
Snap25,LSC,Common
Snap29,LSC,Common
Snap47,LSC,Common
Snap91,LSC,Common
Snapin,LSC,Common
Snca,LSC,Common
Sncb,LSC,Common
Sncg,LSC,Common
Snf8,LSC,Common
Snph,LSC,Common
Snrk,LSC,Common
Snrnp200,LSC,Common
Snrpd3,LSC,Common
Snta1,LSC,Common
Sntb1,LSC,Common
Snupn,LSC,Common
Snx1,LSC,Common
Snx11,LSC,Common
Snx12,LSC,Common
Snx13,LSC,Common
Snx14,LSC,Common
Snx16,LSC,Common
Snx17,LSC,Common
Snx19,LSC,Common
Snx2,LSC,Common
Snx3,LSC,Common
Snx4,LSC,Common
Snx5,LSC,Common
Snx6,LSC,Common
Snx7,LSC,Common
Snx9,LSC,Common
Sod1,LSC,Common
Sod2,LSC,Common
Soga1,LSC,Common
Soga3,LSC,Common
Sorbs1,LSC,Common
Sorbs2,LSC,Common
Sord,LSC,Common
Sos1,LSC,Common
Sos2,LSC,Common
Sowahc,LSC,Common
Spag1,LSC,Common
Spag7,LSC,Common
Spag9,LSC,Common
Spart,LSC,Common
Spast,LSC,Common
Spata2,LSC,Common
Spats2,LSC,Common
Spcs1,LSC,Common
Spcs2,LSC,Common
Specc1l,LSC,Common
Spire1,LSC,Common
Spr,LSC,Common
Spred1,LSC,Common
Spred2,LSC,Common
Spryd4,LSC,Common
Sptan1,LSC,Common
Sptb,LSC,Common
Sptbn1,LSC,Common
Sqstm1,LSC,Common
Sra1,LSC,Common
Src,LSC,Common
Srcin1,LSC,Common
Srgap1,LSC,Common
Srgap2,LSC,Common
Srgap3,LSC,Common
Sri,LSC,Common
Srm,LSC,Common
Srp54,LSC,Common
Srp68,LSC,Common
Srpk2,LSC,Common
Srpra,LSC,Common
Srsf6,LSC,Common
Ssh2,LSC,Common
St13,LSC,Common
Stac2,LSC,Common
Stam,LSC,Common
Stam2,LSC,Common
Stambp,LSC,Common
Stambpl1,LSC,Common
Stard10,LSC,Common
Stard13,LSC,Common
Stard3nl,LSC,Common
Stat1,LSC,Common
Stat2,LSC,Common
Stat3,LSC,Common
Stat6,LSC,Common
Stbd1,LSC,Common
Steap3,LSC,Common
Stim1,LSC,Common
Stip1,LSC,Common
Stk10,LSC,Common
Stk11,LSC,Common
Stk24,LSC,Common
Stk25,LSC,Common
Stk38l,LSC,Common
Stk39,LSC,Common
Stmn1,LSC,Common
Stmn2,LSC,Common
Stmn3,LSC,Common
Stom,LSC,Common
Ston2,LSC,Common
Strada,LSC,Common
Strap,LSC,Common
Strip1,LSC,Common
Strn,LSC,Common
Strn3,LSC,Common
Strn4,LSC,Common
Stt3a,LSC,Common
Stub1,LSC,Common
Stx12,LSC,Common
Stx17,LSC,Common
Stx18,LSC,Common
Stx1a,LSC,Common
Stx1b,LSC,Common
Stx2,LSC,Common
Stx7,LSC,Common
Stxbp1,LSC,Common
Stxbp5,LSC,Common
Stxbp5l,LSC,Common
Stxbp6,LSC,Common
Sucla2,LSC,Common
Sugt1,LSC,Common
Sult4a1,LSC,Common
Surf4,LSC,Common
Sv2a,LSC,Common
Sv2b,LSC,Common
Sv2c,LSC,Common
Svip,LSC,Common
Svop,LSC,Common
Swap70,LSC,Common
Syap1,LSC,Common
Syn1,LSC,Common
Syn2,LSC,Common
Syn3,LSC,Common
Sync,LSC,Common
Syncrip,LSC,Common
Syne1,LSC,Common
Syngr1,LSC,Common
Syngr3,LSC,Common
Synj1,LSC,Common
Synm,LSC,Common
Synpo,LSC,Common
Synrg,LSC,Common
Syp,LSC,Common
Sypl1,LSC,Common
Syt1,LSC,Common
Syt12,LSC,Common
Syt2,LSC,Common
Syt3,LSC,Common
Syt5,LSC,Common
Syt6,LSC,Common
Syt7,LSC,Common
Sytl2,LSC,Common
Tab1,LSC,Common
Tab3,LSC,Common
Tacc1,LSC,Common
Tacc2,LSC,Common
Taco1,LSC,Common
Tagln2,LSC,Common
Tagln3,LSC,Common
Taldo1,LSC,Common
Tanc1,LSC,Common
Tanc2,LSC,Common
Tardbp,LSC,Common
Tars1,LSC,Common
Tbc1d10a,LSC,Common
Tbc1d10b,LSC,Common
Tbc1d13,LSC,Common
Tbc1d15,LSC,Common
Tbc1d17,LSC,Common
Tbc1d22a,LSC,Common
Tbc1d24,LSC,Common
Tbc1d4,LSC,Common
Tbc1d5,LSC,Common
Tbc1d8b,LSC,Common
Tbc1d9b,LSC,Common
Tbcb,LSC,Common
Tbcc,LSC,Common
Tbcd,LSC,Common
Tbce,LSC,Common
Tbcel,LSC,Common
Tbrg4,LSC,Common
Tcea1,LSC,Common
Tcp1,LSC,Common
Tcp11l1,LSC,Common
Tdp2,LSC,Common
Tdrd3,LSC,Common
Tdrd7,LSC,Common
Tdrkh,LSC,Common
Tdrp,LSC,Common
Tecpr1,LSC,Common
Tecr,LSC,Common
Tex2,LSC,Common
Tex264,LSC,Common
Tf,LSC,Common
Tfcp2,LSC,Common
Tfe3,LSC,Common
Tfeb,LSC,Common
Tgfb1i1,LSC,Common
Tgoln1,LSC,Common
Tgs1,LSC,Common
Them4,LSC,Common
Them6,LSC,Common
Thop1,LSC,Common
Thsd7a,LSC,Common
Thy1,LSC,Common
Tigar,LSC,Common
Timm22,LSC,Common
Timm44,LSC,Common
Timm50,LSC,Common
Timmdc1,LSC,Common
Tiprl,LSC,Common
Tjp2,LSC,Common
Tkt,LSC,Common
Tln1,LSC,Common
Tln2,LSC,Common
Tm9sf2,LSC,Common
Tmcc1,LSC,Common
Tmcc2,LSC,Common
Tmcc3,LSC,Common
Tmed10,LSC,Common
Tmed8,LSC,Common
Tmem160,LSC,Common
Tmem205,LSC,Common
Tmem263,LSC,Common
Tmem30a,LSC,Common
Tmem33,LSC,Common
Tmem35a,LSC,Common
Tmem63a,LSC,Common
Tmem65,LSC,Common
Tmem94,LSC,Common
Tmod1,LSC,Common
Tmod2,LSC,Common
Tmpo,LSC,Common
Tmsb4x,LSC,Common
Tmx1,LSC,Common
Tmx2,LSC,Common
Tmx3,LSC,Common
Tmx4,LSC,Common
Tnfrsf21,LSC,Common
Tnik,LSC,Common
Tnk2,LSC,Common
Tnks1bp1,LSC,Common
Tnpo1,LSC,Common
Tnpo2,LSC,Common
Tnr,LSC,Common
Tnrc6b,LSC,Common
Tns3,LSC,Common
Tom1,LSC,Common
Tom1l1,LSC,Common
Tom1l2,LSC,Common
Tomm20,LSC,Common
Tomm22,LSC,Common
Tomm34,LSC,Common
Tomm70,LSC,Common
Top2b,LSC,Common
Top3b,LSC,Common
Tp53bp2,LSC,Common
Tpd52,LSC,Common
Tpd52l2,LSC,Common
Tpgs2,LSC,Common
Tpm1,LSC,Common
Tpp2,LSC,Common
Tppp,LSC,Common
Tppp3,LSC,Common
Tprg1l,LSC,Common
Tpt1,LSC,Common
Tradd,LSC,Common
Trak1,LSC,Common
Trap1,LSC,Common
Trappc10,LSC,Common
Trappc12,LSC,Common
Trappc14,LSC,Common
Trappc6b,LSC,Common
Trappc9,LSC,Common
Trarg1,LSC,Common
Trim2,LSC,Common
Trim25,LSC,Common
Trim3,LSC,Common
Trim36,LSC,Common
Trim56,LSC,Common
Trim67,LSC,Common
Trim9,LSC,Common
Trio,LSC,Common
Trip10,LSC,Common
Trip4,LSC,Common
Triqk,LSC,Common
Trp53i11,LSC,Common
Trpv1,LSC,Common
Trpv2,LSC,Common
Tsc1,LSC,Common
Tsc2,LSC,Common
Tsc22d1,LSC,Common
Tsc22d3,LSC,Common
Tsc22d4,LSC,Common
Tsg101,LSC,Common
Tsn,LSC,Common
Tsnax,LSC,Common
Tspan2,LSC,Common
Tst,LSC,Common
Ttbk1,LSC,Common
Ttbk2,LSC,Common
Ttc1,LSC,Common
Ttc39b,LSC,Common
Ttc9,LSC,Common
Ttc9c,LSC,Common
Ttl,LSC,Common
Ttll12,LSC,Common
Ttn,LSC,Common
Ttyh1,LSC,Common
Tuba4a,LSC,Common
Tubal3,LSC,Common
Tubb3,LSC,Common
Tubb4a,LSC,Common
Tubb4b,LSC,Common
Tubb5,LSC,Common
Tubgcp3,LSC,Common
Tufm,LSC,Common
Tulp3,LSC,Common
Tusc2,LSC,Common
Twf1,LSC,Common
Twf2,LSC,Common
Txlna,LSC,Common
Txn,LSC,Common
Txndc9,LSC,Common
Txnl1,LSC,Common
Txnrd1,LSC,Common
Txnrd3,LSC,Common
U2af2,LSC,Common
U2surp,LSC,Common
Uba1,LSC,Common
Uba5,LSC,Common
Uba6,LSC,Common
Ubac1,LSC,Common
Ubap1,LSC,Common
Ubap2,LSC,Common
Ubap2l,LSC,Common
Ubash3b,LSC,Common
Ube2d2,LSC,Common
Ube2g1,LSC,Common
Ube2j1,LSC,Common
Ube2k,LSC,Common
Ube2m,LSC,Common
Ube2o,LSC,Common
Ube2q1,LSC,Common
Ube2v1,LSC,Common
Ube2v2,LSC,Common
Ube3a,LSC,Common
Ube3c,LSC,Common
Ubfd1,LSC,Common
Ubl4a,LSC,Common
Ublcp1,LSC,Common
Ubr1,LSC,Common
Ubr3,LSC,Common
Ubr4,LSC,Common
Ubxn1,LSC,Common
Ubxn4,LSC,Common
Ubxn6,LSC,Common
Uchl1,LSC,Common
Uchl5,LSC,Common
Ufc1,LSC,Common
Ufd1,LSC,Common
Ufm1,LSC,Common
Ugp2,LSC,Common
Uhrf1bp1l,LSC,Common
Ulk3,LSC,Common
Umps,LSC,Common
Unc13a,LSC,Common
Unc13c,LSC,Common
Unc45a,LSC,Common
Upf1,LSC,Common
Uprt,LSC,Common
Uqcc1,LSC,Common
Uqcrb,LSC,Common
Uqcrc2,LSC,Common
Uqcrfs1,LSC,Common
Uqcrh,LSC,Common
Uri1,LSC,Common
Use1,LSC,Common
Uso1,LSC,Common
Usp10,LSC,Common
Usp13,LSC,Common
Usp14,LSC,Common
Usp15,LSC,Common
Usp19,LSC,Common
Usp20,LSC,Common
Usp24,LSC,Common
Usp25,LSC,Common
Usp4,LSC,Common
Usp46,LSC,Common
Usp47,LSC,Common
Usp5,LSC,Common
Usp7,LSC,Common
Usp8,LSC,Common
Usp9x,LSC,Common
Vac14,LSC,Common
Vamp1,LSC,Common
Vamp2,LSC,Common
Vamp7,LSC,Common
Vapa,LSC,Common
Vapb,LSC,Common
Vars1,LSC,Common
Vash1,LSC,Common
Vasp,LSC,Common
Vat1,LSC,Common
Vat1l,LSC,Common
Vav3,LSC,Common
Vbp1,LSC,Common
Vcan,LSC,Common
Vcl,LSC,Common
Vcp,LSC,Common
Vcpip1,LSC,Common
Vdac1,LSC,Common
Vdac2,LSC,Common
Vdac3,LSC,Common
Vezt,LSC,Common
Vim,LSC,Common
Vipas39,LSC,Common
Vkorc1,LSC,Common
Vkorc1l1,LSC,Common
Vma21,LSC,Common
Vmp1,LSC,Common
Vps11,LSC,Common
Vps13a,LSC,Common
Vps13c,LSC,Common
Vps18,LSC,Common
Vps25,LSC,Common
Vps26b,LSC,Common
Vps26c,LSC,Common
Vps28,LSC,Common
Vps33a,LSC,Common
Vps33b,LSC,Common
Vps35,LSC,Common
Vps36,LSC,Common
Vps37a,LSC,Common
Vps37c,LSC,Common
Vps39,LSC,Common
Vps45,LSC,Common
Vps4a,LSC,Common
Vps4b,LSC,Common
Vps50,LSC,Common
Vps51,LSC,Common
Vps53,LSC,Common
Vps8,LSC,Common
Vps9d1,LSC,Common
Vsnl1,LSC,Common
Vta1,LSC,Common
Vti1b,LSC,Common
Vwa5a,LSC,Common
Vwa5b2,LSC,Common
Wars1,LSC,Common
Wasf1,LSC,Common
Wasf2,LSC,Common
Wasf3,LSC,Common
Washc1,LSC,Common
Washc2,LSC,Common
Washc4,LSC,Common
Wasl,LSC,Common
Wbp2,LSC,Common
Wdfy3,LSC,Common
Wdr1,LSC,Common
Wdr11,LSC,Common
Wdr13,LSC,Common
Wdr20,LSC,Common
Wdr24,LSC,Common
Wdr37,LSC,Common
Wdr41,LSC,Common
Wdr44,LSC,Common
Wdr45,LSC,Common
Wdr45b,LSC,Common
Wdr47,LSC,Common
Wdr54,LSC,Common
Wdr7,LSC,Common
Wdr91,LSC,Common
Wfs1,LSC,Common
Wipf1,LSC,Common
Wipf2,LSC,Common
Wipf3,LSC,Common
Wipi2,LSC,Common
Wnk1,LSC,Common
Wnk2,LSC,Common
Wnk3,LSC,Common
Wrnip1,LSC,Common
Wwox,LSC,Common
Wwp2,LSC,Common
Xiap,LSC,Common
Xpnpep3,LSC,Common
Xpo4,LSC,Common
Xpo7,LSC,Common
Xrn1,LSC,Common
Yars1,LSC,Common
Yes1,LSC,Common
Ykt6,LSC,Common
Yod1,LSC,Common
Ythdc2,LSC,Common
Ythdf1,LSC,Common
Ywhab,LSC,Common
Ywhae,LSC,Common
Ywhag,LSC,Common
Ywhah,LSC,Common
Ywhaq,LSC,Common
Ywhaz,LSC,Common
Zadh2,LSC,Common
Zc2hc1a,LSC,Common
Zc3h15,LSC,Common
Zc3hav1,LSC,Common
Zdhhc20,LSC,Common
Zdhhc3,LSC,Common
Zdhhc5,LSC,Common
Zfand2b,LSC,Common
Zfand5,LSC,Common
Zfand6,LSC,Common
Zfyve1,LSC,Common
Zfyve19,LSC,Common
Zmat2,LSC,Common
Zmpste24,LSC,Common
Znf207,LSC,Common
Znf330,LSC,Common
Znf598,LSC,Common
Zw10,LSC,Common
Zwint,LSC,Common
Zyg11b,LSC,Common
Zyx,LSC,Common
Zzef1,LSC,Common
TurboID,LSC,Unique
Baz2a,LSC,Unique
Katnal2,LSC,Unique
Tbc1d8,LSC,Unique
Stard9,LSC,Unique
Tex13c1,LSC,Unique
Krt80,LSC,Unique
Cep152,LSC,Unique
Sfn,LSC,Unique
Sprr1a,LSC,Unique
Dsc1,LSC,Unique
Wrn,LSC,Unique
Ag2,LSC,Unique
Akap17b,LSC,Unique
Alkbh6,LSC,Unique
Amer3,LSC,Unique
Ankrd34c,LSC,Unique
Apbb1ip,LSC,Unique
Apbb3,LSC,Unique
Arhgap31,LSC,Unique
Axin1,LSC,Unique
Bcl2l14,LSC,Unique
Bivm,LSC,Unique
Capn15,LSC,Unique
Cblb,LSC,Unique
Chd1,LSC,Unique
Crip1,LSC,Unique
Crtc2,LSC,Unique
Ctnnbip1,LSC,Unique
Dap,LSC,Unique
Dennd1b,LSC,Unique
Doc2b,LSC,Unique
Dok1,LSC,Unique
Dok4,LSC,Unique
Dtx3l,LSC,Unique
Eid2,LSC,Unique
Eif4e3,LSC,Unique
Eya3,LSC,Unique
Fam114a1,LSC,Unique
Fam222b,LSC,Unique
Fam83h,LSC,Unique
Fbxo30,LSC,Unique
Fem1aa,LSC,Unique
Fer1l5,LSC,Unique
Fhdc1,LSC,Unique
Filip1,LSC,Unique
Frmd4b,LSC,Unique
Gmeb2,LSC,Unique
Hipk2,LSC,Unique
Hopx,LSC,Unique
Hps5,LSC,Unique
Il31ra,LSC,Unique
Kif16b,LSC,Unique
Lrch4,LSC,Unique
Lrmda,LSC,Unique
MACIR,LSC,Unique
Mapk13,LSC,Unique
Marf1,LSC,Unique
Mctp2,LSC,Unique
Micall2,LSC,Unique
Mlip,LSC,Unique
Mob3b,LSC,Unique
Msrb3,LSC,Unique
Mtus1,LSC,Unique
Myd88,LSC,Unique
Myo9b,LSC,Unique
Nckap5l,LSC,Unique
Ntrk1,LSC,Unique
Obi1,LSC,Unique
Osmr,LSC,Unique
Pcdha4,LSC,Unique
Pik3cd,LSC,Unique
Pkhd1l1,LSC,Unique
Ppp1r13l,LSC,Unique
Ppp1r1a,LSC,Unique
Ppp1r1c,LSC,Unique
Prl7b1,LSC,Unique
Prr14,LSC,Unique
Ptgir,LSC,Unique
Ptpn12,LSC,Unique
Rc3h1,LSC,Unique
Rel,LSC,Unique
Rgs14,LSC,Unique
Riok3,LSC,Unique
Rps6kb2,LSC,Unique
Rwdd3,LSC,Unique
Sarg,LSC,Unique
Scoc,LSC,Unique
Sema4c,LSC,Unique
Shf,LSC,Unique
Shroom3,LSC,Unique
Six4,LSC,Unique
Slain2,LSC,Unique
Slc22a21,LSC,Unique
Smpx,LSC,Unique
Stac,LSC,Unique
Stoml3,LSC,Unique
Stox2,LSC,Unique
Syne3,LSC,Unique
Sytl3,LSC,Unique
Tango6,LSC,Unique
Tank,LSC,Unique
Ten1,LSC,Unique
Tes,LSC,Unique
Tgfbr2,LSC,Unique
Tmem79,LSC,Unique
Togaram1,LSC,Unique
Trafd1,LSC,Unique
Ttf2,LSC,Unique
Ttll1,LSC,Unique
Ush2A,LSC,Unique
Yeats2,LSC,Unique
Zc3h12c,LSC,Unique
Zdhhc8,LSC,Unique
Zfyve16,LSC,Unique
Zfyve28,LSC,Unique
Aaas,DRG,Common
Aacs,DRG,Common
Aak1,DRG,Common
Aamdc,DRG,Common
Aars1,DRG,Common
Abat,DRG,Common
Abca3,DRG,Common
Abca6,DRG,Common
Abca7,DRG,Common
Abcb9,DRG,Common
Abcc5,DRG,Common
Abcd2,DRG,Common
Abcd3,DRG,Common
Abce1,DRG,Common
Abcf1,DRG,Common
Abcf2,DRG,Common
Abcf3,DRG,Common
Abhd10,DRG,Common
Abhd12,DRG,Common
Abhd2,DRG,Common
Abhd6,DRG,Common
Abi1,DRG,Common
Abi2,DRG,Common
Abl2,DRG,Common
Ablim1,DRG,Common
Ablim2,DRG,Common
Ablim3,DRG,Common
Abr,DRG,Common
Abraxas2,DRG,Common
Abtb2,DRG,Common
Acaa1a,DRG,Common
Acadl,DRG,Common
Acadm,DRG,Common
Acadsb,DRG,Common
Acadvl,DRG,Common
Acap2,DRG,Common
Acat1,DRG,Common
Acbd3,DRG,Common
Acbd5,DRG,Common
Acbd6,DRG,Common
Acin1,DRG,Common
Acly,DRG,Common
Aco2,DRG,Common
Acot13,DRG,Common
Acot7,DRG,Common
Acot9,DRG,Common
Acp1,DRG,Common
Acsf3,DRG,Common
Acsl3,DRG,Common
Acsl4,DRG,Common
Acsl6,DRG,Common
Actb,DRG,Common
Actl6a,DRG,Common
Actr10,DRG,Common
Actr1a,DRG,Common
Actr2,DRG,Common
Actr3,DRG,Common
Adam22,DRG,Common
Adar,DRG,Common
Adcy9,DRG,Common
Add1,DRG,Common
Add2,DRG,Common
Adgrb3,DRG,Common
Adgrl2,DRG,Common
Adk,DRG,Common
Adnp,DRG,Common
Ado,DRG,Common
Adprh,DRG,Common
Adrm1,DRG,Common
Adsl,DRG,Common
Adss2,DRG,Common
Afdn,DRG,Common
Aff4,DRG,Common
Afg3l2,DRG,Common
Aftph,DRG,Common
Ag2,DRG,Common
Agap1,DRG,Common
Agap3,DRG,Common
Agfg1,DRG,Common
Agfg2,DRG,Common
Ago3,DRG,Common
Agpat1,DRG,Common
Agpat3,DRG,Common
Agpat4,DRG,Common
Agtpbp1,DRG,Common
Ahctf1,DRG,Common
Ahcy,DRG,Common
Ahcyl2,DRG,Common
Ahdc1,DRG,Common
Ahsa1,DRG,Common
Ahsa2,DRG,Common
Ahsg,DRG,Common
Aifm1,DRG,Common
Aimp1,DRG,Common
Aimp2,DRG,Common
Aip,DRG,Common
Ak1,DRG,Common
Ak2,DRG,Common
Ak3,DRG,Common
Ak5,DRG,Common
Akap1,DRG,Common
Akap10,DRG,Common
Akap13,DRG,Common
Akap2,DRG,Common
Akap8,DRG,Common
Akap8l,DRG,Common
Akap9,DRG,Common
Akr1a1,DRG,Common
Akr1e2,DRG,Common
Akr7a2,DRG,Common
Akt1,DRG,Common
Akt1s1,DRG,Common
Akt2,DRG,Common
Akt3,DRG,Common
Aktip,DRG,Common
Alcam,DRG,Common
Aldh1b1,DRG,Common
Aldh2,DRG,Common
Aldh3a2,DRG,Common
Aldh4a1,DRG,Common
Aldh6a1,DRG,Common
Aldh7a1,DRG,Common
Aldh9a1,DRG,Common
Aldoa,DRG,Common
Alg13,DRG,Common
Alg2,DRG,Common
Alkbh3,DRG,Common
Alkbh6,DRG,Common
Alyref,DRG,Common
Amacr,DRG,Common
Amer2,DRG,Common
Amfr,DRG,Common
Amigo3,DRG,Common
Amn1,DRG,Common
Amotl1,DRG,Common
Ampd2,DRG,Common
Ampd3,DRG,Common
Amph,DRG,Common
Anapc4,DRG,Common
Angel1,DRG,Common
Ank1,DRG,Common
Ank2,DRG,Common
Ank3,DRG,Common
Ankfy1,DRG,Common
Ankle2,DRG,Common
Ankrd13a,DRG,Common
Ankrd13d,DRG,Common
Ankrd17,DRG,Common
Ankrd27,DRG,Common
Ankrd28,DRG,Common
Ankrd40,DRG,Common
Ankrd49,DRG,Common
Ankrd52,DRG,Common
Anks1b,DRG,Common
Ankzf1,DRG,Common
Ano10,DRG,Common
Ano3,DRG,Common
Ano6,DRG,Common
Ano8,DRG,Common
Anp32b,DRG,Common
Anp32e,DRG,Common
Anxa11,DRG,Common
Anxa2,DRG,Common
Anxa5,DRG,Common
Anxa6,DRG,Common
Anxa7,DRG,Common
Aox1,DRG,Common
Ap1b1,DRG,Common
Ap1g1,DRG,Common
Ap1s2,DRG,Common
Ap2a1,DRG,Common
Ap2a2,DRG,Common
Ap2b1,DRG,Common
Ap2m1,DRG,Common
Ap2s1,DRG,Common
Ap3b2,DRG,Common
Ap3d1,DRG,Common
Ap3m1,DRG,Common
Ap3s1,DRG,Common
Ap3s2,DRG,Common
Ap4e1,DRG,Common
Ap4m1,DRG,Common
Ap5b1,DRG,Common
Ap5z1,DRG,Common
Apba1,DRG,Common
Apba2,DRG,Common
Apbb1,DRG,Common
Apc,DRG,Common
Apeh,DRG,Common
Api5,DRG,Common
Apip,DRG,Common
App,DRG,Common
Appl1,DRG,Common
Aqp1,DRG,Common
Araf,DRG,Common
Arap1,DRG,Common
Arap2,DRG,Common
Arcn1,DRG,Common
Arf1,DRG,Common
Arf4,DRG,Common
Arf5,DRG,Common
Arf6,DRG,Common
Arfgap1,DRG,Common
Arfgap2,DRG,Common
Arfgap3,DRG,Common
Arfgef1,DRG,Common
Arfgef2,DRG,Common
Arfgef3,DRG,Common
Arfip2,DRG,Common
Arfrp1,DRG,Common
Arglu1,DRG,Common
Arhgap1,DRG,Common
Arhgap12,DRG,Common
Arhgap17,DRG,Common
Arhgap21,DRG,Common
Arhgap22,DRG,Common
Arhgap23,DRG,Common
Arhgap27,DRG,Common
Arhgap28,DRG,Common
Arhgap35,DRG,Common
Arhgap39,DRG,Common
Arhgap44,DRG,Common
Arhgap5,DRG,Common
Arhgdia,DRG,Common
Arhgef1,DRG,Common
Arhgef10l,DRG,Common
Arhgef12,DRG,Common
Arhgef18,DRG,Common
Arhgef28,DRG,Common
Arhgef40,DRG,Common
Arhgef7,DRG,Common
Arid1a,DRG,Common
Arid1b,DRG,Common
Arid2,DRG,Common
Arl2,DRG,Common
Arl2bp,DRG,Common
Arl3,DRG,Common
Arl4c,DRG,Common
Arl6,DRG,Common
Arl6ip4,DRG,Common
Arl6ip5,DRG,Common
Arl8a,DRG,Common
Armc1,DRG,Common
Armc6,DRG,Common
Armc8,DRG,Common
Armcx2,DRG,Common
Armcx3,DRG,Common
Arpc1b,DRG,Common
Arpc2,DRG,Common
Arpc3,DRG,Common
Arpc4,DRG,Common
Arpc5,DRG,Common
Arpc5l,DRG,Common
Arpin,DRG,Common
Arpp19,DRG,Common
Arpp21,DRG,Common
Arrb2,DRG,Common
Asap1,DRG,Common
Asap2,DRG,Common
Ascc1,DRG,Common
Ascc3,DRG,Common
Asic1,DRG,Common
Asl,DRG,Common
Asns,DRG,Common
Asph,DRG,Common
Aspscr1,DRG,Common
Ass1,DRG,Common
Astn1,DRG,Common
Atad1,DRG,Common
Atad3,DRG,Common
Ate1,DRG,Common
Atf7,DRG,Common
Atf7ip,DRG,Common
Atg16l1,DRG,Common
Atg2a,DRG,Common
Atg2b,DRG,Common
Atg3,DRG,Common
Atic,DRG,Common
Atl1,DRG,Common
Atn1,DRG,Common
Atp13a1,DRG,Common
Atp13a2,DRG,Common
Atp1a1,DRG,Common
Atp1a3,DRG,Common
Atp1b1,DRG,Common
Atp2a2,DRG,Common
Atp2b1,DRG,Common
Atp2b2,DRG,Common
Atp2b4,DRG,Common
Atp2c1,DRG,Common
Atp5f1a,DRG,Common
Atp5f1b,DRG,Common
Atp5f1c,DRG,Common
Atp5f1d,DRG,Common
Atp5if1,DRG,Common
Atp5me,DRG,Common
Atp5mg,DRG,Common
Atp5pb,DRG,Common
Atp5pd,DRG,Common
Atp5pf,DRG,Common
Atp6v0d1,DRG,Common
Atp6v1a,DRG,Common
Atp6v1b2,DRG,Common
Atp6v1c1,DRG,Common
Atp6v1e1,DRG,Common
Atp6v1f,DRG,Common
Atp6v1h,DRG,Common
Atp7a,DRG,Common
Atp8a1,DRG,Common
Atp8a2,DRG,Common
Atp9a,DRG,Common
Atpaf1,DRG,Common
Atr,DRG,Common
Atrx,DRG,Common
Atxn1,DRG,Common
Atxn10,DRG,Common
Atxn1l,DRG,Common
Atxn2,DRG,Common
Atxn2l,DRG,Common
Atxn7l3b,DRG,Common
Auh,DRG,Common
Aup1,DRG,Common
Aven,DRG,Common
Avil,DRG,Common
Babam1,DRG,Common
Bace1,DRG,Common
Bad,DRG,Common
Bag2,DRG,Common
Bag3,DRG,Common
Baiap2,DRG,Common
Baiap2l1,DRG,Common
Banf1,DRG,Common
Bap18,DRG,Common
Basp1,DRG,Common
Bax,DRG,Common
Baz2a,DRG,Common
Baz2b,DRG,Common
Bbs4,DRG,Common
Bbs9,DRG,Common
Bcap29,DRG,Common
Bcap31,DRG,Common
Bcar1,DRG,Common
Bcas2,DRG,Common
Bcas3,DRG,Common
